sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
FECHENTR,Entry date,1,,Fecha entrada,1.579470157623291,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DESLTABA,Slip,1,,Desliz,1.7718935012817383,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FEV6,Spirometry: FEV6,1,,Espirometría: fev6,0.962886393070221,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SUMUMUNE,Sup. Musc. Doll,1,,Sup. Musc. Muñeca,0.9766204357147217,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADD_MUHO,Add. MUSC. Shoulder,1,,Add. Musc. Hombro,0.8976954221725464,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABD_ARHO,Abd. Art. Shoulder,1,,Abd. Art. Hombro,0.9357186555862427,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
LOCACENT,town center,1,,Localidad centro,1.3945831060409546,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLPAMUMA,Flex. Musc Palmar. Doll,1,,Flex. Palmar Musc. Muñeca,0.8632655739784241,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INCUARMU,Incl. Ulnar Art. Doll,1,,Incl. Cubital Art. Muñeca,0.9036509990692139,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INRAARMU,Incl. Radial Art. Doll,1,,Incl. Radial Art. Muñeca,0.9419639110565186,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFIALCO,Alcohol concerns,1,,Refiere alcohol,1.305901288986206,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TIPOCENT,Type of school,1,,Tipo de centro,1.3339425325393677,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
IRRI,Irritative or filling,1,,Irritativos o de llenado,1.271695613861084,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MEDIPOSO,Does the medication according to the dosage is taken?,29,,¿Se toma la medicación de acuerdo a la posología?,0.7740375995635986,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
STUI,Symptoms lower urinary tract,1,,Síntomas tracto urinario inferior,1.0257759094238281,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLARPAMU,Flex. Art. Palmar Doll,1,,Flex. Art. Palmar Muñeca,0.8845701813697815,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABMCMUMA,Abd. Mcf. MUSC. Hand,1,,Abd. Mcf. Musc. Mano,0.7829208374023438,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
USOCTABA,proper use,1,,Uso correcto,1.605741262435913,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CFH,Number of cigarettes smoked today,1,,Nº de cigarrillos fumados hoy,0.6836860775947571,4010323,Cigarette smoke,SNOMED,Observation,S,0,1,Substance,102408007,19700101,20991231,
OBSE2,Observations,1,,Observaciones,0.8530449867248535,441137,Eating finding,SNOMED,Observation,S,10,1,Clinical Finding,225525008,19700101,20991231,
SATABA_5,Increased appetite,1,,Aumento del apetito,1.3221747875213623,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
NICTURIA,nocturia,1,,Nicturia,1.6404229402542114,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ORTOPNEA,orthopnoea,1,,Ortopnea,1.2690542936325073,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFENICO,refers nicotine,1,,Refiere nicotina,1.3360564708709717,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CONOINDI,Do you know the signs of them?,28,,¿Conoce las indicaciones de los mismos?,0.7708488702774048,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRACMUNE,osteoporotic fracture wrist,1,,Fractura osteoporótica muñeca,1.0831000804901123,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESPEMOTI,specify reason,1,,Especificar motivo,1.318719744682312,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_2,Anxiety-Jitters,1,,Ansiedad-Nerviosismo,0.8863625526428223,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ENDO,Asked about vaginal bleeding,1,,Interrogado sobre hemorragia vaginal,1.016236662864685,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ALTUTE,Fundal height,1,,Altura Uterina,1.3584657907485962,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLE1ARMA,Flex 1 Art. Hand,1,,Flex 1º Art. Mano,1.1131786108016968,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRACNOES,osteoporotic fracture unspecified site,1,,Fractura osteoporótica Sitio no especificado,0.9794033765792847,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CIF,CIF company,1,,CIF empresa,1.3815417289733887,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
COMPCRON,chronic complications,28,,Complicaciones crónicas,1.2800884246826172,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXIFARMA,Ext. IF. Art. Hand,1,,Ext. IF. Art. Mano,0.9111365675926208,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
OBSTRUC,Obstructive or discharge,1,,Obstructivos o de vaciado,1.165554404258728,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_4,Difficulty concentrating,1,,Dificultad de concentración,1.0,21498547,Difficulty concentrating,LOINC,Meas Value,S,0,0,Answer,LA25194-4,19700101,20991231,
EDADMENO,Age of menopause,1,,Edad de la Menopausia,1.3422839641571045,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EVERTOBI,Ankle eversion,1,,Eversion Tobillo,1.3063881397247314,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXT_ARRO,Ext. Art. Knee,1,,Ext. Art. Rodilla,1.0853095054626465,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROB_2,problem detected,35,,Problema detectado,1.3427512645721436,46234711,Problem,LOINC,Measurement,S,0,1,Clinical Observation,75326-9,20150629,20991231,
RETEORIN,AUR,1,,Retención aguda de orina,2.0153684616088867,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
OPO1MUMA,1 Musc opposition. Hand,1,,Oposicion 1º Musc. Mano,1.0072455406188965,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXMCARMA,Ext. Mcf. Art. Hand,1,,Ext. Mcf. Art. Mano,0.8405739068984985,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ENFOSTEO,"osteopenizantes diseases, excluding hypogonadism",1,,"Enfermedades osteopenizantes, excluidas hipogonadismo",0.7795372009277344,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLXBACA,Flx.BACA,1,,Flx.BACA,1.0191254615783691,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROB_4,problem detected,35,,Problema detectado,1.3427512645721436,46234711,Problem,LOINC,Measurement,S,0,1,Clinical Observation,75326-9,20150629,20991231,
ABDOINFE,lower abdomen and genitals,1,,Abdomen inferior y genitales,1.1410067081451416,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLDOTOBI,Flex. dorsal Ankle,1,,Flex. Dorsal Tobillo,0.9753418564796448,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
POBLA,Population,1,,Población,1.5859920978546143,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CAUSAS,Causes,1,,Causas,1.6920852661132812,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
GLUCOORA,oral glucocorticoids,1,,Glucocorticoides orales,1.2145226001739502,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SPO2-Med,Blood oxygen saturation Media,1,,Saturación de Oxígeno en Sangre Media,0.9278113842010498,37398626,Blood oxygen saturation,SNOMED,Observation,S,0,2,Observable Entity,1017311000000104,20160731,20991231,
GLEXARRO,Flex. Art. Knee,1,,Flex. Art. Rodilla,0.9557538032531738,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEADCO,Refers behavioral addictions,1,,Refiere adicciones conductuales,1.0125497579574585,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FCN,nocturnal blood glucose,1,,glucemia capilar nocturna,1.1178085803985596,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXT_MUHO,Ext. Musc. Shoulder,1,,Ext. Musc. Hombro,0.9386517405509949,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROTIBMCA,Rot.Itn.BMCA,1,,Rot.Itn.BMCA,0.7848834991455078,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INGHOSDI,Hosp income. by diabetes,34,,Ingreso Hosp. por diabetes,0.9844666719436646,40765519,PhenX domain - Diabetes,LOINC,Measurement,S,16,2,Clinical Observation,62787-7,20110105,20991231,
EPOJOI,E / P O.D.,1,,E/P O.D.,1.0733494758605957,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXTBMCA,Ext.BMCA,1,,Ext.BMCA,1.0022268295288086,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLE_ARHO,Flex. Art. Shoulder,1,,Flex. Art. Hombro,0.9138570427894592,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXIFMUMA,Ext. IF. MUSC. Hand,1,,Ext. IF. Musc. Mano,0.8488274216651917,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FEV6-Med,Spirometry: fev6- Media,1,,Espirometría: fev6- Media,0.8051506280899048,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INDIEXER,exeresis indication,1,,Indicación exéresis,1.3144495487213135,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CIR_RESP,responsible surgeon,1,,Cirujano responsable,1.1869746446609497,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESTAPROT,State prosthesis,1,,Estado prótesis,1.4410483837127686,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MICRALBU,MICROALBUMINURIA,32,,MICROALBUMINURIA,1.2265796661376953,4263307,Microalbuminuria measurement,SNOMED,Measurement,S,6,1,Procedure,46716003,19700101,20991231,
FRACVERT,vertebral osteoporotic fracture,1,,Fractura osteoporótica vertebral,1.0505733489990234,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CALICHOR,Decreased size and jet force,1,,Disminución calibre y fuerza del chorro,1.0290192365646362,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLEXMUCO,Flex. MUSC. Elbow,1,,Flex. Musc. Codo,0.8950246572494507,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROTIBACA,Rot.Int.BACA,1,,Rot.Int.BACA,0.9623287916183472,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FEV1,Spirometry (FEV1),1,,Espirometría (fev1),0.98790442943573,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESTRENI,CONSTIPATION,1,,ESTREÑIMIENTO,1.5215016603469849,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROTEBMCA,Rot.Ext.BMCA,1,,Rot.Ext.BMCA,0.8390951156616211,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROB_3,problem detected,32,,Problema detectado,1.3427512645721436,46234711,Problem,LOINC,Measurement,S,0,1,Clinical Observation,75326-9,20150629,20991231,
EXTEARCO,Ext. Artic. Elbow,1,,Ext. Artic. Codo,0.9730961322784424,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLDOMUTO,Flex. Dorsal Musc. Ankle,1,,Flex. Dorsal Musc. Tobillo,0.830447793006897,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PIOI,PIO LEFT EYE,1,,PIO OJO IZQUIERDO,1.3621656894683838,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
NUMECIGA,Number of cigarettes,1,,Número de cigarrillos,1.1468560695648193,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFECANN,refers cannabis,1,,Refiere cannabis,1.2568364143371582,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
OBSE1,Observations,1,,Observaciones,0.8530449867248535,441137,Eating finding,SNOMED,Observation,S,10,1,Clinical Finding,225525008,19700101,20991231,
-2,[No reference],7,,[Sin referencia],1.3122000694274902,0,Unmapped,,,,0,0,,,,,
FCF,FHR,1,,Frecuencia cardiaca fetal,1.491629958152771,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEBENZ,benzodiazepines concerns,1,,Refiere benzodiacepinas,0.7960129976272583,36310545,Benzodiazepines,LOINC,Meas Value,S,0,0,Answer,LA28415-0,19700101,20991231,
ABDBMCA,Abd.BMCA,1,,Abd.BMCA,0.9617253541946411,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EPOJOD,E / P right eye,1,,E/P OJO DERECHO,1.275061845779419,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EDAD,Age,8,,Edad,2.0732083320617676,3022304,Age,LOINC,Measurement,S,0,24,Lab Test,30525-0,20011016,20991231,
FLPLMUTO,Flex. Plantar Musc. Ankle,1,,Flex. Plantar Musc. Tobillo,0.8428168296813965,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DISURIA,dysuria,1,,Disuria,1.5792524814605713,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
COLE_LDL,Target LDL cholesterol,1,,Colesterol LDL Objetivo,0.7667381167411804,4009426,LDL cholesterol,SNOMED,Observation,S,5,2,Substance,102739008,19700101,20991231,
ABSTTABA,Abstinent,8,,Abstinente,1.6787099838256836,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
COLESP,Sputum Color,1,,Color Esputo,1.4104307889938354,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRECCAID,Frequency falls,1,,Frecuencia de caídas,0.9139322638511658,4181666,Frequency of falls,SNOMED,Observation,S,0,1,Observable Entity,363802000,19700101,20991231,
EXT_ARHO,Ext. Art. Shoulder,1,,Ext. Art. Hombro,1.0250883102416992,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SPO2,Blood oxygen saturation,7,,Saturación de Oxígeno en Sangre,1.0,37398626,Blood oxygen saturation,SNOMED,Observation,S,0,2,Observable Entity,1017311000000104,20160731,20991231,
TAS-Med,Systolic Blood Pressure Media,1,,Tensión Arterial Sistólica Media,0.9167281985282898,4152194,Systolic blood pressure,SNOMED,Measurement,S,11,2,Observable Entity,271649006,19700101,20991231,
SATABA_9,depressed mood,8,,Ánimo deprimido,1.3412060737609863,40767846,"I see myself as someone who is depressed, blue [BFI]",LOINC,Measurement,S,0,3,Clinical Observation,65148-9,20110429,20991231,
ECG_RCV,Electrocardiogram / cardiovascular risk,89,,Electrocardiograma/riesgo cardiovascular,0.9485641121864319,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MENOPAUS,Menopause,6,,Menopausia,1.5135650634765625,4135533,Menopausal profile,SNOMED,Measurement,S,0,1,Procedure,412894004,19700101,20991231,
ADD1ARMA,Add. 1st Art. Hand,1,,Add. 1º Art. Mano,0.8985434174537659,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEANFE,refers amphetamines,1,,Refiere anfetaminas,1.2784161567687988,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESCADOLO,Pain Scale,8,,Escala de dolor,1.6308293342590332,21494994,Pain scale [Type],LOINC,Measurement,S,0,3,Clinical Observation,80316-3,20160624,20991231,
CP,C.P,7,,C.P,1.6022534370422363,3043579,ZIP Code [Location],LOINC,Measurement,S,0,8,Clinical Observation,45401-7,19700101,20991231,
TUC,Time since last cigarette,1,,Tiempo desde último cigarrillo,1.1152091026306152,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
READTABA,Adverse reactions,1,,Reacciones Adversas,0.8489755392074585,4098390,Base adverse reaction,SNOMED,Observation,S,3,1,Clinical Finding,292781002,19700101,20991231,
ABDBACA,Abd.BACA,1,,Abd.BACA,1.10603666305542,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FABATABA,Date snuff abandonment,1,,Fecha abandono tabaco,0.9811776280403137,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESOSVAL,Only control ESOSVAL,11,,Solo para el control de ESOSVAL,1.06779146194458,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INTEEDUC,Educational interventions,85,,Intervenciones Educativas,1.3152532577514648,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CAIULTAN,Falls in the last year,6,,Caídas en el último año,0.7561697363853455,4310026,Number of falls in last year,SNOMED,Observation,S,0,1,Observable Entity,391002003,19700101,20991231,
VALOCUMP,Evaluation of compliance,793,,Valoración del cumplimiento,1.1866201162338257,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
GOTEPOSM,dribbling,1,,Goteo posmiccional,1.379862666130066,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
RECOGEHC,¿Gathered in H.Clinica?,40,,¿Recogidos en H.Clinica?,0.7776700258255005,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFESINT,Refers synthetic drugs,1,,Refiere drogas de síntesis,1.105745553970337,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DIREC,Address,5,,Dirección,1.5249378681182861,40759918,Address,LOINC,Measurement,S,0,6,Clinical Observation,56799-0,20090817,20991231,
GLUCAP,blood glucose,770,,glucemia capilar,0.866420328617096,4120298,Capillary blood glucose measurement,SNOMED,Measurement,S,1,2,Procedure,302789003,19700101,20991231,
PIOD,PIO RIGHT EYE,1,,PIO OJO DERECHO,1.3255776166915894,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TEMPCORP,Body temperature,69,,Temperatura corporal,1.0,4302666,Body temperature,SNOMED,Observation,S,16,1,Observable Entity,386725007,19700101,20991231,
ELECTRO,Electrocardiogram,9,,Electrocardiograma,1.0,36308175,Electrocardiogram,LOINC,Meas Value,S,0,0,Answer,LA24331-3,19700101,20991231,
FLXBMCA,Flx.BMCA,1,,Flx.BMCA,0.9029372334480286,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SE_RECO,It is recommended,39,,Se recomienda,1.2977856397628784,40765126,Recommendation [Interpretation] Document,LOINC,Measurement,S,0,5,Lab Test,62385-0,20101202,20991231,
CRANEAL,head circumference,1,,Perímetro craneal,1.0,4181669,Head circumference,SNOMED,Observation,S,2,1,Observable Entity,363812007,19700101,20991231,
AUTOANAL,self-analysis,65,,Autoanálisis,1.2063294649124146,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
HGLI,Hemoglobin A1C,9,,Hemoglobina Glicosilada A1C,0.9081674218177795,3004410,Hemoglobin A1c (Glycated),LOINC,Measurement,S,0,9,Lab Test,4548-4,19700101,20991231,
ROEXARHO,Rot. Ext. Art. Shoulder,1,,Rot. Ext. Art. Hombro,0.9208452701568604,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PACIREFA,Patient type REFAR,38,,Tipo Paciente REFAR,1.244072437286377,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SEDIORIN,Urine Sediment,1,,Sedimento de orina,1.5692954063415527,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FECHALTA,date Added,1,,Fecha alta,1.5385637283325195,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
NOM_APE,Name and surname,9,,Nombre y Apellidos,1.4955596923828125,36304461,Legal name of patient - first and last,LOINC,Measurement,S,2,2,Clinical Observation,87226-7,20180615,20991231,
RETINOGR,Fundus or Retinography,64,,Fondo de Ojo o Retinografía,1.16245436668396,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_1,very strong desire to smoke or craving,5,,Deseo muy fuerte de fumar o craving,0.9266336560249329,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
AYUDDEFI,definitive aid,45,,Ayuda definitiva,1.378101110458374,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CONOPOSO,Do you know your dosage?,38,,¿Conoce su posología?,0.7922757863998413,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INFOTRCV,Information on cardiovascular risk factors,571,,Información sobre  factores de riesgo cardiovascular,0.8813726902008057,4226668,Risk control behavior: cardiovascular health,SNOMED,Observation,S,0,1,Observable Entity,405147007,19700101,20991231,
PROB_1,problem detected,45,,Problema detectado,1.3427512645721436,40759937,Problem description [Identifier],LOINC,Measurement,S,0,3,Clinical Observation,56818-8,20090817,20991231,
ESTMENO,Menopausal status,5,,Estado Menopausia,1.3001735210418701,4135533,Menopausal profile,SNOMED,Measurement,S,0,1,Procedure,412894004,19700101,20991231,
HABIVIDA,¿Correct life habits?,36,,¿Hábitos de vida correctos?,0.8241084814071655,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ASISCONS,Attending consultations,8,,Asistencia a consultas,1.270322561264038,3015595,Hospital consultations,LOINC,Measurement,S,0,2,Clinical Observation,8647-0,19960906,20991231,
-1,[Empty],76486,,[Vacio],1.362718105316162,0,Unmapped,,,,0,0,,,,,
GCPOST,postprandial blood glucose,141,,glucemia capilar postpandrial,1.0425963401794434,4116187,Post-prandial blood glucose measurement,SNOMED,Measurement,S,1,1,Procedure,302788006,19700101,20991231,
LATDDOLU,Derch lateralization. Artic. Dorsolumbar,1,,Lateralizacion Derch. Artic. Dorso-Lumbar,0.7916816473007202,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
AYUDRECO,Help recommended,44,,Ayuda recomendada,1.1982247829437256,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROB_6,problem detected,42,,Problema detectado,1.3427512645721436,46234711,Problem,LOINC,Measurement,S,0,1,Clinical Observation,75326-9,20150629,20991231,
SP02,Saturacion 02 Percutaneous,289,,Saturacion 02 percutanea,1.0886017084121704,4310328,Blood oxygen saturation,SNOMED,Measurement,S,0,1,Procedure,391395002,19700101,20991231,
RESUFINA,Final Result episode,138,,Resultado final episodio,1.2292524576187134,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
POST-Med,average postprandial blood glucose,1,,glucemia capilar postpandrial media,0.9457374215126038,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TAD,diastolic blood pressure,3740,,Tensión arterial diastólica,1.0,4154790,Diastolic blood pressure,SNOMED,Measurement,S,11,2,Observable Entity,271650006,19700101,20991231,
NUMEROND,Round number,138,,Número de ronda,1.374976634979248,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CONSTABA,anti-smoking advice (Attention Therapeutic Minima),358,,Consejo antitabaco (Atención Terapeútica Minima),0.7360350489616394,42868494,Evaluation and management of smoking cessation note,LOINC,Measurement,S,0,1,Clinical Observation,70005-4,20120118,20991231,
PERADB,Abdominal perimeter,237,,Perímetro Abdominal,1.3311350345611572,40483362,Measurement of circumference of waist,SNOMED,Measurement,S,0,1,Procedure,445396007,20100731,20991231,
TOMAMEDI,Does the medication is taken?,42,,¿Se toma la medicación?,0.9305448532104492,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MED2OJOI,MEDICATION ASOCIACIACION O.I.,1,,MEDICACION ASOCIACIACION O.I.,0.9295355081558228,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FECHINVI,Date invitation,137,,Fecha de invitación,1.4271916151046753,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FECHINVI,Date invitation,137,,Fecha de invitación,1.4271916151046753,40767691,Date of observation,LOINC,Measurement,S,0,7,Clinical Observation,64991-3,20110427,20991231,
EXT_MUCO,Ext. Musc. Elbow,1,,Ext. Musc. Codo,0.9560765027999878,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
