cod_presfarma,Frequency.1,codes,spanish description,english description,comment
3838,1,16061,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 35 MM 700 ML / 30 BOLSAS COLOSTOMIA + 30 PLACAS,,
4454,1,24473,"DEXAMETASONA 0,75 MG /  CAPSULAS",,
2771,1,16019,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 30 MM 350 ML / 30 BOLSAS COLOSTOMIA,,
9889,1,9205,CITARABINA 50 MG / 1 VIAL,,
4627,1,1062,TOCOFEROL 50 MG / 20 CAPSULAS,,
8757,1,17892,PANGRAMIN PLUS MANTENIMIENTO (4 VIALES B),,
3982,1,16301,APOSITOS B OSTOM ARO RES SINT MIC C-ESP 19-25 MM 35 MM / 5 APOSITOS B OSTOMIA,,
5979,1,17618,"APIXABAN 2,5 MG / 60 COMPRIMIDOS RECUBIERTOS CON PELICULA",,
6087,1,16989,"HIDROCORTISONA + NEOMICINA (25/3,5 MG) / 1 POMADA DE 5 G (NO FINANCIABLE)",,
3381,1,402,BOLSAS KARAYA ADHESIVO MICROPORO Y FILTRO 29 MM 700 ML / 30 BOLSAS COLOSTOMIA,,
6915,1,24789,ACETILSALICILICO ACIDO 10 MG EN 1 ML / 1 SUSPENSION,,
6806,1,4196,CEFIXIMA 200 MG / 12 CAPSULAS,,
7606,1,9334,SODIO CLORURO 0.9 %  50 ML / 1 BOLSAS PARA PERFUSION DE 50 ML,,
9096,1,18325,"METOTREXATO 7,5 MG / 1 JERINGA PRECARGADA (FRACCIONADO - DISPENSACIÓN EN CENTROS SANITARIOS)",,
5311,1,875,"PLANTAGO OVATA 3,5 G / 30 SOBRES EFERVESCENTES",,
7215,1,3332,MESTEROLONA 25 MG / 20 COMPRIMIDOS,,
8041,1,11087,CASSIA ANGUSTIFOLIA  25 MG/100 G / 1 POLVO EFERVESCENTE DE 100 G (NO FINANCIABLE),,
9725,1,18453,ALERGORAL SUBLINGUAL CONTINUACION 1 FRASCO DE 5 ML,,
2170,1,17726,APOSITO DE HIDROCOLOIDE EXTRAFINO CON VASELINA 15 X 15 / 3 APOSITOS,,
3572,1,8001,"AMOXICILINA + CLAVULANICO (100/12,5)MG EN 1 ML / SUSP ORAL DE 120 ML",,
1816,1,25270,TACROLIMUS 4 MG / 30 COMPRIMIDOS DE LIBERACION GRADUAL,,
5214,1,8209,ACETILSALICILICO ACIDO 250 MG / 30 COMPRIMIDOS,,
4816,1,7984,"ALPRAZOLAM 0,5 MG (RETARD) / 30 COMPRIMIDOS LIBERACION RETARDADA",,
4842,1,11433,"SODIO CLORURO 0,9% (0,9 G EN 100 ML) / 1 GOTAS NASALES EN SOLUCION DE 50 ML (NO FINANCIABLE)",,
5681,1,9159,MODULOS PROTEINA ENTERA / 6 BOTE DE 400 G,,
6706,1,16336,CREMA HIDRATANTE CORPORAL  / 1 CREMA DE 30 ML (NO FINANCIABLE),,
9832,1,4069,CEFAZOLINA 1000 MG EN 10 ML / 1 VIAL DE 10 ML,,
8714,1,3149,DIFLUCORTOLONA 0.3% (3 MG EN 1 G) / POMADA DE 30 G (NO FINANCIABLE),,
6002,1,15654,BOLSAS UROST RES SINT ADH  MIC 25 MM 500 ML / 30 BOLSAS UROSTOMIA,,
6783,1,3141,"FLUOCINOLONA  0,01% (0,1 MG/ 1 G) / 1 CREMA DE 60 G (NO FINANCIABLE)",,
8645,1,4170,CEFTRIAXONA 2000 MG EN 40 ML / 1 VIAL DE 40 ML,,
10251,1,9977,CEFAZOLINA 2000 MG EN 50 ML / 1 VIAL DE 50 ML,,
3558,1,3627,METILPREDNISOLONA 8 MG EN 2 ML / 1 AMPOLLAS DE 2 ML,,
9333,1,17312,ESPECIALES (DM) HIPERPROTEICAS/ 36 BOTELLA DE 200 ML,,
5733,1,5036,TAMOXIFENO 20 MG / 60 COMPRIMIDOS,,
8685,1,11171,ACETILSALICILICO ACIDO + CAFEINA (500/20) MG / 10 SOBRES (NO FINANCIABLE),,
4174,1,68,GASA ESTERIL ALGODON HIDROFILO COMPRESA / 100 COMPRESA,,
3116,1,12631,SOLUCION ELECTROLITICA ISOTÓNICA  / 3 BRICKS DE 200 ML ( NO FINANCIABLE),,
5876,1,24642,EMPAGLIFLOZINA 10 MG / 30 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
2118,1,23284,VALSARTAN 40 MG / 14 COMPRIMIDO BUCODISPERSABLE,,
9224,1,14520,CANAKINUMAB 150 MG EN 1 ML / 1 VIAL DE 1 ML,,
1748,1,15333,LACTOBACILLUS REUTERI 100 MILLONES UI / 10 COMPRIMIDOS (NO FINANCIABLE),,
7298,1,11335,CLORHEXIDINA + BENZOCAINA (3/2) MG  / 24 PASTILLAS (NO FINANCIABLE),,
8235,1,22277,FLUPENTIXOL 10 MG / 30 COMPRIMIDOS RECUBIERTOS (EXTRANJERO),,
4514,1,16644,"UREA + LANOLINA + AC SALICILICO + ALANTOINA + ACETONIDO TRIAMCINOLONA (15/4/2/2/0,1)% / 1 EMULSION",,
7744,1,16865,IBUPROFENO 400 MG / 1 COMPRIMIDO RECUBIERTO (UNIDOSIS) (NO FINANCIABLE),,
2931,1,22604,AMOXICILINA 1000 MG / 30 COMPRIMIDOS DISPERSABLES,,
4149,1,16105,BOLSAS SISTEMA DOBLE PLACA C-ESP 10-45 MM 390 ML / 30 BOLSAS COLOSTOMIA + 7 PLACAS,,
8726,1,22177,"ALERVACCINE DEPOT INICIACION PAUTA RAPIDA (2,3)",,
10079,1,18390,FACTOR VIII + FACTOR VON WILLEBRAND (1000/1200)UI / 1 VIAL POLVO O LIOFILIZADO + JERINGA DISOLVENTE DE 10 ML,,
7396,1,8261,VORICONAZOL 50 MG / 56 COMPRIMIDOS,,
2763,1,5168,INDOMETACINA 25 MG / 20 CAPSULAS,,
5469,1,5942,METAMIZOL 2000 MG EN 5 ML / 6 AMPOLLAS DE 5 ML,,
7802,1,18323,ACIDO PARAMINOSALICILICO (PAS) 6000 MG /  SOBRES,,
9169,1,24324,RUXOLITINIB 5 MG / 56 COMPRIMIDOS,,
4659,1,2752,IRBESARTAN 150 MG / 28 COMPRIMIDOS,,
10167,1,5025,"LEUPRORELINA 22,5 MG EN 1 ML / 1 VIAL DE 1 ML",,
3984,1,6078,FENOBARBITAL 50 MG / 30 COMPRIMIDOS,,
8470,1,18242,COMPRESA DE CELULOSA INCONTINENCIA LEVE FEMENINA / 120 COMPRESA (SOLO CON AUTORIZACIÓN - DISPENSACION EN CENTROS SANITARIOS),,
9572,1,10687,ACIDO IBANDRONICO 3 MG EN 3 ML / 1 JERINGA PRECARGADA DE 3 ML,,
6291,1,15629,BOLSAS ILEOST SISTEMA DOBLE PLACA 55 MM 780 ML / 30 BOLSA ILEOSTOMIA + 10 PLACAS,,
7832,1,8986,TEMOZOLOMIDA 250 MG / 5 CAPSULAS,,
3455,1,720,PANTOPRAZOL 40 MG / 28 COMPRIMIDOS,,
4763,1,16020,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 30 MM 440 ML / 30 BOLSAS COLOSTOMIA,,
7498,1,18556,APOSITO DE CARBON  10X10 CM  / 20  APOSITOS (DISPENSACIÓN EN CENTROS SANITARIOS),,
2064,1,7226,NALTREXONA 50 MG / 14 COMPRIMIDOS,,
8630,1,7660,RITONAVIR + LOPINAVIR (100/400)MG EN 5 ML / 5 FRASCOS SOL ORAL DE 60 ML,,
6458,1,6788,FLUTICASONA 100 MCG EN 1 CAPSULA / 1 INHALADOR DE 60 CAPSULAS,,
6276,1,2740,TRANDOLAPRIL + VERAPAMILO (2/180)  MG/ 28 CAPSULAS LIBERACION RETARDADA,,
2889,1,17171,"INDOMETACINA 12,5 MG /  CAPSULAS",,
4285,1,22682,AMOXICILINA 250 MG / 30 SOBRES (GRANULADO/POLVO),,
6234,1,15537,SONDA VESICAL SILICONA 24 CH / 10 SONDA,,
5752,1,9448,MORFINA 20 MG EN 1 ML / 1 SOLUCION GOTAS DE 100 ML,,
4122,1,11365,DEXTROMETORFANO 10 MG EN 5 ML / 1 JARABE DE 125 ML (NO FINANCIABLE),,
8752,1,14478,ADHESIVO PROTESIS DENTAL / 1 CREMA DE 40 ML (NO FINANCIABLE),,
2785,1,24006,MODULOS ESPESANTES / 6 BOTE DE 400 G,,
9949,1,11861,"PROTEINA CRM 197 DIFTERIA + ANTIGENO OLIGOSACARIDO MENINGOCOCO GRUPO C 1 UD EN 0,5 ML / 1 JERINGA PRECARGADA DE 0,5 ML",,
5394,1,14440,"PARACETAMOL + TRAMADOL (325/37,5) MG / 20 COMPRIMIDOS EFERVESCENTES",,
4588,1,7065,"GENTAMICINA 0,3% (3 MG EN 1 G) / 1 POMADA OFTALMICA DE 5 G",,
7794,1,18558,APOSITO DE ESPUMA POLIURETANO 20 X 20CM  / 5 APOSITOS  (DISPENSACIÓN EN CENTROS SANITARIOS),,
9785,1,2314,FUROSEMIDA 250 MG EN 25 ML / 4 AMPOLLAS DE 25 ML,,
4254,1,16004,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 15-55 MM 550 ML / 30 BOLSAS COLOSTOMIA + 30 PLACAS,,
7023,1,14256,OSELTAMIVIR 30 MG / 10 CAPSULAS (NO FINANCIABLE),,
7567,1,7673,HIERRO 100 MG EN 5 ML / 5 AMPOLLAS DE 5 ML,,
6461,1,8471,PAROXETINA 20 MG / 56 COMPRIMIDOS,,
3274,1,5833,TRAMADOL 100 MG EN 1 ML / 1 FRASCO SOL GOTAS DE 10 ML,,
7620,1,18672,APOSITO DE ESPUMA POLIURETANO CON BORDE 15X15CM  / 10 APOSITOS,,
9132,1,5065,LENOGRASTIM 263 MCG DE 1 ML / 1 VIAL EN 1 ML,,
10001,1,15159,"MERCAPTOPURINA 25 MG / 0,5 COMPRIMIDOS",,
8609,1,12477,STALORAL 300 RAPID INICIO  PAUTA ULTRARÁPIDA,,
6135,1,2741,"LOSARTAN 12,5 MG / 7 COMPRIMIDOS RECUBIERTOS",,
7341,1,22296,NEVIRAPINA 400 MG / 30 COMPRIMIDOS DE LIBERACION GRADUAL,,
10084,1,18668,MIDAZOLAM 10 MG EN 2 ML / 4 JERINGA PRECARGADA DE 2 ML (EXTRANJERO),,
3556,1,1225,"NADROPARINA 3800 UI EN 0,4 ML / 2 JERINGA PRECARGADA DE 0,4 ML",,
7338,1,18037,APOSITO DE ESPUMA POLIURETANO CON BORDE TALON / 5 APOSITOS (DISPENSACIÓN EN CENTROS SANITARIOS),,
2178,1,9372,BENAZEPRIL + HIDROCLOROTIAZIDA (20/25) MG / 28 COMPRIMIDOS RECUBIERTOS,,
4196,1,2254,METILDOPA 250 MG / 60 COMPRIMIDOS,,
8824,1,25061,"ALLERGOVAC SUBLINGUAL PLUS VIALES 3,3,3",,
7408,1,716,PANTOPRAZOL 40 MG EN 10 ML / 1 VIAL DE 10 ML,,
1664,1,15525,TACROLIMUS 5 MG / 30 CAPSULAS DURAS LIBERACION PROLONGADA,,
3518,1,22673,AMOXICILINA 500 MG / 30 SOBRES (GRANULADO/POLVO),,
3653,1,11296,CALAMINA / 1 FRASCO DE 50 G (NO FINANCIABLE),,
1675,1,8027,"BEMIPARINA 5000 UI EN 0,2 ML / 30 JERINGA PRECARGADA DE 0,2 ML",,
6673,1,23712,SUPLEMENTOS ALIMENTICIOS / 30 CAPSULAS (NO FINANCIABLE),,
6512,1,16085,BOLSAS SISTEMA DOBLE PLACA 13-55 MM 550 ML / 30 BOLSAS COLOSTOMIA + 7 PLACAS,,
8273,1,8556,"PEGFILGRASTIM 6 MG EN 0,6 ML / 1 JERINGA PRECARGADA DE 0,6 ML",,
3112,1,11940,PARACETAMOL 650 MG / 20 COMPRIMIDOS EFERVESCENTES,,
1670,1,16285,APOSITOS B OSTOM ARO RES SINT <41 MM 60 MM / 5 APOSITOS B OSTOMIA,,
1780,1,24085,COMPLETA POLIMERICA HIPERPROTEICA HIPERCALORICA CON FIBRA / 32 BOTELLA DE 200 ML,,
9571,1,10550,ALERVACCINE POLIMERIZADO UNIDOSIS CONTINUACION (2 JERINGAS),,
7547,1,10605,ETANERCEPT 50 MG EN 1 ML / 4 JERINGA DE 1 ML,,
7560,1,22431,SACCHAROMYCES BOULARDII  / 20 CAPSULAS ( NO FINANCIABLE),,
7791,1,10551,"ALXOID INICIO (A,B)",,
9198,1,10988,NORELGESTROMINA + ETINILESTRADIOL (6MG/750MCG) / 18 PARCHE TRANSDERMICO (NO FINANCIABLE),,
6817,1,22530,LACTOBACILLUS ACIDOPHILUS 10000 MILLONES GERMENES / 10 CAPSULAS (NO FINANCIABLE),,
6880,1,10084,"CARBOMER 2,5 MG /1 G / GEL OFTALMICO 30 MONODOSIS DE 0,5G (NO FINANCIABLE)",,
4242,1,7031,KETOTIFENO 1 MG / 30 COMPRIMIDOS,,
5323,1,7035,MIZOLASTINA 10 MG / 20 COMPRIMIDOS,,
3079,1,11489,AMLODIPINO 5 MG / 28 COMPRIMIDOS,,
8288,1,18272,PHARMALGEN INICIO PAUTA SEMIRRAPIDA,,
9244,1,4738,LAMIVUDINA 150 MG / 60 COMPRIMIDOS,,
9028,1,17651,ALERVACCINE GOTAS SUBLINGUAL CONTINUACION (3 VIALES),,
5504,1,21883,CIPROHEPTADINA 3 MG EN 5 ML / 1 SOLUCION ORAL DE 150 ML (NO FINANCIABLE),,
6470,1,24525,COLECALCIFEROL 800 UI / 30 COMPRIMIDOS (NO FINANCIABLE),,
2348,1,17636,"ISOTRETINOINA+ERITROMICINA (0,05%/2%)  / 1 GEL DE 30 G ( NO FINANACIABLE)",,
2392,1,6026,PARACETAMOL + CODEINA + ASCORBICO (650/10/500) MG MG / 20 SOBRES,,
2532,1,17423,TOCOFEROL / 1 SPRAY DE 100 ML (NO FINANCIABLE),,
7811,1,22750,"CISTITUSVAC VACUNA BACTERIANA INDIVIDUALIZADA GOTAS (A, A)",,
2372,1,1104,CALCIO CARBONATO + COLECALCIFEROL (1250MG (500MG CA)/400UI)  / 30 COMPRIMIDOS MASTICABLES,,
9487,1,6024,"PARACETAMOL + CODEINA (650/21,6)MG / 8 SUPOSITORIOS",,
2893,1,12603,SOLUCION ELECTROLITICA ISOTÓNICA 1 UD EN 200 ML / 3 BRICKS DE 200 ML (NO FINANCIABLE),,
6116,1,15995,BOLSAS RESINA SINTETICA  FILTRO 30 MM / 30 CUBRESTOMA,,
3664,1,15786,BOLSAS UROST SIST DOBLE PLAC C-ESP 10-55 MM 500 ML / 30 BOLSAS UROSTOMIA + 7 PLACAS,,
3468,1,16931,"ETINILESTRADIOL + DROSPIRENONA (0,03/3)MG / 28 COMPRIMIDOS RECUBIERTOS CON PELICULA (NO FINANCIABLE)",,
8639,1,11372,BENZOCAINA 3% (30 MG/1 G) / 1 CREMA DE 30 G (NO FINANCIABLE),,
4381,1,16278,APOSITOS B OSTOM ARO RES SINT 10-55 MM 60 MM / 5 APOSITOS B OSTOMIA,,
3440,1,17525,"OLANZAPINA 2,5 MG / 28 CAPSULAS DURAS",,
6392,1,24466,CLORURO SODICO + HIALURONATO DE SODIO  / 1 SOLUCION DE 20 ML (NO FINANCIABLE),,
6566,1,21785,TOALLITA HIGIENE OCULAR  / 10 TOALLITAS (NO FINANCIABLE),,
3688,1,6351,CLOBAZAM 10 MG / 20 COMPRIMIDOS,,
4223,1,6456,IMIPRAMINA 25 MG / 50 GRAGEAS,,
6927,1,11219,"CARBOMERO 0,3% ( 3 MG / 1 G ) /  GEL OFTALMICO DE 10 G (NO FINANCIABLE)",,
6619,1,8452,TROXERUTINA 1000 MG / 30 SOBRES SABOR NARANJA (NO FINANCIABLE),,
3573,1,15394,CANULA TRAQUEOTOMIA FENESTRADA TALLA 7 / 3 CANULA,,
6759,1,12729,PREDNISONA 5 MG / 30 COMPRIMIDOS (NO FINANCIABLE),,
8526,1,9535,"EVEROLIMUS 0,5 MG / 60 COMPRIMIDOS",,
9157,1,15384,PARCHES OCULARES PEQUEÑOS 6.0 X 5.0 / 10 PARCHES OCULARES,,
5765,1,10128,ANTIGENO SUPERFICIE HEPATITIS B 10 MCG EN 1 ML / 1 JERINGA PRECARGADA DE 1 ML,,
1974,1,8041,TELITROMICINA 400 MG / 10 COMPRIMIDOS RECUBIERTOS,,
5068,1,11407,OXIMETAZOLINA  / 1 SPRAY DE 15 ML (NO FINANCIABLE),,
5572,1,11215,DIFENHIDRAMINA 2% (20 MG/ 1 G) / 1 CREMA DE 30 G (NO FINANCIABLE),,
3560,1,8128,"OXITETRACICLINA + HIDROCORTISONA (30MG/10UI) EN 1 G / 1 POMADA DE 4,7 G (NO FINANCIABLE)",,
6076,1,5009,MEGESTROL 160 MG / 30 COMPRIMIDOS,,
8684,1,18587,HIPOBAC EUROFAR INICIO 2 FRASCOS VIA NASO-FARINGEA,,
2700,1,119,ESPARADRAPO HIPOALERGICO 10 X 10 / 1 ESPARADRAPO,,
8462,1,24334,POSACONAZOL 100 MG / 24 COMPRIMIDOS ENTERICOS,,
4628,1,12463,OMEPRAZOL 2 MG EN 1 ML / SUSPENSION,,
4788,1,24892,BRINZOLAMIDA + BRIMONIDINA 10/2 MG/ML / 1 COLIRIO EN SUSPENSION DE 5 ML,,
6981,1,12372,SILDENAFILO 50 MG / 2 COMPRIMIDOS,,
8794,1,18035,"SISTEMA FIJACION VIAS PERIFERICAS 7X8,5 / 100 APOSITOS (DISPENSACIÓN EN CENTROS SANITARIOS)",,
7836,1,23129,ABSORBENTE INC ORINA SUP-NOC ANAT TALLA UNICA / 80 ABSORBENTE (SOLO CON AUTORIZACIÓN - DISPENSACION EN CENTROS SANITARIOS),,
2455,1,14446,FENTANILO 200 MCG / 4 COMPRIMIDO BUCAL,,
5974,1,6831,BAMBUTEROL 10 MG / 30 COMPRIMIDOS,,
1640,1,2393,"DIHIDROERGOCRISTINA + PIRACETAM (1,87MG/1G)  EN 5 ML / 1 FRASCOS SOL  DE 180 ML (NO FINANCIABLE)",,
2258,1,25233,"CLOBETASOL PROPIONATO 0,05%  / 1 EMULSION",,
1793,1,7188,"POLIVINILICO ALCOHOL 1,4% (14 MG/1 ML)  / 1 COLIRIO DE 15 ML (NO FINANCIABLE)",,
3619,1,17696,APOSITO DE HIDROCOLOIDE 10 X 10 / 3 APOSITOS,,
8309,1,300,COLECTOR ORINA C-T  (CON TIRA) 30 MM / 10 COLECTOR,,
9613,1,12490,PROTIONAMIDA 250 MG / 100 GRAGEAS (EXTRANJERO),,
1818,1,5657,MEPIVACAINA 40 MG EN 2 ML / 1 AMPOLLAS DE 2 ML,,
4026,1,24532,"PRAMIPEXOL 2,62 MG / 30 COMPRIMIDOS DE LIBERACION GRADUAL",,
6260,1,15080,"SELENIO SULFATO 2,5 G EN 100 ML / 1 FRASCO SOL/SUSP GOTAS DE 100 ML (NO FINANCIABLE)",,
4478,1,9748,TROXERUTINA 100 MG EN 1 ML / 1 SOLUCION DE 200 ML (NO FINANCIABLE),,
8026,1,4146,CEFOTAXIMA IV 500 MG EN 2 ML / 1 VIAL DE 2 ML,,
8973,1,24951,ALLERGOVAC POLIPLUS INICIO 1 VIAL 3 (PAUTA 1 DIA),,
8321,1,23056,ABSORBENTE INC ORINA NOCHE ELAST ANAT TALLA PEQUEÑA / 80 ABSORBENTE (DISPENSACION CENTROS SANITARIOS),,
8891,1,16960,NAPROXENO 200 MG / 12 COMPRIMIDOS (NO FINANCIABLE),,
7546,1,8010,SOMATROPINA 2 MG EN 1 ML / 1 CARTUCHO DE 3 ML,,
3301,1,7607,"ENOXAPARINA 12000 UI EN 0,8 ML / 10 JERINGA DE 0,8 ML",,
4309,1,22958,FLUOXETINA 20 MG / 28 CAPSULAS (NO FINANCIABLE),,
2641,1,11277,IBUPROFENO 5% (50 MG EN 1 G) / 1 GEL DE 50 G (NO FINANCIABLE),,
2191,1,22593,"AMOXICILINA + CLAVULANICO 250/62,5 MG / 30 SOBRES",,
5640,1,6014,PARACETAMOL + CODEINA (300/15)MG / 20 CAPSULAS,,
2583,1,8024,"BEMIPARINA 10000 UI EN 0,4 ML / 10 JERINGA PRECARGADA DE 0,4 ML",,
7442,1,1422,"EPOETINA ALFA 8000 UI EN 0,8 ML / 6 JERINGA DE 0,8 ML",,
4211,1,6723,MOMETASONA 50 MCG EN 1 PULVERIZACION / 1 SPRAY DE 140 PULVERIZACIONES NASALES,,
5837,1,4330,MIDECAMICINA 900 MG / 12 SOBRES,,
6070,1,23715,"ACIDO RETINOICO + BETAMETASONA DIPROPIONATO + ACIDO SALICILICO +  UREA (0,1/0,5/0.5/10)% / 1 EMULSION ( NO FINANCIABLE)",,
2443,1,918,SALES PARA REHIDRATACION ORAL HIPOSODICA ( GLUCOSA 2 G EN 100 ML) / 5 SOBRES,,
1878,1,16089,BOLSAS SISTEMA DOBLE 57 MM 700 ML / 30 BOLSAS COLOSTOMIA,,
7209,1,3268,CLOTRIMAZOL 2% (20 MG/ 1 G) / 1 CREMA VAGINAL DE 20 G,,
7346,1,18468,"ALERGOPOL ALERGOIDE POLIMERIZADO INICIO (0,1,2,3)",,
8174,1,8643,GABAPENTINA 400 MG / 500 CAPSULAS,,
7327,1,25146,COMPRESA TOCOLOGICA DE CELULOSA (11 X 31) CM / 180 COMPRESA (SUMINISTRO SUPRO ANEXO II),,
4017,1,8364,SEVELAMERO 800 MG / 180 COMPRIMIDOS,,
7159,1,15791,"URIDINA TRIFOSFATO 1,33 MG / 30 CAPSULAS (NO FINANCIABLE)",,
6284,1,16101,BOLSAS SISTEMA DOBLE PLACA C-ESP 10-35 MM 410 ML / 30 BOLSAS COLOSTOMIA + 7 PLACAS,,
8056,1,14191,SONDA VESICAL BAJA FRICCION NELATÓN MUJER 10 CH / 30 SONDA,,
8808,1,23731,CAMARA INHALACION + MASCARILLA NEONATOS / 1 CAMARA INHALACION (NO FINANCIABLE),,
2615,1,16381,VASELINA SALICILICA 6% / POMADA,,
1976,1,7705,AMOXICILINA 1000 MG / 24 COMPRIMIDOS,,
5390,1,9199,OLMESARTAN 40 MG / 28 COMPRIMIDOS,,
9203,1,18225,BACTEK / AUTOVACUNA SUBLINGUAL SPRAY DILUIDA 25% (2 FRASCOS),,
4799,1,6674,TINIDAZOL 500 MG / 4 COMPRIMIDOS,,
6757,1,15620,BOLSAS ILEOST KARAYA ADHESIVO MICROPORO 29 MM 900 ML / 30 BOLSA ILEOSTOMIA,,
8466,1,12556,LECHE Y FORMULAS PARA LACTANTES DESDE EL PRIMER DIA / 1 BRIK DE 500 ML (NO FINANCIABLE),,
6115,1,12685,ACETILCISTEINA 100 MG / 30 SOBRES (NO FINANCIABLE),,
5180,1,199,SONDA VESICAL NELATON 16 CH / 1 SONDA,,
3059,1,7938,FENTANILO 800 MCG / 3 COMPRIMIDOS,,
7819,1,12184,BARIO SULFATO 97.4% (97.4 G/100 G) / 1 ENEMA DE 570G (NO FINANCIABLE),,
8344,1,16410,RITONAVIR 100 MG / 30 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
8904,1,9601,"FOLITROPINA BETA 900 UI EN 1,08 ML / 1 CARTUCHO DE 1,08 ML",,
8945,1,23199,CRIZOTINIB 250 MG / 60 CAPSULAS DURAS,,
4947,1,16643,"UREA + ACETONIDO TRIAMCINOLONA (15/0,2)% / 1 EMULSION",,
6662,1,158,SONDA VESICAL LATEX 22 CH / 1 SONDA,,
9722,1,18365,NEOVACCINE BACTERIANA NASAL 2 VIALES B,,
8813,1,12481,TOCILIZUMAB 20 MG/ ML / 1 VIAL (LIQUIDO) DE 4 ML,,
6425,1,11089,SIMETICONA + LOPERAMIDA  (125/2) MG / 12 COMPRIMIDOS MASTICABLES (NO FINANCIABLE),,
4399,1,16895,FOSFATO MONOSÓDICO 1 G /  SOBRE,,
9803,1,23841,ROXULITINIB 20 MG / 56 COMPRIMIDOS (EXTRANJERO),,
2701,1,734,SUCRALFATO 1000 MG / 100 COMPRIMIDOS,,
4952,1,16203,MODULOS DE VITAMINAS Y MINERALES / 30 COMPRIMIDOS EFERVESCENTES (NO FINANCIABLE),,
9935,1,11388,DOCUSATO + CASANTRANOL + CARMELOSA (60/20/400)MG  / 30 SOBRES (NO FINANCIABLE),,
4427,1,2502,METOPROLOL 100 MG / 40 COMPRIMIDOS,,
4851,1,3660,PREDNISONA 5 MG / 30 COMPRIMIDOS,,
8548,1,18175,OXIDO DE ZINC 30% / 1 CREMA DE 90G (DISPENSACION EN CENTROS SANITARIOS),,
2471,1,16007,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 15-70 MM 470 ML / 30 BOLSAS COLOSTOMIA + 30 PLACAS,,
4402,1,12594,"PERMETRINA1,5% / 1 CHAMPU DE 125 ML(NO FINANCIABLE)",,
2156,1,9536,"EVEROLIMUS 0,75 MG / 60 COMPRIMIDOS",,
3631,1,1200,"DALTEPARINA 18000 UI EN 0,72 ML / 5 JERINGA DE 0,72 ML",,
1959,1,23118,SILDENAFILO 50 MG / 8 COMPRIMIDO BUCODISPERSABLE,,
8447,1,22158,DIATER BACTERIANA / AUTOVACUNA SUBLINGUAL SPRAY (2 VIALES),,
8602,1,25427,BUPRENORFINA 20 MG (35MCG/H) / 10 PARCHE TRANSDERMICO (72 HORAS),,
1953,1,5930,METAMIZOL 500 MG / 12 CAPSULAS,,
8823,1,18739,"DIATER ALT A 1 CONTINUACION T2 (4,4,4)",,
8032,1,5029,"GOSERELINA 3,6 MG EN 1 ML / 1 JERINGA PRECARGADA DE 1 ML",,
5013,1,12286,MODULOS ESPESANTES / 6 BOTE DE 300 G,,
9135,1,9115,ATAZANAVIR 200 MG / 60 CAPSULAS,,
9504,1,6526,MOCLOBEMIDA 150 MG / 100 COMPRIMIDOS,,
10237,1,8870,COMPLETAS POLIMÉRICAS HIPERPROTEICA 1 UD EN 125 G / 24 BOTE DE 125 G (NO FINANCIABLE),,
8992,1,15131,"SODIO CLORURO 0,9 G EN 100 ML / 1 BOLSAS PVC PARA PERFUSION DE 100 ML",,
7243,1,10696,BOLSAS UROST RES SINT ADH MIC CONVEXA 15-25 MM 500 ML / 10 BOLSAS UROSTOMIA,,
1907,1,16938,PITAVASTATINA 2 MG / 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
9048,1,10948,IBUPROFENO 200 MG / 16 COMPRIMIDOS RECUBIERTOS (NO FINANCIABLE),,
9643,1,14862,CREMA HIDRATANTE FACIAL / 1 CREMA CUTANEA DE 60 ML (NO FINANCIABLE),,
2141,1,6316,CLORAZEPATO DIPOTASICO 15 MG / 20 CAPSULAS,,
3068,1,15779,BOLSAS UROST SIST DOBLE PLAC C-ESP <25 MM 500 ML / 30 BOLSAS UROSTOMIA + 7 PLACAS,,
2301,1,5449,FEPRADINOL 6% (60 MG/ 1 ML) / 1 AEROSOL DE 75 ML (NO FINANCIABLE),,
1680,1,23564,ALCOHOL ISOPROPILICO  / 1 SPRAY DE 30 ML (NO FINANCIABLE),,
5709,1,17677,APOSITO DE ESPUMA POLIURETANO CON VASELINA 15 X 15 / 3 APOSITOS,,
8853,1,22758,HIALURONICO ACIDO -CONDROITIN (800 MG/ 50 ML) / 1 JERINGA PRECARGADA DE 50 ML,,
7502,1,11278,ZINC PIRITIONATO 1% / 1 SOLUCION DE 125 ML (NO FINANCIABLE),,
5566,1,2770,SIMVASTATINA 20 MG / 28 COMPRIMIDOS,,
4241,1,14428,ATORVASTATINA 40 MG / 200 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
4702,1,5932,METAMIZOL 500 MG / 20 CAPSULAS,,
9565,1,10476,BELTAVAC DEPOT PLUS CONTINUACION (1 VIAL),,
8427,1,10572,BELTAVAC POLIMERIZADO CONTINUACION (1 VIAL),,
4352,1,9157,LANSOPRAZOL 30 MG / 28 COMPRIMIDOS BUCODISPERSABLES,,
