cod_atc4,Frequency.7,codes,spanish description,english description,comment
01C02,1,2020,ALGODON ZIG ZAG MEZCLA,,
N05BX,1,2576,OTROS ANSIOLITICOS,,
C05AX,1,2312,OTROS ANTIHEMORROIDALES DE USO TOPICO,,
D07BA,1,2370,CORTICOSTEROIDES DEBILES+ANTISEPTICO (DERMATOLOG),,
C09DX,1,2334,"ANTAGONISTAS DE LA ANGIOTENSINA II, OTRAS COMBINACIONES",,
05F00,1,2039,CANULA TRAQUEOT-LARING SILICONA,,
Y100Y,1,2801,VISADO CON 75 PTAS APORTACION FIJA,,
N01BB,1,2537,AMIDAS (ANESTESICOS LOCALES),,
A10BB,1,2230,SULFONILUREAS (ANTIDIABETICOS ORALES),,
S01AD,1,2643,ANTIVIRALES (OFTALMOLOGICOS),,
B01AA,1,2263,ANTAGONISTAS DE LA VITAMINA K,,
C07BB,1,2321,BETABLOQUEANTES SELECTIVOS ASOC. A TIAZIDAS,,
S01HA,1,2661,ANESTESICOS LOCALES (OFTALMICOS),,
J07AP,1,2491,VACUNAS CONTRA FIEBRES TIFOIDEAS,,
9CPHI,1,2150,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS HIPOCALORICAS,,
05A00,1,2036,CANULA TRAQUEOTOMIA,,
A11JB,1,2247,VITAMINAS CON MINERALES,,
L04AB,1,2711,AGENTES INMUNOSUPRESORES SELECTIVOS,,
25A05,1,2096,BOLSAS COLOST KAR FIL,,
J07AL,1,2489,VACUNAS CONTRA NEUMOCOCO,,
R03DX,1,2627,OTROS ANTIASMATICOS DE USO SISTEMICO,,
N06DX,1,2590,OTROS MEDICAMENTOS CONTRA LA DEMENCIA,,
D05BX,1,2360,OTROS ANTIPSORIASICOS DE USO SISTEMICO,,
A16AB,1,2758,ENZIMAS (APARAT. DIGESTIVO Y METABOLISMO),,
M09AX,1,2535,OTROS MEDICAMENTOS PARA SISTEMA MUSCULO-ESQUELETIC,,
J05AX,1,2729,OTROS ANTIVIRALES (SISTEMICOS),,
03A03,1,2026,VENDA DE GASA HIDROFILA CAMBRIC,,
A12BA,1,2251,POTASIO,,
D07XA,1,2376,CORTICOSTEROIDES DEBILES+OTRAS SUSTANCIAS (DERMAT),,
A13AA,1,2256,TÓNICOS,,
06D00,1,2044,SONDA GASTRICA,,
A07EA,1,2219,CORTICOSTEROIDES DE ACCIÓN LOCAL,,
J01XD,1,2732,ANTIBACTERIANOS IMIDAZOLICOS (ANTIINFEC.SISTEMICOS,,
05F01,1,2040,CANULA TRAQUEOT-LARING SILICONA FENESTRADA,,
B01AX,1,2269,OTROS ANTITROMBOTICOS,,
M01CB,1,2757,PREPARADOS DE ORO (ANTIREUMATICOS),,
S03CA,1,2669,CORTICOSTEROIDES Y ANTIINFEC. EN ASOC.(OFTAL/OTOL),,
B03AC,1,2749,HIERRO TRIVALENTE PARENTERAL (ANTIANEMICOS),,
03B01,1,2030,VENDA ELASTICA,,
A02AF,1,2189,ANTIACIDOS CON CARMINATIVOS,,
C03AA,1,2299,TIAZIDAS SOLAS (DIURETICOS),,
D11AH,1,2395,"AGENTES PARA EL TRATAMIENTO DE LA DERMATITIS ATOPICA, EXCLUYENDO CORTICOSTEROIDES",,
A02BX,1,2195,OTROS ANTIULCERA PEPTICA,,
M01AX,1,2519,OTROS ANTIINFLAMATORIOS Y ANTIREUMAT. NO ESTREOID.,,
B03AA,1,2274,HIERRO BIVALENTE ORAL (ANTIANEMICOS),,
S01BC,1,2647,ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS),,
R03CA,1,2623,AGONISTAS ALFA Y BETA ADRENERGICOS (ANTIASMATICOS USO SISTEMICO),,
L01DB,1,2726,ANTRACICLINAS Y SUSTANCIAS RELACIONADAS(ANTINEOPL),,
03B03,1,2032,VENDAJE TUBULAR Y MALLAS SUJECCION DE CURAS,,
9AEAG,1,2143,"FORMULAS EXENTAS DE ISOLEUCINA, LEUCINA Y VALINA.",,
9MHID,1,2161,MODULOS HIDROCARBONADOS,,
D11AE,1,2393,ANDROGENOS PARA USO TOPICO,,
N02AJ,1,2542,OPIOIDES COMBINADOS CON OTROS ANALGESICOS,,
S01KA,1,2663,SUSTANCIAS VISCOELASTICAS (OFTALMICOS),,
A07BA,1,2216,PREPARADOS CON CARBÓN,,
G02CX,1,2409,OTROS PREPARADOS GINECOLOGICOS,,
M02AB,1,2524,PREPARADOS CON CÁPSICUM Y AGENTES SIMILARES,,
H03BA,1,2709,TIOURACILOS (ANTITIROIDEOS),,
A11AB,1,2237,OTRAS COMBINACIONES DE MULTIVITAMINAS,,
J05AC,1,2482,AMINAS CICLICAS (ANTIVIRALES),,
D04AX,1,2354,OTROS ANTIPRURIGINOSOS,,
B02AA,1,2270,AMINOACIDOS (ANTIHEMORRAGICOS),,
9X050,1,2176,BEBIDAS ISOTONICAS (APORTE DE ELECTROLITOS),,
C10BX,1,2341,"INHIBIDORES DE LA HMG-COA REDUCTASA, COMBINACIONES",,
A08AA,1,2794,PRODUCTOS ANTIOBESIDAD DE ACCION SOBRE EL SNC,,
N05AB,1,2564,FENOTIAZINAS PIPERAZINICAS (ANTIPSICOTICOS),,
A10BF,1,2232,INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABET. ORALES),,
N07BB,1,2594,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A ALCOHOL,,
A11BA,1,2238,POLIVITAMINAS SOLAS,,
D10AE,1,2388,PEROXIDOS (ANTI-ACNE),,
R01AA,1,2610,"SIMPATICOMIMÉTICOS, MONODROGAS",,
A08AB,1,2223,PRODUCTOS ANTIOBESIDAD DE ACCION PERIFERICA,,
N07BC,1,2595,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A OPIOIDES,,
22A00,1,2068,INHALADOR,,
J07AG,1,2487,VACUNAS CONTRA HAEMOPHILUS INFLUENZAE TIPO B,,
14A00,1,2056,MUSLERA,,
B05ZB,1,2785,HEMOFILTRADOS,,
B03BA,1,2277,VITAMINA B12 Y DERIVADOS,,
9X033,1,2793,EDULCORANTES,,
C02AB,1,2294,METILDOPA (ANTIHIPERTENSIVOS),,
C05CA,1,2316,BIOFLAVONOIDES (VASOPROTECTORES),,
V03AH,1,2714,ANTIHIPOGLUCEMIANTES,,
V07AB,1,2679,"SOLVENTES Y AGENTES DILUYENTES, INCL.SOLUC.IRRIG.",,
02A00,1,2022,GASA ALGODON HIDROFILO NO ESTERIL,,
N06AF,1,2766,INHIBIDORES NO SELECTIVOS DE LA MONOAMINOXIDASA,,
A04AA,1,2205,ANTAGONISTAS DE LA SEROTONINA (ANTIEMETICOS),,
N03AD,1,2553,DERIVADOS DE SUCCINIMIDA (ANTIEPILEPTICOS),,
G04BC,1,2429,DISOLVENTES DE CALCULOS URINARIOS,,
26C02,1,2122,FILTROS COLOSTOMIA MAGNETICA,,
B02BX,1,2273,OTROS HEMOSTATICOS SISTEMICOS,,
01A01,1,2017,ALGODON ARROLLADO PURO,,
N03AG,1,2556,DERIVADOS DE ACIDOS GRASOS (ANTIEPILEPTICOS),,
J01RA,1,2471,ASOCIACIONES DE ANTIBACTERIANOS (ANTIINFEC.SISTEM),,
C01BC,1,2288,ANTIARRITMICOS CLASE IC,,
G03AD,1,2413,ANTICONCEPTIVOS DE EMERGENCIA,,
03A01,1,2025,VENDA DE GASA HIDROFILA,,
N05AL,1,2571,BENZAMIDAS (ANTIPSICOTICOS),,
A10BH,1,2234,INHIBIDOR DE LA DIPEPTIDIL PEPTIDASA,,
M01CX,1,2522,OTROS ANTIREUMATICOS ESPECIFICOS,,
R03DA,1,2625,XANTINAS (ANTIASMATICOS SISTEMICOS),,
V03AN,1,2694,GASES MEDICINALES,,
17A01,1,2061,FAJA LUMBAR,,
A02BA,1,2192,ANTAGONISTAS RECEPTORES H2 (ANTIULCERA PEPTICA),,
A12AA,1,2249,CALCIO,,
G02BB,1,2406,ANTICONCEPTIVOS INTRAVAGINALES,,
M02AX,1,2526,OTROS PROD.TOPICOS PARA DOLOR ARTICULAR Y MUSCULAR,,
J01EE,1,2464,ASOCIACIONES DE SULFONAMIDAS Y TRIMETOPRIM (SISTEM,,
A11HA,1,2245,OTRAS VITAMINAS SOLAS,,
C01EA,1,2712,PROSTAGLANDINAS (CARDIOTERAPIA),,
23D00,1,2731,SIST.INC.ORINA OCLUSIVO HOMBRE,,
9X023,1,2741,COMPLEMENTO ALIMENTICIO DEPORTISTAS,,
S01EA,1,2652,SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA,,
J02AB,1,2723,DERIVADOS IMIDAZOLICOS (ANTIMICOTICOS SISTEMICOS),,
J01XA,1,2472,ANTIBACTERIANOS GLICOPEPTIDOS (ANTIINFEC.SISTEMIC),,
L01AA,1,2495,ANALOGOS DE MOSTAZAS NITROGENADAS (ANTINEOPLASIC),,
M01AA,1,2759,BUTILPIRAZOLIDINAS (ANTIINFLAMAT.NO ESTEORIDEOS),,
D02AF,1,2348,PREPARADOS CON ÁCIDO SALICÍLICO,,
24F03,1,2092,MEDIAS E.T CINT COMP FUERTE,,
C05BB,1,2314,ANTIVARICOSOS ESCLEROSANTES PARA INJECCION LOCAL,,
L02BB,1,2507,ANTIANDROGENOS (TERAPIA ENDOCRINA),,
R03CC,1,2624,AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASM),,
R07AX,1,2641,OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO,,
23B03,1,2074,COLECTOR BOLSA RECOGIDA ORINA AADH (AUTOADHESIVO),,
23C05,1,2080,ABSORBENTE INC ORINA SUP-NOC RECT,,
26K01,1,2136,INCONTINENCIA FECAL Y DRENAJE,,
9MPEN,1,2166,MODULOS PROTEINA ENTERA,,
C02DC,1,2298,DERIVADOS DE LA PIRIMIDINA (ANTIHIPERTENSIVOS),,
24D03,1,2089,MEDIA LARGA SUJ COMP FUERTE,,
9ZZZZ,1,2181,SUPLEMENTO ALIMENTICIO,,
24B02,1,2086,MEDIA LARGA (A-F) COMP NORMAL,,
A02AX,1,2191,OTRAS ASOCIACIONES DE ANTIACIDOS,,
A11JA,1,2246,ASOCIACIONES DE VITAMINAS,,
A14AB,1,2258,DERIVADOS DEL ESTRENO (ANABOLIZANTES),,
12A00,1,2054,RODILLERA,,
24F11,1,2093,MEDIAS COMP NORMAL PREMAMA,,
25H01,1,2118,OSTOMIA: DESODORANTES Y CUIDADO DE LA PIEL,,
23C01,1,2076,ABSORBENTE INC ORINA DIA RECT,,
D02AC,1,2347,PARAFINA BLANDA Y PRODUCTOS CON GRASA,,
H01CC,1,2751,HORMONAS ANTAGONISTAS LIBERACION GONADOTROPINA,,
B01AE,1,2267,INHIBIDORES DIRECTOS DE LA TROMBINA,,
45A01,1,2693,COMPRESA TOCOLOGICA,,
D08AB,1,2379,AGENTES CON ALUMINIO,,
D07AD,1,2369,CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOG),,
V04CD,1,2691,TEST DE FUNCION HIPOFISARIA,,
44A01,1,2139,EMPAPADOR,,
J07BF,1,2796,VACUNAS CONTRA POLIOMIELITIS,,
J01DE,1,2459,CEFALOSPORINAS DE CUARTA GENERACIÓN,,
A06AH,1,2750,ANTAGONISTAS DEL RECEPTOR OPIODE PERIFERICO,,
A11GA,1,2244,VITAMINA C SOLA,,
V06DX,1,2678,OTRAS COMBINACIONES DE NUTRIENTES,,
A07DA,1,2218,ANTIPROPULSIVOS,,
P01AB,1,2598,DERIVADOS DE NITROIMIDAZOL (ANTIPROTOZOARIOS),,
P01BA,1,2600,AMINOQUINOLINAS (ANTIMALARICOS),,
A06AC,1,2211,LAXANTES INCREMENTADORES DEL BOLO INTESTINAL,,
V07AX,1,2681,"AGENTES PARA EL LAVADO, ETC.",,
H03CA,1,2446,TERAPIA CON IODO,,
J06BA,1,2484,INMUNOGLOBULINA HUMANA INESPECIFICA,,
R06AB,1,2637,ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS),,
25B08,1,2108,BOLSAS ILEOST RES SINT ADH MIC,,
J01CE,1,2453,PENICILINAS BETALACTAMASA SENSIBLES,,
08A02,1,2051,"GEL,COMPRIMIDO, ÓVULO..INTRAVAGINAL",,
N02BG,1,2547,OTROS ANALGESICOS Y ANTIPIRETICOS,,
F000F,1,2397,FORMULAS MAGISTRALES,,
A02BB,1,2193,PROSTAGLANDINAS (ANTIULCERA PEPTICA),,
D03AX,1,2350,OTROS CICATRIZANTES,,
L04AC,1,2700,INHIBIDORES DE LA INTERLEUCINA,,
J07BK,1,2705,VACUNAS ANTIVARICELA ZOSTER,,
26E01,1,2773,FUNDA OSTOMIA,,
P02CC,1,2606,DERIVADOS DE TETRAHIDROPIPERAMIDINA (NEMATOCIDAS),,
G03FB,1,2421,"PROGESTAGENOS Y ESTROGENOS, PREPARADOS SECUENCIALES",,
N03AF,1,2555,DERIVADOS DE CARBOXAMIDA (ANTIEPILETICOS),,
D08AG,1,2383,PRODUCTOS CON IODO,,
B05AA,1,2728,SUSTITUTOS DE SANGRE Y FRACCIONES PROTEINAS PLASMA,,
9CPNI,1,2153,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICAS HIPOCALORICAS,,
9X080,1,2763,PREPARADOS LACTEOS INFANTILES Y JUVENILES,,
C02AC,1,2295,AGONISTAS RECEPTORES IMIDAZOLINA (ANTIHIPERTENSIV),,
L01CB,1,2499,DERIVADOS DE PODOFILOTOXINA (ANTINEOPLASICOS),,
A16AX,1,2262,OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO,,
A10AC,1,2226,INSULINAS Y ANALOGOS ACCION INTERMEDIA PARA INYECCION,,
A07EC,1,2220,ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINF.INTEST),,
N05AC,1,2565,FENOTIAZINAS PIPERIDINICAS (ANTIPSICOTICOS),,
A01AA,1,2182,PREPARADOS PREVENTIVOS DE LA CARIES,,
J01BA,1,2795,AMFENICOLES (CLORAMFENICOL),,
01C01,1,2019,ALGODON ZIG-ZAG PURO,,
V03AX,1,2675,OTROS PRODUCTOS TERAPEUTICOS,,
9MLLC,1,2162,MODULOS DE TRIGLICERIDOS DE CADENA LARGA LCT,,
23E04,1,2083,INCONTINENCIA: HIGIENE Y CUIDADO PIEL,,
J07BM,1,2720,VACUNA CONTRA PAPILOMAVIRUS,,
D10AD,1,2387,RETINOIDES ANTI-ACNE DE USO TOPICO,,
P01CB,1,2604,COMPUESTOS DE ANTIMONIO (ANTI-LEHISM./TRIPANOSOMA),,
9GMCM,1,2774,FORMULA CON CONTENIDO GRASO EN FORMA DE TRIGLICERIDOS DE CADENA MEDIA,,
A08AX,1,2782,OTROS PRODUCTOS ANTIOBESIDAD,,
26H07,1,2132,APOSITOS B OSTOM RES SINT MIC ACOPLAMIENTO ADHESIVO,,
B03AD,1,2276,HIERRO EN ASOCIACION CON ACIDO FOLICO,,
A10AD,1,2227,COMBINACIONES DE INSULINAS Y ANALOGOS ACCION INTERMEDIAY ACCION RAPIDA,,
N01AX,1,2779,OTROS ANESTESICOS GENERALES,,
S01BB,1,2646,CORTICOSTEROIDES Y MIDRIATICOS EN ASOCIACION,,
V03AA,1,2770,ERROR NOMENCLATURA,,
A10AB,1,2225,INSULINAS Y ANALOGOS ACCION RAPIDA PARA INYECCIÓN,,
J01XB,1,2754,POLIMIXINAS (ANTIINFECCIOSOS SISTEMICOS),,
A02BD,1,2781,ASOCIACIONES PARA LA ERRADICACION DE H. PILORI,,
D09AX,1,2386,APOSITOS BLANDOS DE PARAFINA,,
03A07,1,2029,VENDA DE GASA ELASTICA,,
A11CC,1,2240,VITAMINA D y ANALOGOS,,
C03AX,1,2300,TIAZIDAS ASOCIADOS A OTRAS SUSTANCIAS (DIURETICOS),,
P01BB,1,2601,BIGUANIDAS (ANTIMALARICOS),,
R05CZ,1,2630,EXPECTORANTES Y/O MUCOLÍTICOS CON ANTIINFECCIOSOS,,
G01AA,1,2398,ANTIBIOTICOS (GINECOLOGICOS),,
Y200Y,1,2688,VISADO CON 40% APORTACION SOBRE P.V.P.,,
J01MB,1,2470,OTRAS QUINOLONAS (ANTIINFECC.SISTEMIC),,
G01AF,1,2401,DERIVADOS IMIDAZOLICOS (GINECOLOGICOS),,
05A01,1,2037,CANULA TRAQUEOTOMIA FENESTRADA,,
N05CX,1,2581,"HIPNOTICOS Y SEDANTES E ASOCIACION, EXCL.BARBITUR.",,
V06DC,1,2790,CARBOHIDRATOS,,
C09DB,1,2333,ANTAGONISTAS DE ANGIOTENSINA II Y BLOQUEANTES DE CANALES DE CALCIO,,
D05BB,1,2359,RETINOIDES PARA TRATAMIENTO DE PSORIASIS (SISTEMIC,,
N05BB,1,2575,DERIVADOS DIFENILMETANO (ANSIOLITICOS),,
C10AX,1,2339,OTROS REDUCTORES DEL COLESTEROL Y TRIGLICERIDOS,,
H02AA,1,2441,MINERALOCORTOIDES,,
P01BC,1,2602,METANOLQUINOLINAS (ANTIMALARICOS),,
A11GB,1,2739,VITAMINA C EN ASOCIACION,,
-1,1,2052,[Vacio],,
D07AA,1,2366,CORTICOSTEROIDES DEBILES-GRUPO I (DERMATOLOGICOS),,
B05XC,1,2706,VITAMINAS,,
B05XA,1,2284,SOLUCIONES ELECTROLITOS (SOLUC.IV. ADITIVAS),,
9HLAA,1,2157,FORMULAS SIN LACTOSA,,
M03BX,1,2528,OTROS RELAJANTES MUSCULARES DE ACCION CENTRAL,,
J04AK,1,2479,OTROS MEDICAMENTOS CONTRA LA TUBERCULOSIS,,
J04AB,1,2477,ANTIBIOTICOS TUBERCULOSTATICOS,,
D11AF,1,2394,PREPARADOS ANTI-VERRUGAS Y CALLICIDAS,,
S01CC,1,2651,ANTIINFL.NO ESTEROIDEOS ASOC. A ANTIINFECCIOSOS,,
B03BB,1,2278,ACIDO FOLICO,,
J06BB,1,2485,INMUNOGLOBULINAS ESPECIFICAS,,
G03FA,1,2420,PROGESTAGENOS Y ESTROGENOS EN ASOCIACION,,
N07XX,1,2597,OTROS MEDICAMENTOS DE ACCION SOBRE EL SISTEMA NERVIOSO,,
V03AC,1,2672,QUELANTES DEL HIERRO,,
V08CB,1,2800,CONTRASTES SUPERPARAMAGNETICOS (PARA RMN),,
06F00,1,2045,SONDA VESICAL LATEX,,
C10AC,1,2338,SECUESTRANTES DE ACIDOS BILIARES (HIPOLIPEMIANTES),,
A05AX,1,2771,OTROS MEDICAMENTOS PARA LA TERAPIA BILIAR,,
S03AA,1,2730,ANTIINFECCIOSOS (OFTALMICOS Y OTOLOGICOS),,
B01AF,1,2268,INHIBIDORES DIRECTOS DEL FACTOR XA,,
26H02,1,2127,APOSITOS B OSTOM RES SINT,,
C10BA,1,2340,INHIBIDORES DE LA HMG -COA REDUCTASA EN COMBINACION CON OTROS AGENTES MODIFICADORES DE LIPIDOS,,
G03AB,1,2411,"PROGESTAGENOS Y ESTROGENOS, COMBINAC. SECUENCIALES",,
S02DA,1,2667,ANALGESICOS Y ANESTESICOS (OTOLOGICOS),,
9GSLI,1,2156,FORMULAS EXENTAS DE LIPIDOS,,
A10AE,1,2228,INSULINAS Y ANALOGOS ACCION PROLONGADA PARA INYECCION,,
B06AC,1,2738,FARMACOS UTILIZADOS EN EL ANGIOEDEMA HEREDITARIO,,
A16AA,1,2261,AMINOACIDOS Y DERIVADOS,,
P02CA,1,2605,DERIVADOS DE BENZIDAMIZOL (NEMATOCIDAS),,
G03GB,1,2423,ESTIMULANTES SINTETICOS DE LA OVULACION,,
D03BA,1,2351,ENZIMAS PROTEOLITICAS (TRATAMIENTO DE HERIDAS),,
C09BA,1,2329,INHIB.ENZIMA CONVERTASA ANGIOT. ASOC. A DIURETICOS,,
D07CC,1,2375,CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOG),,
S01FA,1,2657,ANTICOLINERGICOS (MIDRIATICOS),,
A06AB,1,2210,LAXANTES DE CONTACTO,,
J01EC,1,2463,SULFONAMIDAS DE ACCION INTERMEDIA (ANTIINFEC.SISTE,,
16A00,1,2058,MUÑEQUERA,,
G04CX,1,2435,OTROS MDTOS. PARA HIPERTROFIA PROSTATICA BENIGNA,,
L03AX,1,2510,OTRAS CITOKINAS E INMUNOMODULADORES,,
R01BA,1,2615,SIMPÁTICOMIMÉTICOS,,
D01AA,1,2342,ANTIBIOTICOS (ANTIFUNGICOS USO TOPICO),,
L01XX,1,2503,OTROS CITOSTATICOS (ANTINEOPLASICOS),,
P03AC,1,2608,PIRETRINAS (ECTOPARASITICIDAS),,
C01EB,1,2293,OTROS PREPARADOS CARDIACOS,,
B05CB,1,2282,SOLUCIONES SALINAS (SOLUCIONES PARA IRRIGACION),,
J01XX,1,2475,OTROS ANTIBACTERIANOS (ANTIINFECCIOSOS SISTEMICOS),,
J01FF,1,2466,LINCOSAMIDAS (ANTIINFECCIOSOS SISTEMICOS),,
24A02,1,2084,MEDIA CORTA (A-D) COMP NORMAL,,
S01EB,1,2653,PARASIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA,,
9X111,1,2761,ALIMENTOS USO MEDICO,,
B02AB,1,2783,INHIBIDORES DE LA PROTEINASA (ANTIHEMORRAGICOS),,
P03AX,1,2609,"OTROS ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS",,
06F10,1,2049,SONDA VESICAL BAJA FRICCION CON BOLSA RECOGIDA DE ORINA,,
19A03,1,2063,BRAGUERO INGUINAL IZQUIERDO,,
B05CX,1,2283,OTRAS SOLUCIONES PARA IRRIGACION,,
N05AD,1,2566,BUTIROFENONAS (ANTIPSICOTICOS),,
B02BD,1,2736,FACTORES DE COAGULACION SANGUINEA,,
M01CC,1,2521,PENICILAMINA Y SIMILARES (ANTIREUMATICOS),,
M03BA,1,2527,ESTERES DEL ACIDO CARBAMICO (RELAJANTES MUSCULARES,,
S01EX,1,2727,OTROS PREPARADOS ANTIGLAUCOMA,,
26H05,1,2130,APOSITOS B OSTOM ARO RES SINT C-ESP,,
G02BA,1,2405,ANTICONCEPTIVOS INTRAUTERINOS,,
S01BA,1,2645,CORTICOSTEROIDES SOLOS (OFTALMICOS),,
9X201,1,2180,ALIMENTOS A BASE DE PLANTAS Y SUS EXTRACTOS,,
9X012,1,2703,LECHES Y FORMULAS DE CONTINUACION DEL 4º-6º MES,,
S01BZ,1,2648,"CORTICOIDES ASOCIADOS, EXCLUYENDO S01CA Y S01CB",,
G02CC,1,2408,ANTIINFLAMATORIOS DE ADMINISTRACION VAGINAL,,
26D01,1,2123,PINZAS OSTOMIA,,
S01EC,1,2654,INHIBIDORES DE LA ANHIDRASA CARBONICA (ANTIGLAUCOM,,
03A06,1,2028,VENDA DE MALLA HIDROFILA CAMBRIC,,
G03XC,1,2428,MODULADORES SELECTIVOS DE RECEPTORES DE ESTROGENOS,,
26J04,1,2135,SIST COLOST CONTINENTE AADH,,
A11EX,1,2243,"VITAMINAS DEL COMPLEJO B, OTRAS COMBINACIONES",,
01A02,1,2018,ALGODON ARROLLADO MEZCLA,,
J01EB,1,2462,SULFONAMIDAS DE ACCION CORTA (ANTIINFEC.SISTEMICOS,,
J01DH,1,2733,CARBAPENEMS (ANTIBACTERIANOS BETALACTAMICOS),,
N05AN,1,2572,LITIO (ANTIPSICOTICOS),,
A03AA,1,2196,"ANTICOLINERGICOS SINTETICOS, AMONIO TERCIARIO",,
D10BA,1,2391,RETINOIDES DE USO SISTEMICO (ANTI-ACNE),,
L01BB,1,2497,ANALOGOS DE PURINAS (ANTINEOPLASICOS),,
9X038,1,2175,"GINSENG, GUARANA: COMPLEMENTO ALIMENTICIO",,
L02BA,1,2506,ANTIESTROGENOS (TERAPIA ENDOCRINA),,
D06BA,1,2363,SULFONAMIDAS (QUIMIOTERAPICOS USO DERMATOLOGICO),,
C03BA,1,2301,SULFONAMIDAS SOLAS (DIURETICOS TECHO BAJO),,
L01AB,1,2748,ALQUIL SULFONATOS (ANTINEOPLASICOS),,
J05AG,1,2689,INHIB. DE LA TRANSCRIPTASA INVERSA NO NUCLEOTIDOS,,
26C01,1,2121,FILTROS COLOSTOMIA,,
C07FB,1,2324,BETABLOQUEANTES SELECTIVOS ASOC. OTROS ANTIHIPERTENS,,
V09GA,1,2708,COMPUESTOS CON TECNECIO-TC99M,,
01B02,1,2791,ALGODON RAMA MEZCLA,,
R05CA,1,2628,EXPECTORANTES,,
C07CA,1,2776,BETABLOQUENTES NO SELECTIVOS ASOC.A OTROS DIURETICOS,,
N03AE,1,2554,DERIVADOS DE BENZODIAZEPINA (ANTIEPILEPTICOS),,
A07XA,1,2222,OTROS ANTIDIARREICOS,,
A09AA,1,2224,ENZIMAS DIGESTIVOS,,
D04AB,1,2353,ANESTESICOS DE USO TOPICO,,
N02BB,1,2545,PIRAZOLONAS (ANALGESICOS),,
P01CA,1,2760,DERIVADOS DE NITROIMIDAZOL (ANTI-LEHISMAN/TRIPANO),,
A07CA,1,2217,FORMULACIONES DE SALES PARA REHIDRATACION ORAL,,
J01GA,1,2467,ESTREPTOMICINAS (ANTIIFECCIOSOS SISTEMICOS),,
M01AG,1,2517,FENAMATOS (AINES),,
R01AC,1,2612,"ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES (NASALES",,
A02AD,1,2188,ASOCIACIONES COMPLEJAS DE ALUMINIO (ANTIACIDOS),,
H01CB,1,2440,HORMONAS INHIBIDORAS DEL CRECIMIENTO,,
26H06,1,2131,APOSITOS B OSTOM RES SINT ACOPLAMIENTO ADHESIVO,,
J04AC,1,2478,HIDRAZIDAS (TUBERCULOSTATICOS),,
23C03,1,2078,ABSORBENTE INC ORINA NOC RECT,,
23C00,1,2075,ABSORBENTE INC ORINA,,
A06AX,1,2214,OTROS LAXANTES,,
23A01,1,2071,BOLSAS RECOGIDA ORINA PIERNA,,
R06AD,1,2638,DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS),,
15A00,1,2057,CODERA,,
25B14,1,2113,BOLSAS ILEOST SIST DOBLE PLACA ACOPLAMIENTO ADH,,
D06AA,1,2361,TETRACICLINA Y DERIVADOS (DERMATOLOGICOS),,
25B09,1,2109,BOLSAS ILEOST RES SIN,,
25C07,1,2116,BOLSAS UROST RES SINT ADH MIC,,
N05CF,1,2578,MEDICAM.RELAC.CON BENZODIAZEPINAS (HIPNOT/SEDANTES,,
A07FA,1,2221,MICROORGANISMOS ANTIDIARREICOS,,
L01BC,1,2498,ANALOGOS DE PIRIMIDINAS (ANTINEOPLASICOS),,
N06CA,1,2588,ANTIDEPRESIVOS ASOCIADOS CON PSICOLEPTICOS,,
C05BA,1,2313,PREPARADOS CON HEPARINA PARA USO TOPICO (ANTIVARIC,,
25A15,1,2101,BOLSAS COLOST SIST DOBLE,,
9X011,1,2168,LECHES Y FORMULAS PARA LACTANTES DESDE EL PRIMER DIA,,
D08AD,1,2381,PRODUCTOS CON ACIDO BÓRICO,,
06F01,1,2046,SONDA VESICAL SILICONA,,
9X025,1,2172,VITAMINAS Y MINERALES CANTIDAD IGUAL O INFERIOR A I.D.R.,,
B05DB,1,2784,SOLUCIONES DIALISIS PERITONEAL HIPERTONICAS,,
D08AK,1,2786,PRODUCTOS MERCURIALES (ANTISEPT.DESINFEC. TOPICOS),,
C03DA,1,2303,ANTAGONISTAS DE LA ALDOSTERONA (DIURETICOS),,
C04AC,1,2747,DERIVADOS DEL ACIDO NICOTINICO (VASODIL.PERIFERIC),,
A03AB,1,2197,"ANTICOLINERGICOS SINTETICOS, AMONIO CUATERNARIO",,
G01AX,1,2402,OTROS ANTIINFECCIOSOS Y ANTISEPTICOS (GINECOLOGIC),,
B03AB,1,2275,HIERRO TRIVALENTE ORAL (ANTIANEMICOS),,
24F02,1,2091,MEDIAS E.T. CINT COMP NORMAL,,
