cod_atc4,Frequency.1,codes,spanish description,english description,comment
2174,1,9X036,ALIMENTACION: ACEITES VEGETALES Y DE PESCADO,,
2271,1,B02BA,VITAMINA K,,
2248,1,A11JC,"VITAMINAS, OTRAS COMBINACIONES",,
2312,1,C05AX,OTROS ANTIHEMORROIDALES DE USO TOPICO,,
2551,1,N03AA,BARBITURICOS Y DERIVADOS (ANTIEPILEPTICOS),,
2760,1,P01CA,DERIVADOS DE NITROIMIDAZOL (ANTI-LEHISMAN/TRIPANO),,
2608,1,P03AC,PIRETRINAS (ECTOPARASITICIDAS),,
2462,1,J01EB,SULFONAMIDAS DE ACCION CORTA (ANTIINFEC.SISTEMICOS,,
2319,1,C07AB,BETABLOQUEANTES SELECTIVOS SOLOS,,
2357,1,D05AX,OTROS ANTIPSORIASICOS DE USO TOPICO,,
2094,1,24G03,CALCETIN ELASTICO TERAPEUTICO,,
2743,1,J04AA,DERIVADOS DEL ACIDO AMINOSALICILICO (TUBERCULOST.),,
2154,1,9CPNN,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICAS NORMOCALORICAS,,
2784,1,B05DB,SOLUCIONES DIALISIS PERITONEAL HIPERTONICAS,,
2408,1,G02CC,ANTIINFLAMATORIOS DE ADMINISTRACION VAGINAL,,
2132,1,26H07,APOSITOS B OSTOM RES SINT MIC ACOPLAMIENTO ADHESIVO,,
2615,1,R01BA,SIMPÁTICOMIMÉTICOS,,
2554,1,N03AE,DERIVADOS DE BENZODIAZEPINA (ANTIEPILEPTICOS),,
2541,1,N02AE,DERIVADOS ORIPAVINA (ANALGESICOS OPIACEOS),,
2259,1,A15AA,ESTIMULANTES APETITO,,
2065,1,-2,[Sin referencia],,
2658,1,S01FB,SIMPATICOMIMETICOS EXCL.ANTIGLAUCOMA (MIDRIATICOS),,
2550,1,N02CX,OTROS MEDICAMENTOS CONTRA LA MIGRAÑA,,
2402,1,G01AX,OTROS ANTIINFECCIOSOS Y ANTISEPTICOS (GINECOLOGIC),,
2090,1,24E03,MEDIA E.T. CINT COMP FUERTE,,
2796,1,J07BF,VACUNAS CONTRA POLIOMIELITIS,,
2149,1,9CPHH,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS HIPERCALORICAS,,
2237,1,A11AB,OTRAS COMBINACIONES DE MULTIVITAMINAS,,
2318,1,C07AA,BETABLOQUEANTES NO SELECTIVOS SOLOS,,
2165,1,9MPAA,MODULOS AMINOACIDOS,,
2284,1,B05XA,SOLUCIONES ELECTROLITOS (SOLUC.IV. ADITIVAS),,
2426,1,G03XA,ANTIGONADOTROPINAS Y SIMILARES,,
2129,1,26H04,APOSITOS B OSTOM ARO RES SINT MIC C-ESP,,
2721,1,47A01,CONTENEDORES RESIDUOS CITOSTÁTICOS,,
2753,1,J05AF,INHIB. DE LA TRANSCRIPTASA INVERSA NUCLEOTIDOS,,
2606,1,P02CC,DERIVADOS DE TETRAHIDROPIPERAMIDINA (NEMATOCIDAS),,
2037,1,05A01,CANULA TRAQUEOTOMIA FENESTRADA,,
2041,1,05G00,FILTROS LARINGECTOMIA,,
2543,1,N02AX,OTROS ANALGESICOS OPIACEOS,,
2715,1,J05AR,ANTIVIRALES PARA EL TRATAMIENTO DE INFECCIONES POR VIH Y COMBINACIONES,,
2083,1,23E04,INCONTINENCIA: HIGIENE Y CUIDADO PIEL,,
2311,1,C05AE,RELAJANTES MUSCULARES,,
2441,1,H02AA,MINERALOCORTOIDES,,
2394,1,D11AF,PREPARADOS ANTI-VERRUGAS Y CALLICIDAS,,
2754,1,J01XB,POLIMIXINAS (ANTIINFECCIOSOS SISTEMICOS),,
2701,1,P01BF,"ARTEMISININA Y DERIVADOS, COMBINACIONES",,
2091,1,24F02,MEDIAS E.T. CINT COMP NORMAL,,
2607,1,P03AB,COMPUESTOS DE CLORINA (ECTOPARASITICIDAS),,
2096,1,25A05,BOLSAS COLOST KAR FIL,,
2381,1,D08AD,PRODUCTOS CON ACIDO BÓRICO,,
2222,1,A07XA,OTROS ANTIDIARREICOS,,
2471,1,J01RA,ASOCIACIONES DE ANTIBACTERIANOS (ANTIINFEC.SISTEM),,
2292,1,C01DX,OTROS VASODILATADORES USADOS EN CARDIOTERAPIA,,
2368,1,D07AC,CORTICOSTEROIDES POTENTES-GRUPO III (DERMATOLOGIC),,
2069,1,22A01,CAMARA INHALACION,,
2518,1,M01AH,COXIBS (AINES),,
2156,1,9GSLI,FORMULAS EXENTAS DE LIPIDOS,,
2457,1,J01DC,CEFALOSPORINAS DE SEGUNDA GENERACIÓN,,
2500,1,L01DC,OTROS ANTIBIOTICOS CITOTOXICOS (ANTINEOPLASICOS),,
2204,1,A03FA,PROPULSIVOS,,
2024,1,02B02,GASA ESTERIL ALGODON HIDROFILO TIRA,,
2573,1,N05AX,OTROS ANTIPSICOTICOS,,
2527,1,M03BA,ESTERES DEL ACIDO CARBAMICO (RELAJANTES MUSCULARES,,
2280,1,B05BA,SOLUCIONES PARA NUTRICION PARENTERAL,,
2298,1,C02DC,DERIVADOS DE LA PIRIMIDINA (ANTIHIPERTENSIVOS),,
2227,1,A10AD,COMBINACIONES DE INSULINAS Y ANALOGOS ACCION INTERMEDIAY ACCION RAPIDA,,
2104,1,25A20,BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH,,
2486,1,J07AE,VACUNAS CONTRA COLERA,,
2077,1,23C02,ABSORBENTE INC ORINA DIA ANAT,,
2614,1,R01AX,OTROS PREPARADOS NASALES,,
2483,1,J05AH,INHIBIDORES DE LA NEURAMINIDASA (ANTIVIRALES SIST.,,
2377,1,D07XB,CORTICOSTEROIDES MODER.POTENTES+OTRAS SUST.(DERMAT,,
2638,1,R06AD,DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS),,
2367,1,D07AB,CORTICOSTEROIDES MODERAD.POTENTES-GRUPO II (DERMAT,,
2472,1,J01XA,ANTIBACTERIANOS GLICOPEPTIDOS (ANTIINFEC.SISTEMIC),,
2138,1,42A02,AGUJA INSULINA,,
2141,1,9AEAA,FORMULAS EXENTAS DE FENILALANINA,,
2476,1,J02AC,DERIVADOS TRIAZOLICOS (ANTIMICOTICOS SISTEMICOS),,
2601,1,P01BB,BIGUANIDAS (ANTIMALARICOS),,
2301,1,C03BA,SULFONAMIDAS SOLAS (DIURETICOS TECHO BAJO),,
2331,1,C09CA,ANTAGONISTAS ANGIOTENSINA II SOLOS,,
2286,1,C01AA,GLICOSIDOS DE DIGITALIS (CARDIOTERAPIA),,
2794,1,A08AA,PRODUCTOS ANTIOBESIDAD DE ACCION SOBRE EL SNC,,
2103,1,25A19,BOLSAS COLOSTOMIA SISTEMA DOBLE ACOPLAMIENTO ADHESIVO,,
2393,1,D11AE,ANDROGENOS PARA USO TOPICO,,
2647,1,S01BC,ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS),,
2399,1,G01AC,DERIVADOS DE LA QUINOLINA (GINECOLOGICOS),,
2194,1,A02BC,INHIBIDORES DE LA BOMBA DE PROTONES (ANTIULCERA),,
2371,1,D07BB,CORTICOSTEROIDES MODERAD.POTENTES+ANTISEPTIC(DERMA,,
2217,1,A07CA,FORMULACIONES DE SALES PARA REHIDRATACION ORAL,,
2662,1,S01JA,COLOREANTES (OFTALMICOS),,
2459,1,J01DE,CEFALOSPORINAS DE CUARTA GENERACIÓN,,
2732,1,J01XD,ANTIBACTERIANOS IMIDAZOLICOS (ANTIINFEC.SISTEMICOS,,
2648,1,S01BZ,"CORTICOIDES ASOCIADOS, EXCLUYENDO S01CA Y S01CB",,
2636,1,R06AA,AMINOALQUIL-ETERES (ANTIHISTAMINICOS),,
2143,1,9AEAG,"FORMULAS EXENTAS DE ISOLEUCINA, LEUCINA Y VALINA.",,
2263,1,B01AA,ANTAGONISTAS DE LA VITAMINA K,,
2568,1,N05AF,DERIVADOS DE TIOXANTENO (ANTIPSICOTICOS),,
2454,1,J01CF,PENICILINAS BETALACTAMASA RESISTENTES,,
2056,1,14A00,MUSLERA,,
2211,1,A06AC,LAXANTES INCREMENTADORES DEL BOLO INTESTINAL,,
2288,1,C01BC,ANTIARRITMICOS CLASE IC,,
2545,1,N02BB,PIRAZOLONAS (ANALGESICOS),,
2673,1,V03AE,MEDICAMENTOS TRATAMIENTO DE LA HIPERKALEMIA,,
2256,1,A13AA,TÓNICOS,,
2719,1,41A02,JERINGA INSULINA,,
2176,1,9X050,BEBIDAS ISOTONICAS (APORTE DE ELECTROLITOS),,
2274,1,B03AA,HIERRO BIVALENTE ORAL (ANTIANEMICOS),,
2592,1,N07AX,OTROS PARASIMPATICOMIMETICOS (MEDIC.ACCION SNC),,
2180,1,9X201,ALIMENTOS A BASE DE PLANTAS Y SUS EXTRACTOS,,
2593,1,N07BA,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A NICOTINA,,
2281,1,B05BB,SOLUCIONES RESTAURADORAS EQUILIBRIO ELECTROLITICO,,
2584,1,N06AG,INHIB. MONOAMINO-OXIDASA TIPO A (ANTIDEPRESIVOS),,
2727,1,S01EX,OTROS PREPARADOS ANTIGLAUCOMA,,
2434,1,G04CB,INHIBIDORES TESTOSTERONA-5-ALFA REDUCTASA (PROST.),,
2115,1,25C04,BOLSAS UROST SIST DOBLE PLACA,,
2142,1,9AEAC,FORMULAS EXENTAS DE METIONINA,,
2384,1,D08AX,OTROS ANTISÉPTICOS Y DESINFECTANTES,,
2398,1,G01AA,ANTIBIOTICOS (GINECOLOGICOS),,
2731,1,23D00,SIST.INC.ORINA OCLUSIVO HOMBRE,,
2106,1,25B05,BOLSAS ILEOST KAR ADH MIC,,
2778,1,L01XA,COMPUESTOS DE PLATINO (ANTINEOPLASICOS),,
2085,1,24A03,MEDIA CORTA (A-D) COMP FUERTE,,
2496,1,L01BA,ANALOGOS ACIDO FOLICO (ANTINEOPLASICOS),,
2152,1,9CPNH,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICA HIPERCALORICAS,,
2179,1,9X107,COMPLEMENTOS DE DIETAS HIPOCALORICAS,,
2466,1,J01FF,LINCOSAMIDAS (ANTIINFECCIOSOS SISTEMICOS),,
2070,1,23A00,BOLSAS RECOGIDA ORINA,,
2150,1,9CPHI,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS HIPOCALORICAS,,
2373,1,D07CA,CORTICOSTEROIDES DEBILES-GI+ANTIBIOTICOS (DERMAT.),,
2234,1,A10BH,INHIBIDOR DE LA DIPEPTIDIL PEPTIDASA,,
2720,1,J07BM,VACUNA CONTRA PAPILOMAVIRUS,,
2114,1,25C03,BOLSAS UROST KAR ADH MIC,,
2025,1,03A01,VENDA DE GASA HIDROFILA,,
2195,1,A02BX,OTROS ANTIULCERA PEPTICA,,
2063,1,19A03,BRAGUERO INGUINAL IZQUIERDO,,
2450,1,H05BX,OTROS AGENTES CONTRA LA HORMONA PARATIROIDEA,,
2675,1,V03AX,OTROS PRODUCTOS TERAPEUTICOS,,
2050,1,08A00,DUCHA VAGINAL,,
2681,1,V07AX,"AGENTES PARA EL LAVADO, ETC.",,
2718,1,J02AX,OTROS ANTIMICOTICOS DE USO SISTEMICO,,
2245,1,A11HA,OTRAS VITAMINAS SOLAS,,
2333,1,C09DB,ANTAGONISTAS DE ANGIOTENSINA II Y BLOQUEANTES DE CANALES DE CALCIO,,
2030,1,03B01,VENDA ELASTICA,,
2243,1,A11EX,"VITAMINAS DEL COMPLEJO B, OTRAS COMBINACIONES",,
2137,1,26K02,OTROS SISTEMAS,,
2270,1,B02AA,AMINOACIDOS (ANTIHEMORRAGICOS),,
2385,1,D09AA,APOSITOS MEDICAMENTOSOS CON ANTIINFECCIOSOS,,
2467,1,J01GA,ESTREPTOMICINAS (ANTIIFECCIOSOS SISTEMICOS),,
2480,1,J04AM,ASOCIACIONES DE MEDICAMENTOS CONTRA TUBERCULOSIS,,
2519,1,M01AX,OTROS ANTIINFLAMATORIOS Y ANTIREUMAT. NO ESTREOID.,,
2710,1,J07BH,VACUNAS CONTRA ROTAVIRUS (DIARREA),,
2218,1,A07DA,ANTIPROPULSIVOS,,
2078,1,23C03,ABSORBENTE INC ORINA NOC RECT,,
2485,1,J06BB,INMUNOGLOBULINAS ESPECIFICAS,,
2475,1,J01XX,OTROS ANTIBACTERIANOS (ANTIINFECCIOSOS SISTEMICOS),,
2053,1,11A00,PARCHES OCULARES,,
2363,1,D06BA,SULFONAMIDAS (QUIMIOTERAPICOS USO DERMATOLOGICO),,
2613,1,R01AD,CORTICOSTEROIDES (NASALES),,
2740,1,J07AN,VACUNAS CONTRA TUBERCULOSIS,,
2599,1,P01AX,OTROS AMEBICIDAS Y ANTIPROTOZOARIOS,,
2388,1,D10AE,PEROXIDOS (ANTI-ACNE),,
2043,1,06B00,SONDA RECTAL,,
2565,1,N05AC,FENOTIAZINAS PIPERIDINICAS (ANTIPSICOTICOS),,
2750,1,A06AH,ANTAGONISTAS DEL RECEPTOR OPIODE PERIFERICO,,
2688,1,Y200Y,VISADO CON 40% APORTACION SOBRE P.V.P.,,
2503,1,L01XX,OTROS CITOSTATICOS (ANTINEOPLASICOS),,
2336,1,C10AA,INHIBIDORES DE LA HMG-CoA REDUCTASA (HIPOLIPEM.),,
2512,1,L04AD,INHIBIDORES DE LA CALCINEURINA,,
2716,1,L01CA,ALCALOIDE DE LA VINCA Y ANALOGOS (ANTINEOPLASICOS),,
2267,1,B01AE,INHIBIDORES DIRECTOS DE LA TROMBINA,,
2269,1,B01AX,OTROS ANTITROMBOTICOS,,
2660,1,S01GX,OTROS ANTIALERGICOS (OFTALMICOS),,
2046,1,06F01,SONDA VESICAL SILICONA,,
2653,1,S01EB,PARASIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA,,
2706,1,B05XC,VITAMINAS,,
2600,1,P01BA,AMINOQUINOLINAS (ANTIMALARICOS),,
2632,1,R05DB,"ANTITUSIVOS, EXCLUIDOS ASOCIAC. CON EXPECTORANTES",,
2131,1,26H06,APOSITOS B OSTOM RES SINT ACOPLAMIENTO ADHESIVO,,
2033,1,04A00,ESPARADRAPO,,
2435,1,G04CX,OTROS MDTOS. PARA HIPERTROFIA PROSTATICA BENIGNA,,
2597,1,N07XX,OTROS MEDICAMENTOS DE ACCION SOBRE EL SISTEMA NERVIOSO,,
2261,1,A16AA,AMINOACIDOS Y DERIVADOS,,
2383,1,D08AG,PRODUCTOS CON IODO,,
2316,1,C05CA,BIOFLAVONOIDES (VASOPROTECTORES),,
2273,1,B02BX,OTROS HEMOSTATICOS SISTEMICOS,,
2499,1,L01CB,DERIVADOS DE PODOFILOTOXINA (ANTINEOPLASICOS),,
2235,1,A10BX,OTROS FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,,
2460,1,J01DF,MONOBACTAMAS (ANTIBACTERIANOS BETALACTAMICOS),,
2605,1,P02CA,DERIVADOS DE BENZIDAMIZOL (NEMATOCIDAS),,
2691,1,V04CD,TEST DE FUNCION HIPOFISARIA,,
2698,1,J05AE,INHIBIDORES DE LA PROTEASA (INHIBIDORES SISTEMICOS,,
2444,1,H03AA,HORMONAS TIROIDEAS,,
2295,1,C02AC,AGONISTAS RECEPTORES IMIDAZOLINA (ANTIHIPERTENSIV),,
2679,1,V07AB,"SOLVENTES Y AGENTES DILUYENTES, INCL.SOLUC.IRRIG.",,
2556,1,N03AG,DERIVADOS DE ACIDOS GRASOS (ANTIEPILEPTICOS),,
2162,1,9MLLC,MODULOS DE TRIGLICERIDOS DE CADENA LARGA LCT,,
2775,1,B05DA,SOLUCIONES DIALISIS PERITONEAL ISOTONICAS,,
2314,1,C05BB,ANTIVARICOSOS ESCLEROSANTES PARA INJECCION LOCAL,,
2173,1,9X032,FIBRA ALIMENTARIA,,
2724,1,22A03,INHALADORES: ACCESORIOS,,
2490,1,J07AM,VACUNAS CONTRA TETANOS,,
2789,1,J07BJ,VACUNAS CONTRA LA RUBEOLA,,
2297,1,C02DB,DERIVADOS DE LA HIDRAZINOFTALAZINA (ANTIHIPERTEN.),,
2330,1,C09BB,INHIB.ENZIM.CONVERT.ANGIOT.ASOC.BLOQ.CANAL.CALCIO,,
2058,1,16A00,MUÑEQUERA,,
2453,1,J01CE,PENICILINAS BETALACTAMASA SENSIBLES,,
2544,1,N02BA,ACIDO SALICILICO Y DERIVADOS,,
2684,1,V07ZZ,SACARINA,,
2098,1,25A09,BOLSAS COLOST RES SINT FIL,,
2264,1,B01AB,HEPARINAS,,
2678,1,V06DX,OTRAS COMBINACIONES DE NUTRIENTES,,
2086,1,24B02,MEDIA LARGA (A-F) COMP NORMAL,,
2795,1,J01BA,AMFENICOLES (CLORAMFENICOL),,
2231,1,A10BD,COMBINACIONES DE FÁRMACOS HIPOGLUCEMIANTES ORALES,,
2616,1,R02AA,ANTISEPTICOS (PREPARADOS PARA LA GARGANTA),,
2576,1,N05BX,OTROS ANSIOLITICOS,,
2224,1,A09AA,ENZIMAS DIGESTIVOS,,
2362,1,D06AX,OTROS ANTIBIOTICOS DE USO TOPICO (DERMATOLOGICOS),,
2241,1,A11DA,VITAMINA B1,,
2474,1,J01XE,DERIVADOS DEL NITROFURANO (ANTISEPTICOS URINARIOS),,
2251,1,A12BA,POTASIO,,
2361,1,D06AA,TETRACICLINA Y DERIVADOS (DERMATOLOGICOS),,
2409,1,G02CX,OTROS PREPARADOS GINECOLOGICOS,,
2687,1,V08BA,CONTRASTES RADIOLOGICOS CON SULFATO DE BARIO,,
2424,1,G03HA,ANTIANDROGENOS SOLOS,,
2355,1,D05AA,ALQUITRANES (ANTIPSORIASICOS USO TOPICO),,
2502,1,L01XD,AGENTES USADOS EN TERÁPIA FOTODINÁMICA,,
2410,1,G03AA,PROGESTAGENOS Y ESTROGENOS EN COMBINACIONES FIJAS,,
2209,1,A06AA,LAXANTES LUBRICANTES Y EMOLIENTES,,
2093,1,24F11,MEDIAS COMP NORMAL PREMAMA,,
2225,1,A10AB,INSULINAS Y ANALOGOS ACCION RAPIDA PARA INYECCIÓN,,
2572,1,N05AN,LITIO (ANTIPSICOTICOS),,
2549,1,N02CC,AGONISTAS SELECT.RECEPT. DE LA 5HT (ANTIMIGRAÑOSOS,,
2125,1,26H00,APOSITOS B OSTOM ARO RES SINT MIC,,
2272,1,B02BC,HEMOSTATICOS LOCALES,,
2220,1,A07EC,ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINF.INTEST),,
2508,1,L02BG,INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA),,
2651,1,S01CC,ANTIINFL.NO ESTEROIDEOS ASOC. A ANTIINFECCIOSOS,,
2667,1,S02DA,ANALGESICOS Y ANESTESICOS (OTOLOGICOS),,
2181,1,9ZZZZ,SUPLEMENTO ALIMENTICIO,,
2792,1,9X014,HARINAS NO LACTEADAS,,
2374,1,D07CB,CORTICOST.MODER.POTENTES-GII+ANTIBIOTICOS (DERMAT),,
2423,1,G03GB,ESTIMULANTES SINTETICOS DE LA OVULACION,,
2633,1,R05FA,DERIVADOS DEL OPIO Y EXPECTORANTES,,
2192,1,A02BA,ANTAGONISTAS RECEPTORES H2 (ANTIULCERA PEPTICA),,
2506,1,L02BA,ANTIESTROGENOS (TERAPIA ENDOCRINA),,
2790,1,V06DC,CARBOHIDRATOS,,
2029,1,03A07,VENDA DE GASA ELASTICA,,
2586,1,N06BA,SIMPATICOMIMETICOS ACCION CENTRAL (PSICOESTIMULANT,,
2124,1,26F01,GELIFICADOR BOLSAS ILEOSTOMIA,,
2626,1,R03DC,ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMAT,,
2134,1,26I02,ACCES SIST IRRIG COLOST,,
2213,1,A06AG,ENEMAS,,
2325,1,C08CA,DERIVADOS DE DIHIDROPIRIDINA (BLOQ. DEL CALCIO),,
2084,1,24A02,MEDIA CORTA (A-D) COMP NORMAL,,
2642,1,S01AA,ANTIBIOTICOS (OFTALMICOS),,
2047,1,06F02,SONDA VESICAL NELATON,,
2017,1,01A01,ALGODON ARROLLADO PURO,,
2488,1,J07AJ,VACUNAS CONTRA BORDETELLA PERTUSSIS,,
2188,1,A02AD,ASOCIACIONES COMPLEJAS DE ALUMINIO (ANTIACIDOS),,
2400,1,G01AD,ACIDOS ORGANICOS,,
2397,1,F000F,FORMULAS MAGISTRALES,,
2561,1,N04BD,INHIBIDORES DE LA MONOAMINOOXIDASA (ANTIPARKINSON),,
2579,1,N05CH,RECEPTOR AGONISTA MELATONINA,,
2413,1,G03AD,ANTICONCEPTIVOS DE EMERGENCIA,,
2375,1,D07CC,CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOG),,
2199,1,A03AX,OTROS ANTICOLINERGICOS SINTETICOS,,
2494,1,J07BD,VACUNAS CONTRA SARAMPION,,
2745,1,D08AJ,COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPT./DESINF,,
2202,1,A03DB,BELLADONA Y DERIVADOS CON ANALGESICOS,,
2758,1,A16AB,ENZIMAS (APARAT. DIGESTIVO Y METABOLISMO),,
2571,1,N05AL,BENZAMIDAS (ANTIPSICOTICOS),,
2133,1,26I01,SIST IRRIG COLOST,,
2598,1,P01AB,DERIVADOS DE NITROIMIDAZOL (ANTIPROTOZOARIOS),,
2725,1,A11CB,VITAMINAS A y D ASOCIADAS,,
2764,1,J04BA,MEDICAMENTOS CONTRA LA LEPRA,,
2578,1,N05CF,MEDICAM.RELAC.CON BENZODIAZEPINAS (HIPNOT/SEDANTES,,
2223,1,A08AB,PRODUCTOS ANTIOBESIDAD DE ACCION PERIFERICA,,
2421,1,G03FB,"PROGESTAGENOS Y ESTROGENOS, PREPARADOS SECUENCIALES",,
2082,1,23E00,OBTURADOR ANAL,,
2730,1,S03AA,ANTIINFECCIOSOS (OFTALMICOS Y OTOLOGICOS),,
2659,1,S01GA,SIMPATICOMIMETICOS (DESCONGEST. OFTALMICOS),,
2062,1,19A02,BRAGUERO INGUINAL DERECHO,,
2709,1,H03BA,TIOURACILOS (ANTITIROIDEOS),,
2481,1,J05AB,NUCLEOSIDOS/NUCLEOTIDOS EXC.INHIB.TRANSCRIP.INVERS,,
2711,1,L04AB,AGENTES INMUNOSUPRESORES SELECTIVOS,,
2344,1,D01AE,OTROS ANTIFUNGICOS DE USO TOPICO,,
2713,1,B05BC,SOLUCIONES PARA DIURESIS OSMOTICA,,
2704,1,V10AX,OTROS PREPARADOS PARA DIAGNOSTICO,,
2337,1,C10AB,FIBRATOS (HIPOLIPEMIANTES),,
2369,1,D07AD,CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOG),,
2255,1,A12CX,OTROS SUPLEMENTOS MINERALES,,
2624,1,R03CC,AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASM),,
2346,1,D02AB,PRODUCTOS CON ZINC,,
2296,1,C02CA,BLOQUEANTES ALFA-ADRENERGICOS (ANTIHIPERTENSIVOS),,
2425,1,G03HB,ANTIANDROGENOS CON ESTROGENOS,,
2230,1,A10BB,SULFONILUREAS (ANTIDIABETICOS ORALES),,
2122,1,26C02,FILTROS COLOSTOMIA MAGNETICA,,
2539,1,N02AA,ALCALOIDES NATURALES DEL OPIO,,
2540,1,N02AB,DERIVADOS FENILPIPERIDINA (ANALGESICOS OPIACEOS),,
2547,1,N02BG,OTROS ANALGESICOS Y ANTIPIRETICOS,,
2366,1,D07AA,CORTICOSTEROIDES DEBILES-GRUPO I (DERMATOLOGICOS),,
2310,1,C05AD,ANTIHEMORROIDALES CON ANESTESICOS LOCALES,,
2491,1,J07AP,VACUNAS CONTRA FIEBRES TIFOIDEAS,,
2705,1,J07BK,VACUNAS ANTIVARICELA ZOSTER,,
2712,1,C01EA,PROSTAGLANDINAS (CARDIOTERAPIA),,
2163,1,9MLMC,MODULOS DE TRIGLICERIDOS DE CADENA MEDIA MCT,,
2504,1,L02AB,PROGESTAGENOS (TERAPIA ENDOCRINA),,
2756,1,A03AD,PAPAVERINA Y DERIVADOS,,
2473,1,J01XC,ANTIBACTERIANOS ESTEROIDICOS (ANTIINFECCIOSOS SIST,,
2438,1,H01BA,VASOPRESINA Y ANALOGOS,,
2054,1,12A00,RODILLERA,,
2247,1,A11JB,VITAMINAS CON MINERALES,,
2604,1,P01CB,COMPUESTOS DE ANTIMONIO (ANTI-LEHISM./TRIPANOSOMA),,
2081,1,23C06,ABSORBENTE INC ORINA SUP-NOC  ANAT,,
2136,1,26K01,INCONTINENCIA FECAL Y DRENAJE,,
2189,1,A02AF,ANTIACIDOS CON CARMINATIVOS,,
2672,1,V03AC,QUELANTES DEL HIERRO,,
2113,1,25B14,BOLSAS ILEOST SIST DOBLE PLACA ACOPLAMIENTO ADH,,
2696,1,J07BA,VACUNAS CONTRA ENCEFALITIS,,
2442,1,H02AB,GLUCOCORTICODES,,
2622,1,R03BC,"ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES",,
2032,1,03B03,VENDAJE TUBULAR Y MALLAS SUJECCION DE CURAS,,
2693,1,45A01,COMPRESA TOCOLOGICA,,
2555,1,N03AF,DERIVADOS DE CARBOXAMIDA (ANTIEPILETICOS),,
2717,1,V06AA,DIETAS DE BAJA ENERGIA,,
2582,1,N06AA,INHIB. NO SELECTIVOS RECAPTACION MONOAMINA(ANTIDEP,,
2538,1,N01BX,OTROS ANESTESICOS LOCALES,,
2479,1,J04AK,OTROS MEDICAMENTOS CONTRA LA TUBERCULOSIS,,
2777,1,C10AD,ACIDO NICOTINICO Y DERIVADOS (HIPOLIPEMIANTES),,
2208,1,A05BA,TERAPIA DEL HIGADO,,
2432,1,G04BX,OTROS UROLOGICOS,,
2160,1,9MESP,MODULOS ESPESANTES,,
2105,1,25A30,BOLSAS COLOST DOBLES RES SINC FILTRO,,
2376,1,D07XA,CORTICOSTEROIDES DEBILES+OTRAS SUSTANCIAS (DERMAT),,
2407,1,G02CB,INHIBIDORES DE LA PROLACTINA,,
2175,1,9X038,"GINSENG, GUARANA: COMPLEMENTO ALIMENTICIO",,
2645,1,S01BA,CORTICOSTEROIDES SOLOS (OFTALMICOS),,
2327,1,C08DB,DERIVADOS DE BENZOTIAPINA (BLOQ. CALCIO),,
2649,1,S01CA,CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM),,
2092,1,24F03,MEDIAS E.T CINT COMP FUERTE,,
2349,1,D02AX,OTROS EMOLIENTES Y PROTECTORES,,
2495,1,L01AA,ANALOGOS DE MOSTAZAS NITROGENADAS (ANTINEOPLASIC),,
2229,1,A10BA,BIGUANIDAS (ANTIDIABETICOS ORALES),,
2557,1,N03AX,OTROS ANTIEPILEPTICOS,,
2800,1,V08CB,CONTRASTES SUPERPARAMAGNETICOS (PARA RMN),,
2238,1,A11BA,POLIVITAMINAS SOLAS,,
2051,1,08A02,"GEL,COMPRIMIDO, ÓVULO..INTRAVAGINAL",,
2079,1,23C04,ABSORBENTE INC ORINA NOC ANAT,,
2328,1,C09AA,INHIBIDORES ENZIMA CONVERTASA ANGIOTENSINA SOLOS,,
2780,1,P02CB,DERIVADOS DE PIPERAZINA (NEMATOCIDAS),,
2232,1,A10BF,INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABET. ORALES),,
2117,1,25C08,BOLSAS UROST SIST DOBLE PLAC C-ESP,,
2205,1,A04AA,ANTAGONISTAS DE LA SEROTONINA (ANTIEMETICOS),,
2347,1,D02AC,PARAFINA BLANDA Y PRODUCTOS CON GRASA,,
2738,1,B06AC,FARMACOS UTILIZADOS EN EL ANGIOEDEMA HEREDITARIO,,
2643,1,S01AD,ANTIVIRALES (OFTALMOLOGICOS),,
2489,1,J07AL,VACUNAS CONTRA NEUMOCOCO,,
2249,1,A12AA,CALCIO,,
2332,1,C09DA,ANTAGONISTAS ANGIOTENSINA II ASOC. A DIURETICOS,,
