cod_est_salud,Frequency.1,codes,spanish description,english description,comment
403,1,20840,Diagnósticos de enfermedad tejido conectivo significativo u ortopédicos con otra enfermedad significativa,,
449,1,70155,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 5,,
73,1,51382,Asma: Nivel 2,,
1061,1,55824,Síndrome de Down: Nivel 4,,
713,1,61156,Insuficiencia cardiaca y demencia: Nivel 6,,
1024,1,54414,Obesidad: Nivel 4,,
99,1,62605,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 5,,
416,1,90502,Dependencia de ventilación mecánica: Nivel 2,,
41,1,62112,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 2,,
44,1,62603,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 3,,
783,1,50741,Degeneración macular: Nivel 1,,
626,1,50141,Epilepsia: Nivel 1,,
147,1,61324,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 4,,
248,1,61154,Insuficiencia cardiaca y demencia: Nivel 4,,
739,1,53532,Sustitución de articulación: Nivel 2,,
514,1,56541,Mieloma múltiple: Nivel 1,,
597,1,70715,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 5,,
776,1,61812,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 2",,
390,1,61504,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 4,,
535,1,56651,Linfoma no Hodgkin: Nivel 1,,
887,1,70145,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 5,,
333,1,50112,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 2,,
360,1,90603,Historia de trasplante orgánico mayor: Nivel 3,,
483,1,57852,Abuso de otras sustancias significativas: Nivel 2,,
292,1,20400,"Enfermedad aguda significativa de ORL, duración más de 90 días",,
188,1,50122,Historia de accidente isquémico transitorio: Nivel 2,,
619,1,61713,Esquizofrenia y otra enfermedad moderada crónica: Nivel 3,,
270,1,86501,Neoplasia de ovario: Nivel 1,,
697,1,86504,Neoplasia de ovario: Nivel 4,,
154,1,62903,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica: Nivel 3,,
595,1,54741,Estado de trasplante renal: Nivel 1,,
937,1,31962,Diagnósticos cardiovasculares crónicos - menor: Nivel 2,,
201,1,52702,Diagnósticos gastrointestinales crónicos - moderado: Nivel 2,,
148,1,62933,Otra enfermedad dominante crónica y otra enfermedad crónica: Nivel 3,,
726,1,52381,Enfermedad vascular periférica: Nivel 1,,
897,1,53443,"Historia de fractura de cadera, edad > 64 años: Nivel 3",,
394,1,62913,Asma y otra enfermedad crónica: Nivel 3,,
1049,1,62516,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 6,,
328,1,61905,Otras dos enfermedades dominantes crónicas: Nivel 5,,
1054,1,86611,Neoplasia de proteinas plasmáticas: Nivel 1,,
580,1,10080,Diagnósticos de trauma o infección sin otra enfermedad significativa,,
872,1,57071,Tuberculosis secundaria: Nivel 1,,
259,1,61703,Esquizofrenia y otra enfermedad dominante crónica: Nivel 3,,
379,1,20740,Embarazo sin parto con otra enfermedad significativa,,
763,1,61124,Insuficiencia cardiaca y enfermedad vascular periférica: Nivel 4,,
732,1,37572,Stress crónico y diagnósticos de ansiedad: Nivel 2,,
894,1,70504,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 4,,
84,1,53541,Osteoporosis: Nivel 1,,
1050,1,62924,Abuso de drogas crónico moderado y otra enfermedad crónica: Nivel 4,,
817,1,50031,Hemiplejia adquirida: Nivel 1,,
45,1,52373,Enfermedades arteriales y venosas crónicas - mayor: Nivel 3,,
124,1,86654,Linfoma no Hodgkin: Nivel 4,,
1046,1,62505,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 5,,
35,1,51921,Hipertensión: Nivel 1,,
785,1,61114,Insuficiencia cardiaca y diabetes: Nivel 4,,
208,1,70605,Tres o más enfermedades crónicas dominantes: Nivel 5,,
225,1,86411,Neoplasias secundarias: Nivel 1,,
784,1,53911,Artritis reumatoide: Nivel 1,,
511,1,50051,Diagnósticos neurodegenerativos excepto esclerosis múltiple y Parkinson: Nivel 1,,
1079,1,4,Enfermedad crónica menor en múltiples sistemas orgánicos,,
701,1,86582,Otras neoplasias: Nivel 2,,
424,1,86474,Neoplasia de pulmón: Nivel 4,,
263,1,70601,Tres o más enfermedades crónicas dominantes: Nivel 1,,
875,1,86534,Leucemia no linfática crónica: Nivel 4,,
396,1,62504,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 4,,
23,1,62601,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 1,,
686,1,61903,Otras dos enfermedades dominantes crónicas: Nivel 3,,
577,1,51863,Fibrilación auricular: Nivel 3,,
873,1,70143,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 3,,
286,1,61722,Esquizofrenia y otra enfermedad crónica: Nivel 2,,
720,1,61311,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 1,,
406,1,86473,Neoplasia de pulmón: Nivel 3,,
1072,1,57514,Diagnósticos de salud mental crónicos - Moderado: Nivel 4,,
705,1,61213,EPOC y enfermedad coronaria avanzada: Nivel 3,,
97,1,57442,Trastornos de la alimentación: Nivel 2,,
352,1,70154,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 4,,
359,1,53112,Enfermedad hepática mayor excepto alcohólica: Nivel 2,,
202,1,57512,Diagnósticos de salud mental crónicos - Moderado: Nivel 2,,
951,1,56602,Linfoma de Hodgkin: Nivel 2,,
120,1,61405,Diabetes y enfermedad coronaria avanzada: Nivel 5,,
268,1,90404,Nutrición parenteral total: Nivel 4,,
549,1,57841,Abuso crónico de alcohol: Nivel 1,,
615,1,57431,Esquizofrenia: Nivel 1,,
815,1,54041,Úlcera cutánea crónica: Nivel 1,,
450,1,62511,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 1,,
266,1,70304,EPOC - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 4,,
964,1,55833,"Anomalías y síndromes cromosómicos, excepto Down: Nivel 3",,
912,1,33172,Enfermedades de vesícula biliar: Nivel 2,,
269,1,50042,Enfermedad cerebrovascular con infarto o hemorragia intracraneal: Nivel 2,,
309,1,70604,Tres o más enfermedades crónicas dominantes: Nivel 4,,
216,1,62102,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 2,,
652,1,37561,Diagnósticos de salud mental crónicos - menor: Nivel 1,,
274,1,61315,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 5,,
401,1,53522,Artropatía por cristales: Nivel 2,,
301,1,61814,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 4",,
622,1,86482,Neoplasia de páncreas: Nivel 2,,
553,1,86584,Otras neoplasias: Nivel 4,,
83,1,70312,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 2,,
466,1,57851,Abuso de otras sustancias significativas: Nivel 1,,
987,1,34821,Reflujo vesiculoureteral: Nivel 1,,
738,1,90503,Dependencia de ventilación mecánica: Nivel 3,,
125,1,61224,EPOC y otra enfermedad dominante crónica: Nivel 4,,
128,1,61204,EPOC y diabetes: Nivel 4,,
1043,1,61821,"Historia de fractura de cadera, edad > 64 y otra enfermedad crónica: Nivel 1",,
366,1,70103,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 3,,
885,1,53104,Enfermedad hepática alcohólica: Nivel 4,,
1038,1,57494,Depresión y otras psicosis: Nivel 4,,
122,1,70714,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 4,,
816,1,31002,Pérdida de audición crónica: Nivel 2,,
1084,1,9,Necesidades sanitarias elevadas,,
307,1,56572,Neoplasia de colon: Nivel 2,,
1069,1,55853,Trastorno generalizado del desarrollo (autismo): Nivel 3,,
1071,1,55892,Retraso en el desarrollo NOS/NEC/Mixto: Nivel 2,,
806,1,61706,Esquizofrenia y otra enfermedad dominante crónica: Nivel 6,,
844,1,61804,"Historia de fractura de cadera, edad > 64 y otra enfermedad dominante crónica: Nivel 4",,
758,1,50014,Diagnósticos neurológicos progresivos: Nivel 4,,
323,1,62312,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 2,,
16,1,61412,Diabetes y otra enfermedad dominante crónica: Nivel 2,,
461,1,62811,Neoplasia de próstata y otra enfermedad crónica: Nivel 1,,
42,1,61161,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 1,,
369,1,32442,Diagnósticos arteriales y venosos crónicos - menor: Nivel 2,,
375,1,70116,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 6,,
498,1,54744,Estado de trasplante renal: Nivel 4,,
250,1,61206,EPOC y diabetes: Nivel 6,,
456,1,70203,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 3,,
571,1,51923,Hipertensión: Nivel 3,,
142,1,62404,Otra enfermedad dominante crónica y asma: Nivel 4,,
639,1,57842,Abuso crónico de alcohol: Nivel 2,,
87,1,61433,Diabetes y otra enfermedad moderada crónica: Nivel 3,,
1026,1,55851,Trastorno generalizado del desarrollo (autismo): Nivel 1,,
829,1,62015,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 5,,
504,1,51913,Arterioesclerosis coronaria: Nivel 3,,
721,1,53451,Estenosis espinal: Nivel 1,,
163,1,37551,Depresión: Nivel 1,,
409,1,61105,EPOC e Insuficiencia cardiaca: Nivel 5,,
112,1,51381,Asma: Nivel 1,,
550,1,52691,Anomalías gastrointestinales: Nivel 1,,
559,1,37562,Diagnósticos de salud mental crónicos - menor: Nivel 2,,
895,1,86412,Neoplasias secundarias: Nivel 2,,
644,1,70102,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 2,,
481,1,33581,Diagnósticos articulares y musculoesqueléticos crónicos - menor: Nivel 1,,
679,1,62501,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 1,,
909,1,51384,Asma: Nivel 4,,
613,1,53502,Amputación y enfermedad ósea: Nivel 2,,
565,1,90601,Historia de trasplante orgánico mayor: Nivel 1,,
666,1,62802,Neoplasia de mama y otra enfermedad crónica: Nivel 2,,
881,1,70166,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 6,,
683,1,30191,Diagnósticos neuromusculares crónicos y otros diagnósticos neurológicos : Menor Nivel 1,,
448,1,70306,EPOC - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 6,,
429,1,61723,Esquizofrenia y otra enfermedad crónica: Nivel 3,,
880,1,36132,Enfermedades hematológicas crónicas - menor: Nivel 2,,
961,1,51173,Anomalías del cráneo y de los huesos faciales: Nivel 3,,
926,1,53504,Amputación y enfermedad ósea: Nivel 4,,
986,1,31952,Defectos del tabique auricular y ventricular: Nivel 2,,
673,1,62912,Asma y otra enfermedad crónica: Nivel 2,,
1025,1,55843,Retraso mental severo / profundo: Nivel 3,,
753,1,62303,Otra enfermedad dominante crónica y otra neoplasia no dominante: Nivel 3,,
339,1,70104,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 4,,
722,1,56551,Leucemia linfática aguda: Nivel 1,,
800,1,50073,Parálisis cerebral NOS: Nivel 3,,
158,1,90803,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 3,,
164,1,51333,EPOC y bronquiectasias: Nivel 3,,
1068,1,51201,Labio leporino y paladar hendido: Nivel 1,,
1020,1,54043,Úlcera cutánea crónica: Nivel 3,,
975,1,53101,Enfermedad hepática alcohólica: Nivel 1,,
707,1,62611,Enfermedad dominante crónica y otra enfermedad crónica: Nivel 1,,
807,1,53114,Enfermedad hepática mayor excepto alcohólica: Nivel 4,,
480,1,51804,Otros diagnósticos cardiovasculares - mayor: Nivel 4,,
685,1,62203,Otra enfermedad dominante crónica y neoplasia de próstata: Nivel 3,,
513,1,62113,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 3,,
189,1,53111,Enfermedad hepática mayor excepto alcohólica: Nivel 1,,
386,1,62902,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica: Nivel 2,,
137,1,61512,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 2,,
896,1,31422,Otros diagnósticos pulmonares crónicos: Nivel 2,,
71,1,70202,Diabetes - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 2,,
414,1,51834,Angina y cardiipatía isquémica: Nivel 4,,
463,1,80022,Neoplasias no dominantes primarias múltiples: Nivel 2,,
972,1,50742,Degeneración macular: Nivel 2,,
547,1,62423,Asma e hipertensión: Nivel 3,,
136,1,40001,Categorías de ECP múltiples menores: Nivel 1,,
958,1,30172,Anomalías de la marcha: Nivel 2,,
478,1,61711,Esquizofrenia y otra enfermedad moderada crónica: Nivel 1,,
373,1,50063,Enfermedad de Alzheimer y otras demencias: Nivel 3,,
458,1,51891,Historia de ACTP: Nivel 1,,
824,1,70502,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 2,,
1021,1,54044,Úlcera cutánea crónica: Nivel 4,,
48,1,61166,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 6,,
1059,1,53484,Anomalía o curvatura de columna: Nivel 4,,
91,1,70226,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 6,,
865,1,50032,Hemiplejia adquirida: Nivel 2,,
417,1,51341,Otros diagnósticos pulmonares crónicos mayores: Nivel 1,,
1067,1,91104,Fibrosis quística: Nivel 4,,
473,1,90902,Espina bífida: Nivel 2,,
702,1,61126,Insuficiencia cardiaca y enfermedad vascular periférica: Nivel 6,,
772,1,61811,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 1",,
273,1,90102,Diálisis con diabetes: Nivel 2,,
537,1,20850,"Diagnósticos gastrointestinales, hepáticos, renales o de hernia significativos con otra enfermedad significativa",,
915,1,30992,Diagnósticos de oído crónicos excepto pérdida de audición: Nivel 2,,
98,1,70013,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 3,,
630,1,62005,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 5,,
395,1,90303,Enfermedad HIV: Nivel 3,,
813,1,35231,Enfermedad inflamatoria crónica pélvica: Nivel 1,,
862,1,53143,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 3,,
357,1,34082,Neoplasias de piel: Nivel 2,,
180,1,51801,Otros diagnósticos cardiovasculares - mayor: Nivel 1,,
220,1,50023,Diagnósticos extrapiramidales: Nivel 3,,
924,1,35921,Enfermedades del desarrollo del lenguaje: Nivel 1,,
1035,1,57443,Trastornos de la alimentación: Nivel 3,,
493,1,70115,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 5,,
169,1,61624,Demencia y otra enfermedad crónica: Nivel 4,,
833,1,56073,Trastornos de la coagulación: Nivel 3,,
572,1,35242,"Infertilidad, mujer: Nivel 2",,
1045,1,62425,Asma e hipertensión: Nivel 5,,
365,1,61106,EPOC e Insuficiencia cardiaca: Nivel 6,,
423,1,62016,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica : Nivel 6,,
866,1,51774,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 4,,
568,1,86484,Neoplasia de páncreas: Nivel 4,,
119,1,20300,"Enfermedad aguda significativa, excluyendo ORL",,
1011,1,53444,"Historia de fractura de cadera, edad > 64 años: Nivel 4",,
922,1,57853,Abuso de otras sustancias significativas: Nivel 3,,
139,1,62812,Neoplasia de próstata y otra enfermedad crónica: Nivel 2,,
210,1,86644,Neoplasia genitourinaria: Nivel 4,,
246,1,54781,Anomalías de riñón o tracto urinario: Nivel 1,,
532,1,10120,"Diagnósticos cardiovasculares, pulmonares u otros diagnósticos vasculares sin otra enfermedad significativa",,
540,1,61242,EPOC e hipertensión: Nivel 2,,
677,1,70164,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 4,,
1006,1,51914,Arterioesclerosis coronaria: Nivel 4,,
728,1,20200,"Enfermedad aguda significativa, duración más de 90 días, excluyendo ORL",,
905,1,50033,Hemiplejia adquirida: Nivel 3,,
440,1,86543,Mieloma múltiple: Nivel 3,,
495,1,54782,Anomalías de riñón o tracto urinario: Nivel 2,,
599,1,10140,Diagnósticos de enfermedad tejido conectivo significativo u ortopédicos sin otra enfermedad significativa,,
1029,1,56052,Enfermedades inmunes y leucocitarias: Nivel 2,,
690,1,70165,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 5,,
172,1,57843,Abuso crónico de alcohol: Nivel 3,,
545,1,57493,Depresión y otras psicosis: Nivel 3,,
657,1,86632,Neoplasia de prostata: Nivel 2,,
852,1,86631,Neoplasia de prostata: Nivel 1,,
353,1,70024,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 4,,
688,1,70224,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 4,,
187,1,53912,Artritis reumatoide: Nivel 2,,
470,1,53902,Enfermedades del tejido conectivo y vasculitis: Nivel 2,,
487,1,51802,Otros diagnósticos cardiovasculares - mayor: Nivel 2,,
11,1,70221,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 1,,
997,1,50144,Epilepsia: Nivel 4,,
143,1,62702,Otras dos enfermedades crónicas moderadas: Nivel 2,,
555,1,52703,Diagnósticos gastrointestinales crónicos - moderado: Nivel 3,,
344,1,90804,Cuadriplejia adquirida o estado vegetativo permanente: Nivel 4,,
988,1,34822,Reflujo vesiculoureteral: Nivel 2,,
213,1,51791,Insuficiencia cardiaca: Nivel 1,,
935,1,86414,Neoplasias secundarias: Nivel 4,,
267,1,62613,Enfermedad dominante crónica y otra enfermedad crónica: Nivel 3,,
289,1,61424,Diabetes y asma: Nivel 4,,
623,1,61201,EPOC y diabetes: Nivel 1,,
1065,1,62426,Asma e hipertensión: Nivel 6,,
393,1,70235,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 5,,
264,1,52701,Diagnósticos gastrointestinales crónicos - moderado: Nivel 1,,
551,1,86511,Neoplasia de aparato digestivo: Nivel 1,,
453,1,62934,Otra enfermedad dominante crónica y otra enfermedad crónica: Nivel 4,,
882,1,30792,Cataratas: Nivel 2,,
159,1,62101,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 1,,
517,1,61622,Demencia y otra enfermedad crónica: Nivel 2,,
932,1,53514,Discopatía y otros diagnósticos crónicos de espalda: Nivel 4,,
465,1,35252,Otros diagnósticos ginecológicos crónicos: Nivel 2,,
913,1,54793,Diagnósticos genitourinarios crónicos: Nivel 3,,
957,1,86601,Linfoma de Hodgkin: Nivel 1,,
503,1,86573,Neoplasia de colón: Nivel 3,,
442,1,35241,"Infertilidad, mujer: Nivel 1",,
335,1,20800,Diagnósticos de neoplasia con otra enfermedad significativa,,
681,1,62914,Asma y otra enfermedad crónica: Nivel 4,,
719,1,61113,Insuficiencia cardiaca y diabetes: Nivel 3,,
356,1,62311,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 1,,
1051,1,70415,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 5,,
55,1,62313,Otra neoplasia no dominante y otra enfermedad moderada crónica: Nivel 3,,
482,1,80012,Neoplasias dominantes primarias múltiples: Nivel 2,,
303,1,62923,Abuso de drogas crónico moderado y otra enfermedad crónica: Nivel 3,,
818,1,91101,Fibrosis quística: Nivel 1,,
693,1,20780,Diagnósticos de trauma o infección con otra enfermedad significativa,,
110,1,61515,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 5,,
648,1,37552,Depresión: Nivel 2,,
900,1,62416,Asma y otra enfermedad moderada crónica: Nivel 6,,
971,1,90403,Nutrición parenteral total: Nivel 3,,
981,1,56562,Leucemia no linfática aguda: Nivel 2,,
68,1,62701,Otras dos enfermedades crónicas moderadas: Nivel 1,,
755,1,50062,Enfermedad de Alzheimer y otras demencias: Nivel 2,,
25,1,56621,Neoplasia de mama: Nivel 1,,
489,1,86642,Neoplasia genitourinaria: Nivel 2,,
839,1,50133,Enfermedad cerebrovascular sin infarto: Nivel 3,,
1037,1,57484,"Trastornos de la conducta, del control de los impulsos y del comportamiento : Nivel 4",,
676,1,61214,EPOC y enfermedad coronaria avanzada: Nivel 4,,
94,1,70234,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 4,,
13,1,61205,EPOC y diabetes: Nivel 5,,
883,1,53432,"Diagnósticos congénitos mayores de hueso, cartílago y músculo: Nivel 2",,
684,1,62002,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 2,,
731,1,61325,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 5,,
927,1,10070,Recién nacido sin otra enfermedad significativa,,
1047,1,62506,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 6,,
966,1,56542,Mieloma múltiple: Nivel 2,,
759,1,57832,Abuso de opioides: Nivel 2,,
724,1,52382,Enfermedad vascular periférica: Nivel 2,,
890,1,53533,Sustitución de articulación: Nivel 3,,
1083,1,8,"Neoplasias dominantes, metastásicas y complicadas",,
642,1,37571,Stress crónico y diagnósticos de ansiedad: Nivel 1,,
231,1,90104,Diálisis con diabetes: Nivel 4,,
2,1,54241,Diabetes: Nivel 1,,
392,1,70716,Diabetes - Hipertensión - Otra enfermedad crónica dominante: Nivel 6,,
973,1,56062,Anemia de células falciformes: Nivel 2,,
6,1,53141,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 1,,
661,1,55882,Retraso mental leve / moderado: Nivel 2,,
542,1,62706,Otras dos enfermedades crónicas moderadas: Nivel 6,,
354,1,61904,Otras dos enfermedades dominantes crónicas: Nivel 4,,
751,1,86561,Leucemia no linfática aguda: Nivel 1,,
74,1,20730,Parto sin complicaciones con otra enfermedad significativa,,
222,1,61174,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 4,,
430,1,62214,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 4,,
1036,1,57444,Trastornos de la alimentación: Nivel 4,,
510,1,61716,Esquizofrenia y otra enfermedad moderada crónica: Nivel 6,,
918,1,31012,Otros diagnósticos crónicos de ORL: Nivel 2,,
311,1,86614,Neoplasia de proteinas plasmáticas: Nivel 4,,
796,1,56571,Neoplasia de colon: Nivel 1,,
906,1,51893,Historia de ACTP: Nivel 3,,
380,1,91004,Distrofia muscular progresiva o atrofia espinal muscular: Nivel 4,,
411,1,61901,Otras dos enfermedades dominantes crónicas: Nivel 1,,
523,1,86651,Linfoma no Hodgkin: Nivel 1,,
334,1,61815,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 5",,
308,1,57434,Esquizofrenia: Nivel 4,,
578,1,86634,Neoplasia de prostata: Nivel 4,,
771,1,62421,Asma e hipertensión: Nivel 1,,
692,1,55881,Retraso mental leve / moderado: Nivel 1,,
8,1,61611,Demencia y otra enfermedad moderada crónica: Nivel 1,,
330,1,10130,Diagnósticos de enfermedad mental mayor o abuso de drogas sin otra enfermedad significativa,,
384,1,51881,Historia de by-pass coronario: Nivel 1,,
752,1,30182,Migraña: Nivel 2,,
389,1,61334,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
347,1,90201,Diálisis sin diabetes: Nivel 1,,
145,1,50751,"Ceguera, pérdida de visión y diagnósticos oculares crónicos -Mayor/moderado: Nivel 1",,
768,1,30991,Diagnósticos de oído crónicos excepto pérdida de audición: Nivel 1,,
253,1,86463,Neoplasias de cerebro y SNC: Nivel 3,,
670,1,62013,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 3,,
1001,1,51323,Anomalías respiratorias mayores: Nivel 3,,
497,1,32742,Diagnósticos gastrointestinales crónicos - menor: Nivel 2,,
519,1,86544,Mieloma múltiple: Nivel 4,,
316,1,61416,Diabetes y otra enfermedad dominante crónica: Nivel 6,,
830,1,62006,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 6,,
160,1,61446,Diabetes e hipertensión: Nivel 6,,
991,1,37892,Diagnósticos relacionados con el abuso de drogas: Nivel 2,,
444,1,80021,Neoplasias no dominantes primarias múltiples: Nivel 1,,
914,1,51882,Historia de by-pass coronario: Nivel 2,,
780,1,53481,Anomalía o curvatura de columna: Nivel 1,,
476,1,61452,Diabetes y otra enfermedad crónica: Nivel 2,,
660,1,70131,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 1,,
600,1,54772,Nefritis: Nivel 2,,
934,1,70405,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 5,,
809,1,53903,Enfermedades del tejido conectivo y vasculitis: Nivel 3,,
244,1,51912,Arterioesclerosis coronaria: Nivel 2,,
994,1,50054,Diagnósticos neurodegenerativos excepto esclerosis múltiple y Parkinson: Nivel 4,,
310,1,10020,Parto con complicaciones sin otra enfermedad significativa,,
612,1,52383,Enfermedad vascular periférica: Nivel 3,,
656,1,61141,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 1,,
995,1,50103,Hidrocefalia y otras anomalías cerebrales: Nivel 3,,
696,1,86621,Neoplasia de mama: Nivel 1,,
795,1,61425,Diabetes y asma: Nivel 5,,
855,1,51321,Anomalías respiratorias mayores: Nivel 1,,
271,1,34832,Infecciones recurrentes del tracto urinario: Nivel 2,,
239,1,86413,Neoplasias secundarias: Nivel 3,,
814,1,86461,Neoplasias de cerebro y SNC: Nivel 1,,
916,1,51784,Otros diagnósticos cardiacos congénitos mayores excepto valvulares: Nivel 4,,
88,1,61233,EPOC y otra enfermedad moderada crónica: Nivel 3,,
329,1,53491,"Deformidades de pélvis, cadera y fémur: Nivel 1",,
950,1,90904,Espina bífida: Nivel 4,,
998,1,50744,Degeneración macular: Nivel 4,,
18,1,70124,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 4,,
765,1,70213,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 3,,
280,1,70703,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 3,,
735,1,51911,Arterioesclerosis coronaria: Nivel 1,,
106,1,40002,Categorías de ECP múltiples menores: Nivel 2,,
17,1,70706,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 6,,
603,1,86521,Leucemia linfática crónica: Nivel 1,,
801,1,86552,Leucemia linfática aguda: Nivel 2,,
884,1,91103,Fibrosis quística: Nivel 3,,
665,1,80023,Neoplasias no dominantes primarias múltiples: Nivel 3,,
993,1,50053,Diagnósticos neurodegenerativos excepto esclerosis múltiple y Parkinson: Nivel 3,,
1081,1,6,Enfermedad significativa crónica en múltiples sistemas orgánicos,,
499,1,61902,Otras dos enfermedades dominantes crónicas: Nivel 2,,
178,1,61171,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 1,,
589,1,61253,"EPOC y otra enfermedad crónica, Nivel 2",,
982,1,53914,Artritis reumatoide: Nivel 4,,
277,1,86462,Neoplasias de cerebro y SNC: Nivel 2,,
332,1,53521,Artropatía por cristales: Nivel 1,,
832,1,37891,Diagnósticos relacionados con el abuso de drogas: Nivel 1,,
492,1,70026,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 6,,
165,1,90504,Dependencia de ventilación mecánica: Nivel 4,,
512,1,51334,EPOC y bronquiectasias: Nivel 4,,
708,1,62001,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 1,,
