cod_est_salud,Frequency.4,codes,spanish description,english description,comment
54053,1,1022,Diagnósticos significativos de piel y tejido subcutáneo: Nivel 3,,
61201,1,623,EPOC y diabetes: Nivel 1,,
57511,1,775,Diagnósticos de salud mental crónicos - Moderado: Nivel 1,,
61724,1,822,Esquizofrenia y otra enfermedad crónica: Nivel 4,,
54734,1,338,Insuficiencia renal crónica: Nivel 4,,
51884,1,908,Historia de by-pass coronario: Nivel 1,,
10040,1,367,Embarazo sin parto sin otra enfermedad significativa,,
20800,1,335,Diagnósticos de neoplasia con otra enfermedad significativa,,
70014,1,129,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 4,,
61125,1,230,Insuficiencia cardiaca y enfermedad vascular periférica: Nivel 5,,
53902,1,470,Enfermedades del tejido conectivo y vasculitis: Nivel 2,,
86502,1,144,Neoplasia de ovario: Nivel 2,,
61204,1,128,EPOC y diabetes: Nivel 4,,
61226,1,121,EPOC y otra enfermedad dominante crónica: Nivel 6,,
70021,1,586,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 1,,
10030,1,563,Parto sin complicaciones sin otra enfermedad significativa,,
61713,1,619,Esquizofrenia y otra enfermedad moderada crónica: Nivel 3,,
86624,1,305,Neoplasia de mama: Nivel 4,,
61104,1,207,EPOC e Insuficiencia cardiaca: Nivel 4,,
50074,1,1055,Parálisis cerebral NOS: Nivel 4,,
50111,1,675,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 1,,
61316,1,378,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 6,,
56052,1,1029,Enfermedades inmunes y leucocitarias: Nivel 2,,
70133,1,200,Insuficiencia cardiaca - EPOC - Otra enfermedad crónica dominante: Nivel 3,,
86551,1,835,Leucemia linfática aguda: Nivel 1,,
70141,1,965,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 1,,
20860,1,700,Diagnósticos de diabetes con otra enfermedad significativa,,
61702,1,363,Esquizofrenia y otra enfermedad dominante crónica: Nivel 2,,
30181,1,219,Migraña: Nivel 1,,
86631,1,852,Neoplasia de prostata: Nivel 1,,
55853,1,1069,Trastorno generalizado del desarrollo (autismo): Nivel 3,,
61244,1,779,EPOC e hipertensión: Nivel 4,,
62702,1,143,Otras dos enfermedades crónicas moderadas: Nivel 2,,
31012,1,918,Otros diagnósticos crónicos de ORL: Nivel 2,,
51893,1,906,Historia de ACTP: Nivel 3,,
86652,1,672,Linfoma no Hodgkin: Nivel 2,,
35251,1,570,Otros diagnósticos ginecológicos crónicos: Nivel 1,,
53491,1,329,"Deformidades de pélvis, cadera y fémur: Nivel 1",,
61224,1,125,EPOC y otra enfermedad dominante crónica: Nivel 4,,
50742,1,972,Degeneración macular: Nivel 2,,
70226,1,91,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 6,,
62922,1,748,Abuso de drogas crónico moderado y otra enfermedad crónica: Nivel 2,,
50033,1,905,Hemiplejia adquirida: Nivel 3,,
70144,1,842,Insuficiencia cardiaca - Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 4,,
54393,1,1023,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 3,,
86512,1,591,Neoplasia de aparato digestivo: Nivel 2,,
52703,1,555,Diagnósticos gastrointestinales crónicos - moderado: Nivel 3,,
90101,1,699,Diálisis con diabetes: Nivel 1,,
57514,1,1072,Diagnósticos de salud mental crónicos - Moderado: Nivel 4,,
56072,1,941,Trastornos de la coagulación: Nivel 2,,
86531,1,919,Leucemia no linfática crónica: Nivel 1,,
10020,1,310,Parto con complicaciones sin otra enfermedad significativa,,
53941,1,561,Espondiloartropatía y otras artropatías inflamatorias: Nivel 1,,
61172,1,743,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 2,,
56571,1,796,Neoplasia de colon: Nivel 1,,
53482,1,69,Anomalía o curvatura de columna: Nivel 2,,
86572,1,617,Neoplasia de colón: Nivel 2,,
51872,1,509,Arritmias cardiacas y trastornos de la conducción: Nivel 2,,
61704,1,496,Esquizofrenia y otra enfermedad dominante crónica: Nivel 4,,
62416,1,900,Asma y otra enfermedad moderada crónica: Nivel 6,,
34821,1,987,Reflujo vesiculoureteral: Nivel 1,,
61431,1,454,Diabetes y otra enfermedad moderada crónica: Nivel 1,,
20810,1,227,Diagnósticos neurológicos significativos con otra enfermedad significativa,,
51793,1,240,Insuficiencia cardiaca: Nivel 3,,
51834,1,414,Angina y cardiipatía isquémica: Nivel 4,,
90601,1,565,Historia de trasplante orgánico mayor: Nivel 1,,
61211,1,224,EPOC y enfermedad coronaria avanzada: Nivel 1,,
50144,1,997,Epilepsia: Nivel 4,,
86554,1,325,Leucemia linfática aguda: Nivel 4,,
61504,1,390,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 4,,
51772,1,945,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 2,,
90302,1,182,Enfermedad HIV: Nivel 2,,
57434,1,308,Esquizofrenia: Nivel 4,,
10070,1,927,Recién nacido sin otra enfermedad significativa,,
62704,1,115,Otras dos enfermedades crónicas moderadas: Nivel 4,,
86651,1,523,Linfoma no Hodgkin: Nivel 1,,
51911,1,735,Arterioesclerosis coronaria: Nivel 1,,
70314,1,460,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 4,,
54041,1,815,Úlcera cutánea crónica: Nivel 1,,
53431,1,786,"Diagnósticos congénitos mayores de hueso, cartílago y músculo: Nivel 1",,
61711,1,478,Esquizofrenia y otra enfermedad moderada crónica: Nivel 1,,
51202,1,848,Labio leporino y paladar hendido: Nivel 2,,
53513,1,764,Discopatía y otros diagnósticos crónicos de espalda: Nivel 3,,
20500,1,15,Enfermedad aguda significativa de ORL,,
61902,1,499,Otras dos enfermedades dominantes crónicas: Nivel 2,,
70126,1,43,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 6,,
61232,1,318,EPOC y otra enfermedad moderada crónica: Nivel 2,,
70225,1,275,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 5,,
61332,1,433,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
31422,1,896,Otros diagnósticos pulmonares crónicos: Nivel 2,,
61806,1,477,"Historia de fractura de cadera, edad > 64 y otra enfermedad dominante crónica: Nivel 6",,
53492,1,874,"Deformidades de pélvis, cadera y fémur: Nivel 2",,
35242,1,572,"Infertilidad, mujer: Nivel 2",,
57432,1,203,Esquizofrenia: Nivel 2,,
61203,1,625,EPOC y diabetes: Nivel 3,,
54241,1,2,Diabetes: Nivel 1,,
54423,1,199,"Diagnósticos endocrinos, nutricionales, hidroelectrolíticos e inmunes crónicos - Moderado: Nivel 3",,
70305,1,845,EPOC - Enfermedad coronaria avanzada - Otra enfermedad crónica dominante: Nivel 5,,
61412,1,16,Diabetes y otra enfermedad dominante crónica: Nivel 2,,
56073,1,833,Trastornos de la coagulación: Nivel 3,,
57484,1,1037,"Trastornos de la conducta, del control de los impulsos y del comportamiento : Nivel 4",,
55822,1,983,Síndrome de Down: Nivel 2,,
56601,1,860,Linfoma de Hodgkin: Nivel 1,,
61005,1,104,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 5,,
53432,1,883,"Diagnósticos congénitos mayores de hueso, cartílago y músculo: Nivel 2",,
40001,1,136,Categorías de ECP múltiples menores: Nivel 1,,
30791,1,791,Cataratas: Nivel 1,,
62421,1,771,Asma e hipertensión: Nivel 1,,
70212,1,501,Diabetes - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 2,,
52373,1,45,Enfermedades arteriales y venosas crónicas - mayor: Nivel 3,,
50044,1,566,Enfermedad cerebrovascular con infarto o hemorragia intracraneal: Nivel 4,,
61333,1,663,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
61131,1,933,Insuficiencia cardiaca y enfermedad cerebrovascular: Nivel 1,,
62605,1,99,Enfermedad dominante crónica y una o más enfermedades moderadas crónicas: Nivel 5,,
70016,1,102,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 6,,
56074,1,1030,Trastornos de la coagulación: Nivel 4,,
61123,1,867,Insuficiencia cardiaca y enfermedad vascular periférica: Nivel 3,,
20740,1,379,Embarazo sin parto con otra enfermedad significativa,,
30792,1,882,Cataratas: Nivel 2,,
70123,1,117,Insuficiencia cardiaca - Diabetes - Otra enfermedad crónica dominante: Nivel 3,,
56104,1,1031,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 4,,
53141,1,6,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 1,,
86561,1,751,Leucemia no linfática aguda: Nivel 1,,
57493,1,545,Depresión y otras psicosis: Nivel 3,,
61323,1,9,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 3,,
61252,1,297,"EPOC y otra enfermedad crónica, Nivel 2",,
50131,1,228,Enfermedad cerebrovascular sin infarto: Nivel 1,,
56102,1,287,Diagnósticos hematológicos crónicos e inmunes - Moderado: Nivel 2,,
61326,1,27,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 6,,
37541,1,582,Déficit de atención / Hiperactividad: Nivel 1,,
51832,1,7,Angina y cardiipatía isquémica: Nivel 2,,
53112,1,359,Enfermedad hepática mayor excepto alcohólica: Nivel 2,,
37562,1,559,Diagnósticos de salud mental crónicos - menor: Nivel 2,,
61325,1,731,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 5,,
62213,1,251,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 3,,
35112,1,989,"Enfermedad prostática, infertilidad y neoplasias benignas, varones: Nivel 2",,
86493,1,391,Neoplasia renal: Nivel 3,,
80014,1,803,Neoplasias dominantes primarias múltiples: Nivel 4,,
62004,1,618,Otra enfermedad dominante crónica y enfermedad psiquiátrica (excepto esquizofrenia): Nivel 4,,
70705,1,33,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 5,,
86484,1,568,Neoplasia de páncreas: Nivel 4,,
90702,1,536,"Cuadriplejia, diplejia o hemiplejia congénita: Nivel 2",,
36981,1,434,Neoplasias de comportamiento incierto: Nivel 1,,
62902,1,386,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad crónica: Nivel 2,,
61142,1,455,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 2,,
61115,1,733,Insuficiencia cardiaca y diabetes: Nivel 5,,
34092,1,602,Psoriasis: Nivel 2,,
57861,1,788,Abuso de drogas - Cannabis/NOS/NEC: Nivel 1,,
61811,1,772,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 1",,
86613,1,637,Neoplasia de proteinas plasmáticas: Nivel 3,,
91103,1,884,Fibrosis quística: Nivel 3,,
53453,1,418,Estenosis espinal: Nivel 3,,
54414,1,1024,Obesidad: Nivel 4,,
61101,1,834,EPOC e Insuficiencia cardiaca: Nivel 1,,
35921,1,924,Enfermedades del desarrollo del lenguaje: Nivel 1,,
53913,1,153,Artritis reumatoide: Nivel 3,,
61424,1,289,Diabetes y asma: Nivel 4,,
20820,1,402,"Diagnósticos cardiovasculares, pulmonares u otros diagnósticos vasculares con otra enfermedad significativa",,
62506,1,1047,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 6,,
62102,1,216,Otra enfermedad dominante crónica y neoplasia de mama: Nivel 2,,
54424,1,730,"Diagnósticos endocrinos, nutricionales, hidroelectrolíticos e inmunes crónicos - Moderado: Nivel 3",,
10090,1,166,Diagnósticos catastróficos sin otra enfermedad significativa,,
30191,1,683,Diagnósticos neuromusculares crónicos y otros diagnósticos neurológicos : Menor Nivel 1,,
61302,1,54,Enfermedad cerebrovascular y diabetes: Nivel 2,,
90603,1,360,Historia de trasplante orgánico mayor: Nivel 3,,
50041,1,24,Enfermedad cerebrovascular con infarto o hemorragia intracraneal: Nivel 1,,
86622,1,445,Neoplasia de mama: Nivel 2,,
61403,1,146,Diabetes y enfermedad coronaria avanzada: Nivel 3,,
62914,1,681,Asma y otra enfermedad crónica: Nivel 4,,
61223,1,34,EPOC y otra enfermedad dominante crónica: Nivel 3,,
62801,1,754,Neoplasia de mama y otra enfermedad crónica: Nivel 1,,
70502,1,824,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 2,,
34091,1,195,Psoriasis: Nivel 1,,
51342,1,252,Otros diagnósticos pulmonares crónicos mayores: Nivel 2,,
50133,1,839,Enfermedad cerebrovascular sin infarto: Nivel 3,,
61501,1,717,Enfermedad coronaria avanzada y otra enfermedad dominante crónica: Nivel 1,,
70414,1,952,Enfermedad coronaria avanzada - Dos o más enfermedades crónicas dominantes: Nivel 4,,
53454,1,1012,Estenosis espinal: Nivel 4,,
70151,1,3,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 1,,
61906,1,533,Otras dos enfermedades dominantes crónicas: Nivel 6,,
86601,1,957,Linfoma de Hodgkin: Nivel 1,,
61145,1,349,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 5,,
52412,1,502,Varices en piernas con úlceras o inflamación: Nivel 2,,
61254,1,557,"EPOC y otra enfermedad crónica, Nivel 2",,
86611,1,1054,Neoplasia de proteinas plasmáticas: Nivel 1,,
55831,1,658,"Anomalías y síndromes cromosómicos, excepto Down: Nivel 1",,
80024,1,606,Neoplasias no dominantes primarias múltiples: Nivel 4,,
54742,1,215,Estado de trasplante renal: Nivel 2,,
86632,1,657,Neoplasia de prostata: Nivel 2,,
40002,1,106,Categorías de ECP múltiples menores: Nivel 2,,
57063,1,1064,Infecciones crónicas excepto tuberculosis: Nivel 3,,
55841,1,767,Retraso mental severo / profundo: Nivel 1,,
53531,1,300,Sustitución de articulación: Nivel 1,,
70602,1,691,Tres o más enfermedades crónicas dominantes: Nivel 2,,
33571,1,236,Ostroartritis: Nivel 1,,
61413,1,636,Diabetes y otra enfermedad dominante crónica: Nivel 3,,
50102,1,857,Hidrocefalia y otras anomalías cerebrales: Nivel 2,,
61451,1,152,Diabetes y otra enfermedad crónica: Nivel 1,,
62214,1,430,Neoplasia de próstata y otra enfermedad moderada crónica: Nivel 4,,
61513,1,92,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 3,,
70114,1,452,Insuficiencia cardiaca - Diabetes - Enfermedad cerebrovascular: Nivel 4,,
55823,1,858,Síndrome de Down: Nivel 3,,
61243,1,596,EPOC e hipertensión: Nivel 3,,
54391,1,443,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 1,,
62934,1,453,Otra enfermedad dominante crónica y otra enfermedad crónica: Nivel 4,,
50141,1,626,Epilepsia: Nivel 1,,
86574,1,419,Neoplasia de colón: Nivel 4,,
50061,1,718,Enfermedad de Alzheimer y otras demencias: Nivel 1,,
86654,1,124,Linfoma no Hodgkin: Nivel 4,,
62504,1,396,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 4,,
40003,1,46,Categorías de ECP múltiples menores: Nivel 3,,
56561,1,534,Leucemia no linfática aguda: Nivel 1,,
31001,1,593,Pérdida de audición crónica: Nivel 1,,
57491,1,528,Depresión y otras psicosis: Nivel 1,,
50032,1,865,Hemiplejia adquirida: Nivel 2,,
53523,1,1014,Artropatía por cristales: Nivel 3,,
37552,1,648,Depresión: Nivel 2,,
35252,1,465,Otros diagnósticos ginecológicos crónicos: Nivel 2,,
90304,1,176,Enfermedad HIV: Nivel 4,,
86643,1,651,Neoplasia genitourinaria: Nivel 3,,
51831,1,235,Angina y cardiipatía isquémica: Nivel 1,,
57442,1,97,Trastornos de la alimentación: Nivel 2,,
70155,1,449,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 5,,
35111,1,608,"Enfermedad prostática, infertilidad y neoplasias benignas, varones: Nivel 1",,
61602,1,790,Demencia y otra enfermedad dominante crónica: Nivel 2,,
35102,1,295,Hiperplasia benigna de próstata: Nivel 2,,
61206,1,250,EPOC y diabetes: Nivel 6,,
53914,1,982,Artritis reumatoide: Nivel 4,,
61171,1,178,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 1,,
57473,1,541,trastornos bipolares: Nivel 3,,
57821,1,777,Abuso de cocaina: Nivel 1,,
86414,1,935,Neoplasias secundarias: Nivel 4,,
86614,1,311,Neoplasia de proteinas plasmáticas: Nivel 4,,
10140,1,599,Diagnósticos de enfermedad tejido conectivo significativo u ortopédicos sin otra enfermedad significativa,,
51321,1,855,Anomalías respiratorias mayores: Nivel 1,,
62013,1,670,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 3,,
50054,1,994,Diagnósticos neurodegenerativos excepto esclerosis múltiple y Parkinson: Nivel 4,,
50064,1,302,Enfermedad de Alzheimer y otras demencias: Nivel 4,,
53444,1,1011,"Historia de fractura de cadera, edad > 64 años: Nivel 4",,
50013,1,312,Diagnósticos neurológicos progresivos: Nivel 3,,
57061,1,370,Infecciones crónicas excepto tuberculosis: Nivel 1,,
86503,1,95,Neoplasia de ovario: Nivel 3,,
61174,1,222,Insuficiencia cardiaca y otra enfermedad crónica: Nivel 4,,
70233,1,174,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 3,,
54781,1,246,Anomalías de riñón o tracto urinario: Nivel 1,,
50142,1,529,Epilepsia: Nivel 2,,
57443,1,1035,Trastornos de la alimentación: Nivel 3,,
70606,1,850,Tres o más enfermedades crónicas dominantes: Nivel 6,,
53441,1,260,"Historia de fractura de cadera, edad > 64 años: Nivel 1",,
61002,1,107,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 2,,
62513,1,486,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 3,,
51922,1,20,Hipertensión: Nivel 2,,
57822,1,229,Abuso de cocaina: Nivel 2,,
53143,1,862,Trastornos pancreáticos y hepáticos crónicos - Moderado: Nivel 3,,
56952,1,931,Neoplasia NOS/NEC: Nivel 1,,
70166,1,881,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 6,,
54794,1,962,Diagnósticos genitourinarios crónicos: Nivel 4,,
86603,1,899,Linfoma de Hodgkin: Nivel 3,,
54392,1,435,Diagnósticos endocrinos y metabólicos crónicos - Mayor: Nivel 2,,
61251,1,594,"EPOC y otra enfermedad crónica, Nivel 2",,
54051,1,500,Diagnósticos significativos de piel y tejido subcutáneo: Nivel 1,,
51771,1,462,Anomalías cardiacas septales mayores y cianóticas complejas: Nivel 1,,
20830,1,741,Diagnósticos de enfermedad mental mayor o abuso de drogas con otra enfermedad significativa,,
86481,1,276,Neoplasia de páncreas: Nivel 1,,
62512,1,197,Abuso de drogas crónico moderado y otra enfermedad moderada crónica: Nivel 2,,
70023,1,628,Insuficiencia renal crónica - Dos o más enfermedades crónicas dominantes: Nivel 3,,
57472,1,668,trastornos bipolares: Nivel 2,,
61603,1,634,Demencia y otra enfermedad dominante crónica: Nivel 3,,
51864,1,902,Fibrilación auricular: Nivel 4,,
51173,1,961,Anomalías del cráneo y de los huesos faciales: Nivel 3,,
61103,1,641,EPOC e Insuficiencia cardiaca: Nivel 3,,
61321,1,37,Enfermedad cerebrovascular y otra enfermedad moderada crónica: Nivel 1,,
61813,1,484,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 3",,
70015,1,132,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 5,,
53524,1,1015,Artropatía por cristales: Nivel 4,,
62701,1,68,Otras dos enfermedades crónicas moderadas: Nivel 1,,
70312,1,83,EPOC - Dos o más enfermedades crónicas dominantes: Nivel 2,,
57471,1,592,trastornos bipolares: Nivel 1,,
51873,1,457,Arritmias cardiacas y trastornos de la conducción: Nivel 3,,
62015,1,829,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 5,,
57863,1,425,Abuso de drogas - Cannabis/NOS/NEC: Nivel 3,,
70221,1,11,Diabetes - EPOC- Otra enfermedad crónica dominante: Nivel 1,,
55821,1,190,Síndrome de Down: Nivel 1,,
56061,1,944,Anemia de células falciformes: Nivel 1,,
50134,1,996,Enfermedad cerebrovascular sin infarto: Nivel 4,,
50113,1,821,Diagnósticos neuromusculares crónicos/Otros diagnósticos neurológicos - Moderado: Nivel 3,,
2,1,1077,Historia de enfermedad aguda significativa,,
54743,1,282,Estado de trasplante renal: Nivel 3,,
61212,1,703,EPOC y enfermedad coronaria avanzada: Nivel 2,,
61315,1,274,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 5,,
6,1,1081,Enfermedad significativa crónica en múltiples sistemas orgánicos,,
51801,1,180,Otros diagnósticos cardiovasculares - mayor: Nivel 1,,
62303,1,753,Otra enfermedad dominante crónica y otra neoplasia no dominante: Nivel 3,,
56632,1,114,Neoplasia de próstata: Nivel 2,,
50104,1,1056,Hidrocefalia y otras anomalías cerebrales: Nivel 4,,
50101,1,525,Hidrocefalia y otras anomalías cerebrales: Nivel 1,,
34102,1,849,Diagnósticos crónicos de piel - menor: Nivel 2,,
61233,1,88,EPOC y otra enfermedad moderada crónica: Nivel 3,,
61905,1,328,Otras dos enfermedades dominantes crónicas: Nivel 5,,
70106,1,774,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 6,,
50023,1,220,Diagnósticos extrapiramidales: Nivel 3,,
86532,1,304,Leucemia no linfática crónica: Nivel 2,,
51784,1,916,Otros diagnósticos cardiacos congénitos mayores excepto valvulares: Nivel 4,,
70706,1,17,Diabetes - Enfermedad cerebrovascular - Hipertensión: Nivel 6,,
62912,1,673,Asma y otra enfermedad crónica: Nivel 2,,
61705,1,889,Esquizofrenia y otra enfermedad dominante crónica: Nivel 5,,
57832,1,759,Abuso de opioides: Nivel 2,,
62822,1,792,Otra neoplasia no dominante y otra enfermedad crónica: Nivel 2,,
80021,1,444,Neoplasias no dominantes primarias múltiples: Nivel 1,,
53484,1,1059,Anomalía o curvatura de columna: Nivel 4,,
8,1,1083,"Neoplasias dominantes, metastásicas y complicadas",,
30781,1,355,Glaucoma: Nivel 1,,
61334,1,389,"Enfermedad cerebrovascular y otra enfermedad crónica, Nivel 2",,
70163,1,745,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 3,,
54733,1,226,Insuficiencia renal crónica: Nivel 3,,
62016,1,423,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica : Nivel 6,,
61216,1,217,EPOC y enfermedad coronaria avanzada: Nivel 6,,
86514,1,667,Neoplasia de aparato digestivo: Nivel 4,,
55851,1,1026,Trastorno generalizado del desarrollo (autismo): Nivel 1,,
61901,1,411,Otras dos enfermedades dominantes crónicas: Nivel 1,,
61312,1,614,Enfermedad cerebrovascular y otra enfermedad dominante crónica: Nivel 2,,
61205,1,13,EPOC y diabetes: Nivel 5,,
32731,1,413,Úlceras crónicas: Nivel 1,,
57823,1,399,Abuso de cocaina: Nivel 3,,
50043,1,361,Enfermedad cerebrovascular con infarto o hemorragia intracraneal: Nivel 3,,
61163,1,96,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 3,,
57824,1,974,Abuso de cocaina: Nivel 4,,
50741,1,783,Degeneración macular: Nivel 1,,
61815,1,334,"Historia de fractura de cadera, edad > 64 y otra enfermedad moderada crónica: Nivel 5",,
53543,1,191,Osteoporosis: Nivel 3,,
62426,1,1065,Asma e hipertensión: Nivel 6,,
36132,1,880,Enfermedades hematológicas crónicas - menor: Nivel 2,,
31421,1,337,Otros diagnósticos pulmonares crónicos: Nivel 1,,
61523,1,518,Enfermedad coronaria avanzada y otra enfermedad crónica: Nivel 3,,
61432,1,28,Diabetes y otra enfermedad moderada crónica: Nivel 2,,
70012,1,149,Insuficiencia renal crónica - Otra enfermedad crónica dominante: Nivel 2,,
35232,1,805,Enfermedad inflamatoria crónica pélvica: Nivel 2,,
61433,1,87,Diabetes y otra enfermedad moderada crónica: Nivel 3,,
32442,1,369,Diagnósticos arteriales y venosos crónicos - menor: Nivel 2,,
57072,1,1034,Tuberculosis secundaria: Nivel 2,,
62014,1,374,Enfermedad psiquiátrica (excepto esquizofrenia) y otra enfermedad moderada crónica: Nivel 4,,
54782,1,495,Anomalías de riñón o tracto urinario: Nivel 2,,
70162,1,799,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 2,,
61004,1,130,Insuficiencia renal crónica y otras enfermedades crónicas dominantes o moderadas: Nivel 4,,
52702,1,201,Diagnósticos gastrointestinales crónicos - moderado: Nivel 2,,
51814,1,526,Enfermedades valvulares: Nivel 4,,
70402,1,756,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 2,,
51871,1,321,Arritmias cardiacas y trastornos de la conducción: Nivel 1,,
62501,1,679,Otra enfermedad dominante crónica y abuso de drogas crónico moderado: Nivel 1,,
61512,1,137,Enfermedad coronaria avanzada y otra enfermedad moderada crónica: Nivel 2,,
20200,1,728,"Enfermedad aguda significativa, duración más de 90 días, excluyendo ORL",,
51171,1,647,Anomalías del cráneo y de los huesos faciales: Nivel 1,,
51892,1,472,Historia de ACTP: Nivel 2,,
70164,1,677,Insuficiencia cardiaca - Dos o más enfermedades crónicas dominantes: Nivel 4,,
53903,1,809,Enfermedades del tejido conectivo y vasculitis: Nivel 3,,
31412,1,928,Bronquitis crónica: Nivel 2,,
37551,1,163,Depresión: Nivel 1,,
30801,1,327,Diagnósticos oculares crónicos - menor: Nivel 1,,
31961,1,967,Diagnósticos cardiovasculares crónicos - menor: Nivel 1,,
61144,1,734,Insuficiencia cardiaca y otra enfermedad dominante crónica: Nivel 4,,
55832,1,320,"Anomalías y síndromes cromosómicos, excepto Down: Nivel 2",,
90602,1,635,Historia de trasplante orgánico mayor: Nivel 2,,
70503,1,802,Enfermedad cerebrovascular -Dos o más enfermedades crónicas dominantes: Nivel 3,,
57503,1,810,Trastornos mayores de la personalidad: Nivel 3,,
70404,1,171,Enfermedad coronaria avanzada -Enfermedad vascular periférica - Otra enfermedad crónica dominante: Nivel 4,,
70153,1,820,Insuficiencia cardiaca - Enfermedad cerebrovascular - Otra enfermedad crónica dominante: Nivel 3,,
61162,1,588,Insuficiencia cardiaca y otra enfermedad moderada crónica: Nivel 2,,
70232,1,531,Diabetes - Dos o más enfermedades crónicas dominantes: Nivel 2,,
53502,1,613,Amputación y enfermedad ósea: Nivel 2,,
57494,1,1038,Depresión y otras psicosis: Nivel 4,,
56522,1,959,Leucemia linfática crónica: Nivel 2,,
3,1,1078,Enfermedad crónica menor única,,
61401,1,49,Diabetes y enfermedad coronaria avanzada: Nivel 1,,
90604,1,769,Historia de trasplante orgánico mayor: Nivel 4,,
62821,1,508,Otra neoplasia no dominante y otra enfermedad crónica: Nivel 1,,
30172,1,958,Anomalías de la marcha: Nivel 2,,
37891,1,832,Diagnósticos relacionados con el abuso de drogas: Nivel 1,,
30992,1,915,Diagnósticos de oído crónicos excepto pérdida de audición: Nivel 2,,
50062,1,755,Enfermedad de Alzheimer y otras demencias: Nivel 2,,
61222,1,446,EPOC y otra enfermedad dominante crónica: Nivel 2,,
61154,1,248,Insuficiencia cardiaca y demencia: Nivel 4,,
70105,1,175,Insuficiencia cardiaca - Diabetes - EPOC: Nivel 5,,
62111,1,101,Neoplasia de mama y otra enfermedad moderada crónica: Nivel 1,,
86562,1,573,Leucemia no linfática aguda: Nivel 2,,
62403,1,296,Otra enfermedad dominante crónica y asma: Nivel 3,,
86552,1,801,Leucemia linfática aguda: Nivel 2,,
20750,1,103,Diagnósticos ginecológicos mayores con otra enfermedad significativa,,
56562,1,981,Leucemia no linfática aguda: Nivel 2,,
62414,1,621,Asma y otra enfermedad moderada crónica: Nivel 4,,
