sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,mappingStatus,conceptId,comment
CCD00217N,Activated Partial Thromboplastin TIME (APTT) CORRECTED (blood),1,,TIEMPO DE TROMBOPLASTINA PARCIAL ACTIVADO (TTPA) CORREGIDO (EN SANGRE),0.6645267009735107,UNCHECKED,4255275,
121206181,HEPATITIS E IGM CONFIRMATION: W-BLOT,1,,HEPATITIS E IGM CONFIRMACION: W-BLOT,0.414622962474823,UNCHECKED,4268445,
300113020000K0000072,CREATININA in a given time,1,,CREATININA EN UN TIEMPO DETERMINADO,0.41566571593284607,UNCHECKED,3046510,
3.00312E+19,chemonucleolysis,1,,QUIMIONUCLEOLISIS,0.4948187470436096,UNCHECKED,4097607,
121209203,AC. Anti-Adenovirus IGM EIA method,1,,AC. ANTI-ADENOVIRUS IGM METODO EIA,0.4214303493499756,UNCHECKED,4189303,
121209451,AC. Borrelia burgdorferi ANTI IGG EIA method,1,,AC. ANTI-BORRELIA BURGDOFERI IGG METODO EIA,0.7157140374183655,UNCHECKED,4201034,
300113030100K0001196,HISTIDINE URINE,1,,HISTIDINA ORINA,0.7125723361968994,UNCHECKED,3020083,
300113040000K0000682,aldosterone URINE,1,,ALDOSTERONA ORINA,0.6756979823112488,UNCHECKED,4230204,
CCD00008K,ADRENALINE (IN URINE),1,,ADRENALINA (EN ORINA),0.5168886184692383,UNCHECKED,4150617,
300113030100K0000178,pyridinoline DESOXY,1,,PIRIDINOLINA DESOXI,0.5432978868484497,UNCHECKED,4193180,
3.00314E+19,POSITIONING Prosthetics / STENT GRAFT ARTERIAL VASCULAR,1,,COLOCACION PROTESIS/STENT INJERTOS VASCULARES ARTERIALES,0.3732391595840454,UNCHECKED,46235033,
CCD00561N,17-Hydroxy Progesterone 3rd TOMA (blood),1,,PROGESTERONA 17-HIDROXI 3ª TOMA (EN SANGRE),0.4510343074798584,UNCHECKED,40761908,
121209447,AC. ANTI-RICKETTSIA conorii IGM METODO IFI,1,,AC. ANTI-RICKETTSIA CONORII IGM METODO IFI,0.5518011450767517,UNCHECKED,3005520,
300113040000N0000673,Vitamin B1 (Thiamine),1,,VITAMINA B1 (TIAMINA),0.6865554451942444,UNCHECKED,21494616,
ANT000215,itraconazole,1,,ITRACONAZOL,0.7070260643959045,UNCHECKED,4006660,
30030100031623106000,"RX SKELETON PERIFERICO, ELBOW AMBOS, AP and LAT",1,,"RX ESQUELETO PERIFERICO, CODO AMBOS, AP Y LAT",0.4634142518043518,UNCHECKED,3047651,
300114029900N0000070,RESISTANCE TO ACTIVATED PROTEIN C (APCR),1,,RESISTENCIA A LA PROTEÍNA C ACTIVADA (RPCa),0.5658787488937378,UNCHECKED,4306426,
300114029900N0000064,PROTEIN C INHIBITOR coagulation ACTIVITY,1,,"PROTEÍNA C INHIBIDORA DE LA COAGULACIÓN, ACTIVIDAD",0.831443727016449,UNCHECKED,4013582,
300113030212N0000505,SUNFLOWER PIPS SPECIFIC IGE,1,,IGE ESPECIFICA  PIPAS GIRASOL,0.6428478956222534,UNCHECKED,4213408,
P323300003,ESOPHAGUS-GASTROSCOPY,1,,ESOFAGO-GASTROSCOPIA,0.4963949918746948,UNCHECKED,3047423,
30030901441319901000,"RM OSTEOARTICULAR, BOTH HIPS, unenhanced",1,,"RM OSTEOARTICULAR , CADERA AMBAS, SIN CONTRASTE",0.3458746075630188,UNCHECKED,40765632,
300113030100N0001180,METIONINA BLOOD,1,,METIONINA SANGRE,0.4487980902194977,UNCHECKED,3007488,
300113030204N0000334,SPECIFIC IGE APPLE,1,,IGE ESPECIFICA  MANZANA,0.6688607931137085,UNCHECKED,4306214,
300113030204N0000268,IGE SPECIFIED FOOD PLANT: OATS,1,,IGE ESPECIFICA ALIMENTOS ORIGEN VEGETAL : AVENA,0.31582045555114746,UNCHECKED,4304624,
3.00304E+19,"ULTRASOUND ORGAN / SOFT TISSUE, BOWEL",1,,"ECOGRAFIA ORGANOS/PARTES BLANDAS, INTESTINO",0.45013490319252014,UNCHECKED,21493935,
CCD00190N,PH (blood),1,,PH  (EN SANGRE),0.4538837969303131,UNCHECKED,3010421,
300113040000K0001632,CATECHOLAMINES TOTAL URINE 24 HOURS,1,,CATECOLAMINAS TOTALES ORINA 24 HORAS,0.6391070485115051,UNCHECKED,3013510,
CCD00169N,MONOCYTES SMEAR (blood),1,,MONOCITOS FROTIS (EN SANGRE),0.4242430031299591,UNCHECKED,4015169,
300113120900G0000987,Lactate dehydrogenase (LDH) PERITONEAL FLUID,1,,LACTATO-DESHIDROGENASA (LDH) EN LIQUIDO PERITONEAL,0.7131975293159485,UNCHECKED,4098519,
3.00301E+19,"RX CRANEO / CARA, SLIT ESFINOIDAL",1,,"RX CRANEO/CARA, HENDIDURA ESFINOIDAL",0.2525569796562195,UNCHECKED,3033619,
3.00304E+19,"ULTRASOUND ARTICULAR, right hip / LEFT",1,,"ECOGRAFIA ARTICULAR, CADERA DERECHA/IZQUIERDA",0.4050580859184265,UNCHECKED,3031159,
30030100010707819000,"RX TORACICA, Thorax, PA",1,,"RX TORACICA, TORAX, PA",0.2717667520046234,UNCHECKED,40762169,
CCD00423N,Large cell UNIDENTIFIED,1,,CELULAS GRANDES NO IDENTIFICADAS,0.44031041860580444,UNCHECKED,4254487,
300113040000K0001298,Homovanillic acid URINE 24 HOURS,1,,ÁCIDO HOMOVANÍLICO ORINA 24 HORAS,0.7077926993370056,UNCHECKED,4308508,
300114080100N0000248,Immunophenotype ZAP-70,1,,INMUNOFENOTIPO ZAP-70,0.5021681785583496,UNCHECKED,4214425,
CCD00044N,C1 functional inhibitor (blood),1,,C1 INHIBIDOR FUNCIONAL (EN SANGRE),0.6864060163497925,UNCHECKED,4289993,
MUE000149,UMBILICAL EXUDATE,1,,EXUDADO UMBILICAL,0.6046955585479736,UNCHECKED,43055257,
3.00313E+19,"Arteriography, LOGS VISCERAL DIGESTIVES",1,,"ARTERIOGRAFIA, TRONCOS VISCERALES DIGESTIVOS",0.4138230085372925,UNCHECKED,3053105,
300114010200N0000015,"Agglutinin, SCREENING",1,,"CRIOAGLUTININAS, SCREENING",0.7485766410827637,UNCHECKED,4018466,
300113121200J0001032,Synovial FLUID VISCOSITY,1,,VISCOSIDAD EN LIQUIDO SINOVIAL,0.8715081810951233,UNCHECKED,3040771,
300113120900G0001285,Bilirubin peritoneal fluid,1,,BILIRRUBINA LÍQUIDO PERITONEAL,0.8241540789604187,UNCHECKED,46236152,
300114029900N0000256,APTT-Lupus Anticoagulant,1,,APTT-ANTICOAGULANTE LÚPICO,0.5867087841033936,UNCHECKED,4268621,
300113040000N0000634,Cortisol BLOOD,1,,CORTISOL SANGRE,0.49983474612236023,UNCHECKED,3010421,
222203100,Parathyroid SCINTIGRAPHY,1,,GAMMAGRAFIA PARATIROIDEA,0.5326945781707764,UNCHECKED,3051770,
300113040000N0000629,ANGIOTENSIN I (ACTIVITY plasma renin),1,,ANGIOTENSINA I (ACTIVIDAD  RENINA PLASMÁTICA),0.481206476688385,UNCHECKED,44810572,
300113030208N0000438,SPECIFIC IGE RABBIT,1,,IGE ESPECIFICA  CONEJO,0.6862332224845886,UNCHECKED,4306219,
30030601002231701000,"MYELOGRAPHY, COMPLETE BONE, unenhanced",1,,"MIELOGRAFIA , MEDULA COMPLETA, SIN CONTRASTE",0.3663950562477112,UNCHECKED,36304725,
300113030100N0000134,Immunoglobulin A2,1,,INMUNOGLOBULINA A2,0.8169395923614502,UNCHECKED,44789185,
CCD00043N,C1 INHIBITOR ANTIGEN (blood),1,,C1 INHIBIDOR ANTIGÉNICO (EN SANGRE),0.6815190315246582,UNCHECKED,4133773,
MUE000132,nasal discharge,1,,EXUDADO NASAL,0.6662994027137756,UNCHECKED,3020091,
30030100031623406000,"SKELETON PERIFERICO RX, FINGERS RIGHT HAND / LEFT, AP and LAT",1,,"RX ESQUELETO PERIFERICO, DEDOS MANO DERECHA/IZQUIERDA, AP Y LAT",0.30387425422668457,UNCHECKED,3047724,
CCD00019N,Alpha2 globulin (%) (blood),1,,ALFA 2 GLOBULINA (%) (EN SANGRE),0.37196826934814453,UNCHECKED,3038873,
30030100031927615000,"SKELETON PERIFERICO RX, FINGERS PIE BOTH IN CHARGE",1,,"RX ESQUELETO PERIFERICO, DEDOS PIE AMBOS, EN CARGA",0.1589539647102356,UNCHECKED,3046388,
MUE000148,RECTAL EXUDATE,1,,EXUDADO RECTAL,0.6787751317024231,UNCHECKED,43055257,
121206180,HEV AC IGM (ELISA),1,,HEV AC  IGM  (ELISA),0.43035387992858887,UNCHECKED,3002222,
300113030203N0000206,SPECIFIC IGE DANDRUFF COW,1,,IGE ESPECIFICA  CASPA  VACA,0.4998466372489929,UNCHECKED,4214239,
30030601000809301000,"MYELOGRAPHY, DORSAL MARROW, unenhanced",1,,"MIELOGRAFIA , MEDULA DORSAL, SIN CONTRASTE",0.3238426744937897,UNCHECKED,4150638,
121209491,AC. ANTI-IGM LEGIONELLA 06.01 ELISA method,1,,AC. ANTI-LEGIONELLA 1-6 IGM METODO ELISA,0.3718102276325226,UNCHECKED,4047068,
3.00303E+19,DIAGNOSTIC teleradiology: RADIOLOGY MAMA,1,,DIAGNOSTICO POR TELERRADIOLOGIA: RADIOLOGIA MAMA,0.45502540469169617,UNCHECKED,4059212,
CCD00357N,ANCA myeloperoxidase (MPO) (blood),1,,ANCA MIELOPEROXIDASA (mpo) (EN SANGRE),0.45798423886299133,UNCHECKED,3011668,
300114029900N0000066,"S PROTEIN INHIBITOR OF BLEEDING, activity",1,,"PROTEÍNA S INHIBIDORA DE LA COAGULACIÓN , ACTIVIDAD",0.6880289316177368,UNCHECKED,4013582,
30030100031320004000,"RX SKELETON PERIFERICO, HIPS RIGHT / LEFT, AP",1,,"RX ESQUELETO PERIFERICO, CADERA DERECHA/IZQUIERDA, AP",0.21932992339134216,UNCHECKED,3050567,
CCD00369K,SODIUM BASEMENT (IN URINE),1,,SODIO BASAL (EN ORINA),0.38293492794036865,UNCHECKED,4020682,
30030901421013401000,"RM COLUMN, LUMBAR SPINE, unenhanced",1,,"RM COLUMNA, RAQUIS LUMBAR, SIN CONTRASTE",0.5150778889656067,UNCHECKED,3023673,
CCD00175I,Motility PROGRESSIVE QUICK Insemination (seminal fluid),1,,MOTILIDAD PROGRESIVA RAPIDA PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),0.24150648713111877,UNCHECKED,3030619,
300113020000K0000092,PROTEIN IN A PARTICULAR TIME,1,,PROTEÍNAS EN UN TIEMPO DETERMINADO,0.23907534778118134,UNCHECKED,40768946,
121209530,AC AMOEBAE (HEMAGGLUTINATION),1,,AC AMEBAS  (HEMAGLUTINACION),0.5606253743171692,UNCHECKED,4226044,
300113070100N0001468,OXCARBAZEPINE,1,,OXCARBACEPINA,0.8975927829742432,UNCHECKED,44789322,
300113120900G0001286,CHOLESTEROL peritoneal fluid,1,,COLESTEROL LÍQUIDO PERITONEAL,0.6896020174026489,UNCHECKED,3021660,
300113110000N0000903,BLOOD SEROTONIN,1,,SEROTONINA SANGRE,0.8437670469284058,UNCHECKED,4133536,
30030901422232001000,"RM COLUMN, FULL SPINE, unenhanced",1,,"RM COLUMNA, RAQUIS COMPLETO, SIN CONTRASTE",0.23383177816867828,UNCHECKED,40766481,
30030600830101602000,"TC FACE AND basilar skull, jaw, unenhanced AND CONTRAST",1,,"TC CARA Y BASE DE CRANEO , MANDIBULA , SIN CONTRASTE Y CON CONTRASTE",0.37253788113594055,UNCHECKED,3042870,
3.00302E+19,"Arthrography, OTHER AREAS ANATOMICAS",1,,"ARTROGRAFIA, OTRAS ZONAS ANATOMICAS",0.41738998889923096,UNCHECKED,4270433,
CCD00034K,Beta1 (IN URINE),1,,BETA 1 (EN ORINA),0.4033832550048828,UNCHECKED,3030943,
CCD00259K,Tetrahydrocannabinol (URINE),1,,TETRAHIDROCANNABINOL (EN ORINA),0.660643994808197,UNCHECKED,44811527,
300113040000N0000654,"LH (LUTEINIZING HORMONE), (LUTROPIN)",1,,"LH (HORMONA LUTEINIZANTE), (LUTROPINA)",0.5363995432853699,UNCHECKED,4287388,
121210050,Legionella pneumophila antigen,1,,ANTÍGENO DE LEGIONELLA PNEUMOPHILA,0.907943069934845,UNCHECKED,4007635,
121209010,AC. ANTI-RUBELLA IGG ELISA method,1,,AC. ANTI-VIRUS DE LA RUBEOLA IGG METODO ELISA,0.4602043926715851,UNCHECKED,4197841,
300113040000N0000650,GROWTH HORMONE (GH),1,,HORMONA DE CRECIMIENTO (GH),0.6251294612884521,UNCHECKED,4213892,
CCD00341K,KIDNEY CELLS (IN URINE),1,,CÉLULAS RENALES (EN ORINA),0.5093040466308594,UNCHECKED,4182854,
300114070200N0000255,CD19 + CD20,1,,CÉLULAS CD19+CD20,0.4639136791229248,UNCHECKED,4252065,
CCD00294N,Chorionic gonadotropin (free beta hCG),1,,GONADOTROPINA CORIONICA LIBRE (BETA HCG LIBRE),0.6546287536621094,UNCHECKED,4096237,
300113110000N0001073,PRO-PEPTIDE type I procollagen aminoterminal,1,,PRO-PEPTIDO AMINOTERMINAL PROCOLAGENO TIPO I,0.6671417355537415,UNCHECKED,4166553,
300113030100N0001224,Glucose-6-phosphate dehydrogenase,1,,GLUCOSA-6-FOSFATO DESHIDROGENASA,0.9347125887870789,UNCHECKED,4017083,
3.00314E+19,"POSITIONING Prosthetics / STENT, RIÑON AMBOS",1,,"COLOCACION PROTESIS/STENT, RIÑON AMBOS",0.27498430013656616,UNCHECKED,46235033,
300113050000N0001237,AC ANTI CARDIOLIPIN IgA,1,,AC ANTI CARDIOLIPINA IgA,0.8008812069892883,UNCHECKED,3003196,
ANT000095,ETHAMBUTOL,1,,ETAMBUTOL,0.8519784212112427,UNCHECKED,3010041,
30030901521624202000,"RM VASCULAR, BOTH HAND, AND CONTRAST unenhanced",1,,"RM VASCULAR , MANO AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.2701931595802307,UNCHECKED,3013652,
3.00302E+19,VIDEO SWALLOWING,1,,VIDEO DEGLUCION,0.44412246346473694,UNCHECKED,46236382,
300113040000N0001327,Fractionated CATECHOLAMINES BLOOD,1,,CATECOLAMINAS FRACCIONADAS SANGRE,0.677351713180542,UNCHECKED,4184999,
CCD00387N,Renin 2nd TOMA (blood),1,,RENINA 2ª TOMA (EN SANGRE),0.40312060713768005,UNCHECKED,3048728,
CCD00299I,TEST OF PROGRESSION (seminal fluid),1,,TEST DE PROGRESIÓN  (EN LIQUIDO SEMINAL),0.39530110359191895,UNCHECKED,4272630,
CCD00141N,Hemoglobin blood gas analysis (blood),1,,HEMOGLOBINA EN GASOMETRÍA  (EN SANGRE),0.6382244825363159,UNCHECKED,4081838,
30030100031624420000,"RX SKELETON PERIFERICO, METACARPUS AMBOS, PA and LAT",1,,"RX ESQUELETO PERIFERICO, METACARPO AMBOS, PA Y LAT",0.2009727954864502,UNCHECKED,3045785,
CCD00515N,PEPTIDE MIN 120 C (BLOOD),1,,PÉPTIDO C 120 MIN (EN SANGRE),0.2739105522632599,UNCHECKED,4198718,
30030100031623905000,"RX PERIFERICO SKELETON, SHOULDER RIGHT / LEFT, AP AND AXIAL",1,,"RX ESQUELETO PERIFERICO, HOMBRO DERECHO/IZQUIERDO, AP Y AXIAL",0.41873636841773987,UNCHECKED,3048632,
30030100031927606000,"SKELETON PERIFERICO RX, FINGERS PIE AMBOS, AP and LAT",1,,"RX ESQUELETO PERIFERICO, DEDOS PIE AMBOS, AP Y LAT",0.24323350191116333,UNCHECKED,3047525,
300114010200N0000013,DIRECT ANTIGLOBULIN polyspecific (VERSATILE),1,,ANTIGLOBULINA DIRECTA POLIESPECÍFICA  (POLIVALENTE),0.6140881180763245,UNCHECKED,4016799,
30030100031929415000,"RX SKELETON PERIFERICO, ANKLE RIGHT / LEFT IN CHARGE",1,,"RX ESQUELETO PERIFERICO, TOBILLO DERECHO/IZQUIERDO, EN CARGA",0.34138646721839905,UNCHECKED,3049640,
300113070200K0001263,FENILCICLINA,1,,FENILCICLINA,0.20806150138378143,UNCHECKED,3036516,
300113030204N0000348,IGE Brazil nut SPECIFIED,1,,IGE ESPECIFICA  NUEZ DEL BRASIL,0.6645190715789795,UNCHECKED,4309874,
300113030212N0000485,SPECIFIC IGE Phthalic Anhydride,1,,IGE ESPECIFICA  ANHIDRIDO FTALICO,0.7534113526344299,UNCHECKED,4213553,
121209360,AC. METHOD COOMBS ANTI-BRUCELLA Aglut.,1,,AC. ANTI-BRUCELLA COOMBS METODO AGLUT.,0.34238308668136597,UNCHECKED,4013261,
300113030201N0001533,SPECIFIC IGE LISOZIMA,1,,IGE ESPECIFICA LISOZIMA,0.44696441292762756,UNCHECKED,4213550,
300113040000N0000672,Vitamin A (retinol),1,,VITAMINA A (RETINOL),0.32142317295074463,UNCHECKED,4297178,
300113121400X0001045,Lactate dehydrogenase (LDH) IN BIOLOGICAL LIQUIDS S.E.,1,,LACTATO-DESHIDROGENASA (LDH) EN LIQUIDOS BIOLOGICOS S.E.,0.5887654423713684,UNCHECKED,4098519,
3.00305E+19,"DOPPLER ORGAN / SOFT TISSUE, PENIS",1,,"DOPPLER ORGANOS/PARTES BLANDAS, PENE",0.5578320622444153,UNCHECKED,21494050,
30030600830100402000,"TC FACE AND SKULL BASE, ARTICULACION temporomandibular (ATM) BOTH unenhanced AND CONTRAST",1,,"TC CARA Y BASE DE CRANEO, ARTICULACION TEMPORO-MANDIBULAR (ATM) AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.3580182194709778,UNCHECKED,3048698,
ANT000025,AMOXICILLIN CLAVULANIC,1,,AMOXICILINA / CLAVULÁNICO,0.5712816119194031,UNCHECKED,4310906,
300113030409N0001671,Phl p5b RECOMBINANT IGE (timothy grass),1,,IGE RECOMBINANTE Phl p5b (Hierba Timotea),0.4720308184623718,UNCHECKED,3039128,
300113030415N0001707,Bet v4 RECOMBINANT IGE (Birch),1,,IGE RECOMBINANTE Bet v4 (Abedul),0.3991963863372803,UNCHECKED,44809989,
121209350,AC. ANTI-BRUCELLA Aglut WRIGHT method.,1,,AC. ANTI-BRUCELLA WRIGHT METODO AGLUT.,0.3551575243473053,UNCHECKED,4013261,
CCD00462K,120 MIN DENSITY (IN URINE),1,,DENSIDAD 120 MIN (EN ORINA),0.32765692472457886,UNCHECKED,3008204,
CCD00346N,c-ANCA (blood),1,,c-ANCA (EN SANGRE),0.5481290221214294,UNCHECKED,3036073,
CCD00227I,VOLUME FOR INSEMINATION (seminal fluid),1,,VOLUMEN PARA INSEMINACIÓN (EN LIQUIDO SEMINAL),0.42164281010627747,UNCHECKED,3012836,
30030901420707902000,"RM COLUMN, SPINE SPINE, unenhanced AND CONTRAST",1,,"RM COLUMNA, RAQUIS DORSAL, SIN CONTRASTE Y CON CONTRASTE",0.29773473739624023,UNCHECKED,42528850,
300114020100N0000031,FACTOR XI,1,,FACTOR XI,0.7199875712394714,UNCHECKED,4338525,
30030600861929202000,"TC OSTEOARTICULAR, tibia and fibula RIGHT / LEFT WITHOUT CONTRAST AND CONTRAST",1,,"TC OSTEOARTICULAR , TIBIA-PERONE DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",0.4011099338531494,UNCHECKED,3048127,
300114070100N0000147,DETERMINATION microparticle,1,,DETERMINACIÓN DE MICROPARTÍCULAS,0.4174559414386749,UNCHECKED,4182871,
300113110000K0000909,COPROPORPHYRINS,1,,COPROPORFIRINAS,0.758684515953064,UNCHECKED,4209246,
3.00314E+19,embolization TUMOR,1,,EMBOLIZACION TUMORAL,0.5437125563621521,UNCHECKED,36304436,
CCD00536N,A p02,1,,A p02,0.12718892097473145,UNCHECKED,3006810,
121206161,AC. ANTI-HEPATITIS AND METHOD EIA,1,,AC. ANTI-VIRUS DE LA HEPATITIS E METODO EIA,0.24749526381492615,UNCHECKED,4263990,
300113030100K0000181,transferrin URINE,1,,TRANSFERRINA ORINA,0.8440873622894287,UNCHECKED,42529379,
30030600861624902000,"TC OSTEOARTICULAR, WRIST RIGHT / LEFT WITHOUT CONTRAST AND CONTRAST",1,,"TC OSTEOARTICULAR , MUÑECA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",0.39344605803489685,UNCHECKED,3048172,
CCD00109N,Basal FSH (blood),1,,FSH BASAL (EN SANGRE),0.495351642370224,UNCHECKED,4042260,
121205020,Parasites BLOOD AND OTHER SAMPLES,1,,PARASITOS EN SANGRE Y OTRAS MUESTRAS,0.4420231580734253,UNCHECKED,3037772,
121206151,AC. ANTI-HEPATITIS D IGG EIA method,1,,AC. ANTI-VIRUS DE LA HEPATITIS D IGG METODO EIA,0.41777727007865906,UNCHECKED,4189303,
300113030100N0000152,PAPP PREGNANCY (PAPP-A),1,,PROTEÍNA A PLASMÁTICA ASOCIADA AL EMBARAZO (PAPP-A),0.4447786808013916,UNCHECKED,44807245,
300113040000K0000681,ACID vanil-MANDELIC (4-hydroxy-3-METOXIMANDELATO),1,,ÁCIDO VANIL-MANDÉLICO (4-HIDROXI-3-METOXIMANDELATO),0.45384693145751953,UNCHECKED,4234282,
CCD000400,COMMENTARY BIOQUIMICA,1,,COMENTARIO BIOQUIMICA,0.32083141803741455,UNCHECKED,3004691,
121202100,"Culture Throat deep, anaerobes SEARCH",1,,"CULTIVO DE EXUDADO PROFUNDO, CON BUSQUEDA DE ANAEROBIOS",0.4082320034503937,UNCHECKED,3017227,
121209426,AC. Trypanosoma cruzi IGG IFI METHOD,1,,AC. ANTI-TRYPANOSOMA CRUZI IGG METODO IFI,0.6365700364112854,UNCHECKED,3034589,
30030100031929206000,"RX SKELETON PERIFERICO Tibia and fibula RIGHT / LEFT, AP and LAT",1,,"RX ESQUELETO PERIFERICO, TIBIA-PERONE DERECHA/IZQUIERDA, AP Y LAT",0.5089707970619202,UNCHECKED,3050193,
30030600932232402000,"TC VASCULAR, VEIN SYSTEM PERIPHERAL VASCULAR, unenhanced AND CONTRAST",1,,"TC VASCULAR , SISTEMA VASCULAR VENOSO PERIFERICO, SIN CONTRASTE Y CON CONTRASTE",0.45935875177383423,UNCHECKED,4303572,
30030600861928502000,"TC OSTEOARTICULAR, PIE BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , PIE AMBOS, SIN CONTRASTE Y CON CONTRASTE",0.19404640793800354,UNCHECKED,36304924,
300113040000N0001556,ACTH 20 HOURS,1,,ACTH 20 HORAS,0.46757856011390686,UNCHECKED,3015006,
300114070100N0000155,PLAQUETAS ANNEXIN - V POSITIVAS,1,,PLAQUETAS ANNEXIN - V POSITIVAS,0.29541486501693726,UNCHECKED,3028876,
CCD00018K,Alpha2 (IN URINE),1,,ALFA 2 (EN ORINA),0.4772656559944153,UNCHECKED,3038873,
300113030207N0000428,SPECIFIC IGE SARDINA,1,,IGE ESPECIFICA  SARDINA,0.6589954495429993,UNCHECKED,4306229,
121206070,AC. ANTI-HEPATITIS B CORE AG ELISA method,1,,AC. ANTI-VIRUS DE LA HEPATITIS B AG CORE METODO ELISA,0.44764208793640137,UNCHECKED,4197840,
300114060000N0000133,"Acid phosphatases, STAIN",1,,"FOSFATASAS ÁCIDAS, TINCIÓN",0.6056428551673889,UNCHECKED,4245738,
300113120600D0000959,GLUCOSE dialysate,1,,GLUCOSA EN LIQUIDO DE DIALISIS,0.5326520204544067,UNCHECKED,4135437,
300114029900N0000062,"Plasminogen, ANTIGEN",1,,"PLASMINÓGENO, ANTÍGENO",0.7178649306297302,UNCHECKED,4097086,
300113110000N0001566,FATTY acylated,1,,ÁCIDOS GRASOS ACILADOS,0.6046480536460876,UNCHECKED,4193697,
300114020100N0000030,X FACTOR,1,,FACTOR X,0.4771917164325714,UNCHECKED,4217630,
300113030404N0001685,IGE RECOMBINANT Cor a8 (Hazelnut),1,,IGE RECOMBINANTE Cor a8 (Avellana),0.4312129616737366,UNCHECKED,3012932,
30030901421013402000,"RM COLUMN, LUMBAR SPINE, unenhanced AND CONTRAST",1,,"RM COLUMNA, RAQUIS LUMBAR, SIN CONTRASTE Y CON CONTRASTE",0.4767633080482483,UNCHECKED,3001623,
3.00314E+19,"POSITIONING Prosthetics / Stent, BOTTOM RIGHT / LEFT",1,,"COLOCACION PROTESIS/STENT, MIEMBRO INFERIOR DERECHO/IZQUIERDO",0.37120696902275085,UNCHECKED,46235033,
300113040000N0000646,SEX HORMONE binding globulin (SHBG),1,,GLOBULINA TRANSPORTADORA DE HORMONAS SEXUALES (SHBG),0.619184136390686,UNCHECKED,4082602,
121209320,AC HTLV (ELISA),1,,AC HTLV (ELISA),0.45804160833358765,UNCHECKED,40763873,
300113121400X0001329,Cytological CELLS Mononuclear BIOLOGICAL LIQUIDS S.E,1,,ESTUDIO CITOLÓGICO CÉLULAS MONONUCLEARES LÍQUIDOS BIOLÓGICOS S.E,0.356332391500473,UNCHECKED,42528880,
300113121400X0001051,Proteinogram IN BIOLOGICAL LIQUIDS S.E.,1,,PROTEINOGRAMA EN LIQUIDOS BIOLOGICOS S.E.,0.23654626309871674,UNCHECKED,21494594,
300113030100N0001118,KAPPA CHAIN ​​LIGHT FREE BLOOD,1,,CADENA KAPPA LIGERA LIBRE SANGRE,0.42968958616256714,UNCHECKED,44804922,
30123040418305019705,"HEPATITIS C VIRUS DETECTION AG., SERUM, ELISA",1,,"VIRUS HEPATITIS C, DETECCIÓN AG., SUERO, ELISA",0.423809289932251,UNCHECKED,4262164,
121209080,AC. ANTI-Epstein-Barr virus heterophile Aglut method.,1,,AC. ANTI-VIRUS DE EPSTEIN-BARR HETEROFILOS METODO AGLUT.,0.5336454510688782,UNCHECKED,4235099,
30030100031928706000,"RX SKELETON PERIFERICO, BOTH KNEE, AP and LAT",1,,"RX ESQUELETO PERIFERICO, RODILLA AMBAS, AP Y LAT",0.3457365930080414,UNCHECKED,3051782,
300113120200U0001217,PROTEIN STOOL,1,,PROTEÍNAS HECES,0.5947707891464233,UNCHECKED,3051707,
300113030100K0001190,asparagine URINE,1,,ASPARRAGINA ORINA,0.7635819315910339,UNCHECKED,3019605,
300113030204N0000277,SPECIFIC IGE COFFEE,1,,IGE ESPECIFICA  CAFE,0.7035778164863586,UNCHECKED,4136436,
300114029900N0000067,"PROTEIN S, ANTIGEN (free and total)",1,,"PROTEINA S, ANTÍGENO (LIBRE Y TOTAL)",0.5832847952842712,UNCHECKED,4070937,
300113030204N0000252,SPECIFIC IGE AGUACATE,1,,IGE ESPECIFICA  AGUACATE,0.4657326638698578,UNCHECKED,4304757,
300113030209N0000450,SPECIFIC IGE Dactylis glomerata (GRAM),1,,IGE ESPECIFICA  DACTYLIS GLOMERATA (GRAMA),0.6316386461257935,UNCHECKED,4190996,
300113050000N0000741,AC ANTI MITOCHONDRIAL (AAM),1,,AC ANTI MITOCONDRIALES (AAM),0.5259304046630859,UNCHECKED,4136743,
30030600861927402000,"TC OSTEOARTICULAR, CALCANEUS BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , CALCANEO AMBOS, SIN CONTRASTE Y CON CONTRASTE",0.22499492764472961,UNCHECKED,3049897,
30030600850404301000,"TC column CERVICAL SPINE, unenhanced",1,,"TC DE COLUMNA , RAQUIS CERVICAL, SIN CONTRASTE",0.44316309690475464,UNCHECKED,42869394,
300113030205N0000390,SPECIFIC IGE COW MILK,1,,IGE ESPECIFICA  LECHE DE VACA,0.7177919745445251,UNCHECKED,4190012,
300113030100N0000102,ANTI-streptolysin O,1,,ANTI ESTREPTOLISINA-O,0.5766863226890564,UNCHECKED,4220858,
300113110000N0001072,PHENOTYPE ALFA-1 antitrypsin,1,,FENOTIPO ALFA-1-ANTITRIPSINA,0.573436439037323,UNCHECKED,4288382,
