sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish_name,matchScore,mappingStatus,conceptId,comment
BW25YZZ,,1045,2792861,,0.0,UNCHECKED,0,
I25.5,,1880,4110961,,0.0,AUTO_MAPPED_TO_1,4110961,
93.75,,1045,2007658,,0.0,UNCHECKED,0,
298.8,Reactive Psychosis Psychosis And Other Reactive No Specs.,1879,435237,OTRAS PSICOSIS REACTIVAS Y PSICOSIS REACTIVAS NO ESPECIFIC.,0.6356788277626038,APPROVED,435237,
N28.9,,1045,40483287,,0.0,AUTO_MAPPED_TO_1,40483287,
651.10,Triple-Care Pregnancy Neom,0,432375,EMBARAZO TRIPLE-CUIDADOS NEOM,0.68208247423172,APPROVED,432375,
363.20,Chorioretinitis Not Specified,1045,434033,CORIORETINITIS NO ESPECIFICADA,0.7486855387687683,APPROVED,434033,
746.89,Other Anomalies Congenital Heart Ncoc,1879,312723,OTRAS ANOMALIAS CARDIACAS CONGENITAS NCOC,0.787479043006897,APPROVED,312723,
334.3,Other Cerebellar Ataxias,1045,435242,OTRAS ATAXIAS CEREBELOSAS,0.9633546471595764,APPROVED,435242,
596.52,Bladder Low Accommodation,1044,76153,VEJIGA DE BAJA ACOMODACION,0.42213261127471924,APPROVED,76153,
02H63JZ,,1044,2726188,,0.0,UNCHECKED,0,
65.89,,1044,2004287,,0.0,UNCHECKED,0,
433.30,Occlusion And Stenosis Multip. And Bilat. Without Cerebral Infarction,1877,439295,OCLUSION Y ESTENOSIS MULTIP. Y BILAT. SIN INFARTO CEREBRAL,0.6785591840744019,APPROVED,439295,
625.1,Vaginismus,1877,193261,VAGINISMO,1.0,APPROVED,193261,
914.5,"Insect Bites, Nonpoisonous, Hand-Infected",1044,4055866;136575,"PICADURA DE INSECTO, NO VENENOSO, EN MANO-INFECTADA",0.6944055557250977,AUTO_MAPPED,136575,
651.11,Pregnancy Triple-Parida With / Without Pathology Antepartum O Parto,0,440462;4041280,EMBARAZO TRIPLE-PARIDA CON/SIN PATOLOGIA ANTEPARTO O PARTO,0.4649050831794739,AUTO_MAPPED,4041280,
646.83,Pregnancy-Specific Another Complication Or Complication State Antepartum,1876,444094;43530950,OTRA COMPLICACION ESPECIFICA EMBARAZO-ESTADO O COMPLICACION ANTEPARTO,0.6218746304512024,AUTO_MAPPED,444094,
651.13,Triple-Antepartum Pregnancy Complication,0,444094;437931,EMBARAZO TRIPLE-COMPLICACION ANTEPARTO,0.6879056692123413,AUTO_MAPPED,444094,
651.2,Pregnancy Cuadruple,0,442594,EMBARAZO CUADRUPLE,0.8162728548049927,APPROVED,442594,
651.21,Quadruple-Parida Pregnancy With / Without Patologia Antepartum / Childbirth,0,438481;4041280,EMBARAZO CUADRUPLE-PARIDA CON/SIN PATOLOGIA ANTEPARTO/PARTO,0.4862750470638275,AUTO_MAPPED,438481,
307.53,Rumination Disorder,0,4242221,TRASTORNO DE RUMIACION,1.0,APPROVED,4242221,
V07.39C,Thromboembolic Disease. Prophylaxis,1874,,ENFERMEDAD TROMBOEMBOLICA. PROFILAXIS,0.7072967290878296,UNCHECKED,4159647,
651.3,Twin Pregnancy Loss With Fetal And Retention Of Fetuses,0,43020670,EMBARAZO GEMELAR CON PERDIDA FETAL Y RETENCION DE UN FETO,0.8622825741767883,APPROVED,43020670,
562,Intestinal Diverticulum,1874,4272162,DIVERTICULO INTESTINAL,0.7016047239303589,APPROVED,4272162,
E87.6,,1873,437833,,0.0,AUTO_MAPPED_TO_1,437833,
651.30,Emb.Gem. Loss Of Fetal And Ret. No One Esp.Cuida Thereof,0,43020670,EMB.GEM. PERDIDA DE FETO Y RET. DE UNO DE ELLO SIN ESP.CUIDA,0.18153919279575348,AUTO_MAPPED_TO_1,43020670,
780.3,Seizure,1872,377091,CONVULSIONES,1.0,APPROVED,377091,
718.01,Alt Cartilago Artic-Shoulder,1871,77955,ALT  CARTILAGO ARTIC-HOMBRO,0.43783944845199585,APPROVED,77955,
81.47,,1871,2005888,,0.0,UNCHECKED,0,
295.6,Residual Schizophrenics-Type Disorders,1870,439004,TRASTORNOS ESQUIZOFRENICOS-TIPO RESIDUAL,0.7842670679092407,APPROVED,439004,
0010N,Disposition To Improve The Recreation Leisure U,1044,,DISPOSICION PARA MEJORAR LA RECREACION U OCIO,0.3098602294921875,UNCHECKED,4166231,
651.31,Em.Gem. With Perd.Fetal And Ret. A Fetus Parida Or Without Men. Before,0,435018;4041280;43020670,EM.GEM. CON PERD.FETAL Y RET. UN FETO PARIDA O SIN MEN. ANTE,0.21997354924678802,AUTO_MAPPED,4041280,
738.8,Deformity Acquired Specified Elsewhere,1044,140823,DEFORMIDAD ADQUIRIDA EN OTRO LUGAR ESPECIFICADO,0.7025439143180847,APPROVED,140823,
3E0C33Z,,1044,2787484,,0.0,UNCHECKED,0,
654.11,"Body Uterine Tumors-Parida, With / Without Patol Antepartum / Childbirth",1869,196181;4041280,"TUMORES CUERPO UTERINO-PARIDA, CON/SIN PATOL ANTEPARTO/PARTO",0.41038018465042114,AUTO_MAPPED,4041280,
255.4,Deficiency Adrenocortical,1869,435508,INSUFICIENCIA CORTICOADRENAL,0.676432728767395,APPROVED,435508,
BW41ZZZ,,1864,2793112,,0.0,UNCHECKED,0,
B176.3,"Mental Functions Complex Chain ​​Of Movement Grave Deficiency (Mucha, Extreme)",0,,"FUNCIONES MENTALES RELACIONADAS CON EL ENCADENAMIENTO DE MOVIMIENTOS COMPLEJOS DEFICIENCIA GRAVE(MUCHA, EXTREMA)",0.3399680256843567,UNCHECKED,4285571,
V62.89,Other Stress Psychophysical Uncoded,1864,4107655,OTRO STRESS PSICOLOGICO O FISICO NO CODIFICADO,0.4787551760673523,APPROVED,4107655,
R06.00,,1864,312437,,0.0,AUTO_MAPPED_TO_1,312437,
V85.34,"Body Mass Index 34.0-34.9, Adulto",1863,4060985,"INDICE DE MASA CORPORAL 34.0-34.9, ADULTO",0.0,UNCHECKED,0,
651.33,Emb.Gem. Retention With Fetal Loss Fetuses Compl. Antepart,0,434097;444094;43020670,EMB.GEM. CON PERDIDA FETAL RETENCION UN FETO COMPL. ANTEPART,0.36338216066360474,AUTO_MAPPED,444094,
648.71,"Alteration Bone Embar / Part / Puerp Partum, With Or Without Mention Of State Antepartum",1043,4027371;4041280,"ALTERACION OSEA EMBAR/PART/PUERP-PARTO, CON O SIN MENCION DE ESTADO ANTEPARTO",0.4924672245979309,AUTO_MAPPED,4041280,
156.1,N. Malignant Biliary Duct Extrahepatic,1043,40486896,N. MALIGNA DE CONDUCTOS BILIARES EXTRAHEPATICOS,0.6042753458023071,APPROVED,40486896,
459.1,Postflebítico Syndrome,1863,4070679,SINDROME POSTFLEBITICO,0.2632548213005066,APPROVED,4070679,
F31.9,,1043,436665,,0.0,AUTO_MAPPED_TO_1,436665,
197.1,Secondary Malignant Mediastinal N.,1043,434875,N. MALIGNA SECUNDARIA DE MEDIASTINO,0.6785832047462463,APPROVED,434875,
999.88,Other Reaction By Infusion,1043,438661,OTRA REACCION POR INFUSION,0.815105676651001,APPROVED,438661,
R60.0,,1042,4171917,,0.0,AUTO_MAPPED_TO_1,4171917,
914,"Superficial Hand Injury, Finger Injury Only Saved",1042,4055866,"LESION SUPERFICIAL DE MANO, SALVO LESION DE DEDOS SOLO",0.4950825572013855,APPROVED,4055866,
V20.2,Routine Health Control Of Infant Or Child,1041,4088016,CONTROL SALUD RUTINARIO DEL BEBE O NIÑO,0.0,UNCHECKED,0,
287.30,"Primary Thrombocytopenia, Unspecified",1041,441264,"TROMBOCITOPENIA PRIMARIA, NO ESPECIFICADA",0.8246437311172485,APPROVED,441264,
009U3ZX,,1041,2722637,,0.0,UNCHECKED,0,
476.1,Laryngotracheitis Chronicle,1041,26719,LARINGOTRAQUEITIS CRONICA,0.8857893347740173,APPROVED,26719,
651.6,Other Embar.Multi.Con Fetal Retention Loss One Or More Fetuses,0,432373;4069761,OTRO EMBAR.MULTI.CON PERDIDA FETAL RETENCION UNO O MAS FETOS,0.35937437415122986,AUTO_MAPPED,4069761,
V16.8,Family-History Other Specified Malignancy,1038,4167217,HISTORIA FAMILIAR-OTRA NEOPLASIA MALIGNA ESPECIFICADA,0.0,UNCHECKED,0,
738.0,Deformity Acquired Nose,1038,261116,DEFORMIDAD ADQUIRIDA DE NARIZ,0.9322715401649475,APPROVED,261116,
R09.02,,1038,437390,,0.0,AUTO_MAPPED_TO_1,437390,
998.9,"Complicacacion Neom Of Procedure, Ncoc",1862,442019,"COMPLICACACION NEOM DE PROCEDIMIENTO, NCOC",0.5639877319335938,APPROVED,442019,
Z97.8,,1862,4265443,,0.0,UNCHECKED,0,
610.9,Benign Breast Displasia Neom,1862,78200,DISPLASIA MAMARIA BENIGNA NEOM,0.6400971412658691,APPROVED,78200,
129,Intestinal Parasitism Unspecified,1860,196347,PARASITISMO INTESTINAL SIN ESPECIFICAR,0.8719431757926941,APPROVED,196347,
0T9B7ZZ,,1860,2777446,,0.0,UNCHECKED,0,
239.6,N. Unspecified Nature Brain,1859,373724,N. NATURALEZA NO ESPECIFICADA DE CEREBRO,0.6099542379379272,APPROVED,373724,
996.2,Complicac Mechanical Device / Implantac / Injert Nervous System,1037,432508,COMPLICAC MECANICA DISPOSIT/IMPLANTAC/INJERT SISTEM NERVIOSO,0.6152885556221008,APPROVED,432508,
Z68.26,,1037,4060705,,0.0,UNCHECKED,0,
651.71,"Multiple Pregnancy After A Fetal Reduction (Elective) Multiple Pregnancy After A Fetal Reduction (Elective), Parida With Or Without Mention Of State Antepartum",0,4045947;444094;432969,"EMBARAZO MULTIPLE TRAS UNA REDUCCION FETAL (ELECTIVA) EMBARAZO MULTIPLE TRAS UNA REDUCCION FETAL (ELECTIVA), PARIDA CON O SIN MENCION DE ESTADO ANTEPARTO",0.4406726360321045,AUTO_MAPPED,444094,
242,Thyrotoxicosis With Or Without Bocio,1037,4113641,TIROTOXICOSIS CON O SIN BOCIO,0.7390455007553101,APPROVED,4113641,
389.8,Other Specified Forms Of Hearing Loss,1857,377889,OTRAS FORMAS ESPECIFICADAS DE PERDIDA DEL OIDO,1.0,APPROVED,377889,
279.00,Hypogammaglobulinemia Unspecified,1036,440072,HIPOGAMMAGLOBULINEMIA NO ESPECIFICADAS,0.9157944321632385,APPROVED,440072,
873.20,Open Wound Nose Uncomplicated-Site Unspecified,1856,255677,HERIDA ABIERTA NARIZ SIN COMPLICACION-SITIO NO ESPECIFICADO,0.597743809223175,APPROVED,255677,
463,Acute Tonsillitis,1855,24660,AMIGDALITIS AGUDA,1.0,APPROVED,24660,
717.4,Alterations Lateral Meniscus,1855,437954,ALTERACIONES DEL MENISCO LATERAL,0.6019516587257385,APPROVED,437954,
997.39,Other Respiratory,1854,321483,OTRAS COMPLICACIONES RESPIRATORIAS,0.7491216659545898,APPROVED,321483,
651.8,Other Specified Multiple Pregnancy,0,444094;432969,OTRO EMBARAZO MULTIPLE ESPECIFICADO,0.8530724048614502,AUTO_MAPPED,432969,
341.9,Cns Demyelinating Disease Nos,1853,375801,ENFERMEDAD DESMIELINIZANTE DEL SNC NO ESPECIFICADA,0.8662870526313782,APPROVED,375801,
425.5,Alcoholic Cardiomyopathy,1851,318773,MIOCARDIOPATIA ALCOHOLICA,1.0,APPROVED,318773,
569.69,Other Complications Colostomy And Enterostomy,1851,196454,OTRAS COMPLICACIONES DE LA COLOSTOMIA Y ENTEROSTOMIA,0.9268630743026733,APPROVED,196454,
189.1,N. Malignant Renal Pelvis,1851,195480,N. MALIGNA DE PELVIS RENAL,0.594427764415741,APPROVED,195480,
49.59,,1850,2003089,,0.0,UNCHECKED,0,
210.4,N. Benigna Other Parts And Parts No Specs. Mouth,1849,137813,N. BENIGNA DE OTRAS PARTES Y PARTES NO ESPECIF. DE LA BOCA,0.435916543006897,APPROVED,137813,
22.63,,1848,4135596,,0.0,UNCHECKED,0,
651.80,Other Specified-Care Pregnancy Multiple Neom,0,444094;432969,OTRO EMBARAZO MULTIPLE ESPECIFICADO-CUIDADOS NEOM,0.7223312258720398,AUTO_MAPPED,432969,
B96.1,,1848,436339,,0.0,AUTO_MAPPED_TO_1,436339,
642.91,"Hiperten Neom Embara / Childbirth / Puerp Partum, With Or Without Mention Of State Antepartum",1036,321080;4041280,"HIPERTEN NEOM EMBARA/PARTO/PUERP-PARTO, CON O SIN MENCION DE ESTADO ANTEPARTO",0.5344539880752563,AUTO_MAPPED,4041280,
89.29,,1036,2007033,,0.0,UNCHECKED,0,
336.9,Disease Spinal Cord Not Specified,1848,135526,ENFERMEDAD DE LA MEDULA ESPINAL NO ESPECIFICADA,0.7189140915870667,APPROVED,135526,
C20,,1847,443390,,0.0,AUTO_MAPPED_TO_1,443390,
V62.4,Social Maladjustment,1846,4285139,INADAPTACION SOCIAL,1.0,APPROVED,4285139,
733.14,Fracture Patologica Femoral Neck,1846,443459,FRACTURA PATOLOGICA DE CUELLO DE FEMUR,0.6021475791931152,APPROVED,443459,
717.84,Antigua Dehiscence Ligam Crossed Back,1845,77069,ANTIGUA DEHISCENCIA LIGAM CRUZADO POSTERIOR,0.17253264784812927,AUTO_MAPPED_TO_1,77069,
356.1,Muscular Atrophy Peroneal,1035,4134552,ATROFIA MUSCULAR PERONEAL,0.8825830221176147,APPROVED,4134552,
69.92,,1035,4239302,,0.0,UNCHECKED,0,
89.19,,1034,4100787,,0.0,UNCHECKED,0,
V42.82,Peripheral Cells. Stem Replaced By Transplant,1844,4215685,CELULAS PERIF. STEM SUSTITUIDAS MEDIANTE TRASPLANTE,0.0,UNCHECKED,0,
202.00,"Lymphoma Nodular Neom, Extranodal And Or Solid Ex Baz",1843,4149840,"LINFOMA NODULAR NEOM,  EXTRANODAL Y OR SOLIDOS EX BAZ",0.5286734104156494,APPROVED,4149840,
651.83,Other Specified Pregnancy Multiple-Complication Antepartum,0,444094;43530950;432969,OTRO EMBARAZO MULTIPLE ESPECIFICADO-COMPLICACION ANTEPARTO,0.645041286945343,AUTO_MAPPED,432969,
755.63,Other Deformity Congenita Hip (Joint),1842,77373,OTRA DEFORMIDAD CONGENITA DE CADERA (ARTICULACION),0.8879619836807251,APPROVED,77373,
R33.9,,1842,192450,,0.0,AUTO_MAPPED_TO_1,192450,
V43.89,Organ Or Tissue Replaced By Other Means-Other Replacement,1840,4215685,ORGANO O TEJIDO SUSTITUIDO POR OTRO MEDIO-OTRA SUSTITUCION,0.0,UNCHECKED,0,
456.5,Pelvic Varices,1839,197311,VARICES PELVICAS,1.0,APPROVED,197311,
756.4,Condrodistrofia,1838,437097,CONDRODISTROFIA,0.36275017261505127,APPROVED,437097,
150.5,Malignant N. 1/3 Lower Esophagus,1837,193138,N. MALIGNA DE 1/3 INFERIOR ESOFAGO,0.4689754843711853,APPROVED,193138,
651.9,Multiple Pregnancy Neom,0,444094;432969,EMBARAZO MULTIPLE NEOM,0.9006336331367493,AUTO_MAPPED,432969,
V27.1,Result Childbirth-Stillborn Unico,1034,4014454;4041280,RESULT ALUMBRAMIENTO-NACIDO MUERTO UNICO,0.36127912998199463,AUTO_MAPPED,4014454,
289.89,Other Specified Diseases And Organ Forming Blood,1837,317248,OTRAS ENFERMEDADES ESPECIFICADAS DE LA SANGRE Y ORGANOS HEMATOPOYETICOS,0.8464312553405762,APPROVED,317248,
560.31,Calculation Ileo Gall,1034,198475,ILEO DE CALCULO BILIAR,0.281415194272995,APPROVED,198475,
B176.8,Mental Functions Chain ​​Of Movement Complejos Unspecified,0,,FUNCIONES MENTALES RELACIONADAS CON EL ENCADENAMIENTO DE MOVIMIENTOS COMPLEJOS SIN ESPECIFICAR,0.2536429166793823,UNCHECKED,4206460,
304,Drug Dependence,1033,440069,DEPENDENCIA DE DROGAS,1.0,APPROVED,440069,
091.89,No Other Secondary Syphilis Indicated,0,437787,OTRAS SIFILIS SECUNDARIA NO INDICADAS,0.8402669429779053,APPROVED,437787,
091.82,Syphilitic Alopecia,0,133959,ALOPECIA SIFILITICA,1.0,APPROVED,133959,
091.81,Acute Syphilitic Meningitis (Secondary),0,439670,MENINGITIS SIFILITICA AGUDA (SECUNDARIA),1.0,APPROVED,439670,
091.8,Sifilis Other Side,0,437787,OTRAS SIFILIS SECUNDARIAS,0.29041892290115356,APPROVED,437787,
091.7,Secondary Syphilis Relapse,0,435179,RECIDIVA SIFILIS SECUNDARIA,1.0,APPROVED,435179,
091.69,Secondary Syphilis Other Organ Meats,0,201506,SIFILIS SECUNDARIA DE OTRAS VISCERAS,0.7009329795837402,APPROVED,201506,
091.62,Hepatitis Syphilitic Secondary,0,442066,HEPATITIS SIFILITICA SECUNDARIA,0.8856026530265808,APPROVED,442066,
250.13,Type I Diabetes With Ketoacidosis Uncontrolled,1033,40484648;439770,DIABETES CON CETOACIDOSIS TIPO I INCONTROLADA,0.8101804852485657,AUTO_MAPPED,439770,
458.2,Hypotension Iatrogenic,1033,443447,HIPOTENSION IATROGENICA,0.8483070731163025,APPROVED,443447,
651.90,Multiple Pregnancy Neom Neom-Care,0,444094;432969,EMBARAZO MULTIPLE NEOM-CUIDADOS NEOM,0.7432246208190918,AUTO_MAPPED,432969,
765.29,37 Or More Completed Weeks,1837,444094;4218813,37 O MAS SEMANAS COMPLETAS DE GESTACION,0.8914697766304016,AUTO_MAPPED,444094,
V58,Aftercare And Other Neom Aftercare,1837,4186037,OTROS CUIDADOS POSTERIORES Y ATENCION POSTERIOR NEOM,0.0,UNCHECKED,0,
Z60.2,,1836,4023168,,0.0,UNCHECKED,0,
747.22,Atresia / Aortic Stenosis,1835,320827,ATRESIA/ESTENOSIS AORTICO,0.71074378490448,APPROVED,320827,
227.1,N. Benign Parathyroid Gland,1834,134304,N. BENIGNA DE GLANDULA PARATIROIDEA,0.7030497193336487,APPROVED,134304,
V43.21,Replacing The Heart-Cardiac Assistance Device,1833,4215685,SUSTITUCION DE CORAZON-DISPOSITIVO DE ASISTENCIA CARDIACA,0.0,UNCHECKED,0,
524.4,Malocclusion Not Specified,1833,260759,MALOCLUSION NO ESPECIFICADA,0.7680943608283997,APPROVED,260759,
337.1,Autonomic Neuropathy Peripheral In Enf. Clas. Otr. Concept.,1833,194913,NEUROPATIA AUTONOMICA PERIFERICA EN ENF. CLAS. OTR. CONCEPT.,0.4806429445743561,APPROVED,194913,
R07.9,,1833,77670,,0.0,AUTO_MAPPED_TO_1,77670,
614.3,Parametritis Acute Pelvic And Cellulite,1832,4060950,PARAMETRITIS Y CELULITIS PELVICA AGUDA,0.9177086353302002,APPROVED,4060950,
E947.9,Adverse Effect Drug Unspecified,1831,439221,EFECTO ADVERSO A FARMACOS NO ESPECIFICADO,0.6025242209434509,APPROVED,439221,
651.91,Neom-Parida Multiple Pregnancy With / Without Patolo Antepartum / Childbirth,0,444094;432969,EMBARAZO MULTIPLE NEOM-PARIDA CON/SIN PATOLO ANTEPARTO/PARTO,0.452877402305603,AUTO_MAPPED,432969,
238.79,Neoplasia. Comp. Not Determined -Other Lymphoid Tissues And Hematopoietic,1828,317248,NEOPLASIA. COMP. NO DETERMINADO -OTROS TEJIDOS LINFATICOS Y HEMATOPOYETICOS,0.5176448822021484,APPROVED,317248,
V45.52,Contraceptive Device Presence-Implant Contraceptive Implant,1827,4215685,PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO-IMPLANTE ANTICONCEPTIVO SUBDERMICO,0.0,UNCHECKED,0,
368.11,Sudden Loss Of Vision,1827,377556,PERDIDA REPENTINA DE VISION,0.7069792747497559,APPROVED,377556,
309.3,Adjustment Disorder With Disturbance Of Conduct,1826,435799,TRASTORNO DE ADAPTACION CON ALTERACION DE LA CONDUCTA,1.0,APPROVED,435799,
651.93,Multiple Pregnancy Complication Neom-Antepartum,0,444094;43530950;432969,EMBARAZO MULTIPLE NEOM-COMPLICACION ANTEPARTO,0.6020386219024658,AUTO_MAPPED,432969,
652,Static And Poor Fetal Presentation,0,77338,ESTATICA Y PRESENTACION DEFECTUOSA DEL FETO,0.40981799364089966,APPROVED,77338,
652.0,Static And Presentation Of The Fetus-Defective Unstable Situation,0,79091,ESTATICA Y PRESENTACION DEFECTUOSA DEL FETO-SITUACION INESTABLE,0.35231706500053406,APPROVED,79091,
669.81,"Other Complic Parto / Alumbra-Parida, C / No Patol Antepar / Delivery",1825,4041280;440795,"OTRA COMPLIC PARTO/ALUMBRA-PARIDA, C/SIN PATOL ANTEPAR/PARTO",0.31089115142822266,AUTO_MAPPED,440795,
86.69,,1825,2006574,,0.0,UNCHECKED,0,
652.00,Unstable Situation-Care Neom,0,79091,SITUACION INESTABLE-CUIDADOS NEOM,0.3073546290397644,APPROVED,79091,
825,Fracture One Or More Bones Tarsal / Metatarsal,1824,4151083,FRACTURA DE UNO O MAS HUESOS TARSIANOS/METATARSIANOS,0.8083481192588806,APPROVED,4151083,
225.4,N. Benign Spinal Meninges,1823,135767,N. BENIGNA DE MENINGES ESPINALES,0.5782844424247742,APPROVED,135767,
919.0,Abrading Or Burn Infection-Elsewhere Without / Multiples / Neom,1821,443585,ABRASION O QUEMADURA SIN INFECCION-OTRO SITIO/MULTIPLES/NEOM,0.4358045756816864,APPROVED,443585,
V58.73,"Postsurgical Care Of Circulatory, Ncoc",1819,4186037,"CUIDADOS POSTQUIRURGICOS DEL APARATO CIRCULATORIO, NCOC",0.0,UNCHECKED,0,
707.23,"Bedsore, Stadium Iii",1819,135340,"ULCERA POR PRESION, ESTADIO III",0.21076126396656036,APPROVED,135340,
40.59,,1819,2002329,,0.0,UNCHECKED,0,
V56.1,Adjusting Colocac.Y Dialysis Catheter (Extracorp.) (Perit.),1819,4247794,COLOCAC.Y AJUSTE DE CATETER DE DIALISIS (EXTRACORP.)(PERIT.),0.0,UNCHECKED,0,
681.01,Paronychia Finger Hand,1818,437943,PARONIQUIA DEDO MANO,0.15987825393676758,AUTO_MAPPED_TO_1,437943,
421.0,Bacterial Endocarditis Acute And Subacute,1816,437899,ENDOCARDITIS BACTERIANA AGUDA Y SUBAGUDA,0.9379207491874695,APPROVED,437899,
90.93,,1815,2007274,,0.0,UNCHECKED,0,
751.62,Liver Disease Congenital Cystic,1814,197654,ENFERMEDAD QUISTICA CONGENITA DE HIGADO,0.9106742739677429,APPROVED,197654,
122.8,Hidatidosis Hepatica Unspecified,1813,195749,HIDATIDOSIS HEPATICA SIN ESPECIFICAR,0.483388215303421,APPROVED,195749,
238.3,N. Comport. Not Determined For Mama,1810,72578,N. DE COMPORT. NO DETERMINADO DE MAMA,0.05249643698334694,AUTO_MAPPED_TO_1,72578,
141.9,Malignancy Language Unspecified,1810,437498,NEOPLASIA MALIGNA DE LENGUA SIN ESPECIFICAR,0.47870558500289917,APPROVED,437498,
726.30,Elbow Enthesopathy Unspecified,1809,73842,ENTESOPATIA CODO SIN ESPECIFICAR,1.0,APPROVED,73842,
652.01,Unstable-Parida Situation With / Without Patol. Antepartum / Childbirth,0,79889;4041280,SITUACION INESTABLE-PARIDA CON/SIN PATOL. ANTEPARTO/PARTO,0.4031667113304138,AUTO_MAPPED,4041280,
746.9,Anomaly Congenital Cardiac Not Specified,1808,312723,ANOMALIA CARDIACAS CONGENITAS NO ESPECIFICADO,0.6113871335983276,APPROVED,312723,
93,Problem Sociosanitary Be Confirmed,1808,2007507,PROBLEMA SOCIO-SANITARIO PENDIENTE DE CONFIRMAR,0.0,UNCHECKED,0,
959.0,Trauma And Neck Face Not Specified,1806,4154162,TRAUMATISMO DE CARA Y CUELLO NO ESPECIFICADO,0.40241146087646484,APPROVED,4154162,
255.41,Deficiency Glucocorticoid,1805,435508,DEFICIENCIA GLUCOCORTICOIDE,0.8910364508628845,APPROVED,435508,
B235.1,"Vestibular Function Light Deficiency (Poca, Scarce)",0,,"FUNCION VESTIBULAR DEFICIENCIA LIGERA (POCA, ESCASA)",0.47717228531837463,UNCHECKED,4285571,
652.03,Unstable Situation-Complication Antepartum,0,72374;444094,SITUACION INESTABLE-COMPLICACION ANTEPARTO,0.5657342076301575,AUTO_MAPPED,444094,
652.1,Static And Presentation Version For Poor Fetal-Cephalic Neom,0,73267,ESTATICA Y PRESENTACION DEFECTUOSA DEL FETO-VERSION CEFALICA NEOM,0.2194967120885849,APPROVED,73267,
652.10,Version Cephalic Neom Neom-Care,0,73267,VERSION CEFALICA NEOM-CUIDADOS NEOM,0.25267210602760315,APPROVED,73267,
345.4,Epilepsy And Related Syndromes Epileticos Location (Focal) (Partial) With Complex Partial Seizures,1804,4101747,EPILEPSIA Y SINDROMES EPILETICOS RELACIONADOS CON LA LOCALIZACION (FOCAL) (PARCIAL) CON CRISIS PARCIALES COMPLEJAS,0.8171937465667725,APPROVED,4101747,
V13.29,Personal History And Other Disorders Obstetrical Genital Tract,1803,4214956,HISTORIA PERSONAL DE OTROS TRASTORNOS OBSTETRICOS Y DEL APARATO GENITAL,0.0,UNCHECKED,0,
652.11,Neom-Parida Cephalic Version With / Without Patolog Antepartum / Childbirth,0,73267;4041280,VERSION CEFALICA NEOM-PARIDA CON/SIN PATOLOG ANTEPARTO/PARTO,0.41349470615386963,AUTO_MAPPED,4041280,
T81.4XXA,,1803,,,0.0,UNCHECKED,0,
287.49,Other Types Of Secondary Thrombocytopenia,1802,440372,OTROS TIPOS DE TROMBOCITOPENIA SECUNDARIA,0.8634806275367737,APPROVED,440372,
Z86.11,,1802,4214956,,0.0,UNCHECKED,0,
652.2,Presentation Of The Fetus Buttocks Version Without Mention,0,74698,PRESENTACION NALGAS DEL FETO SIN MENCION DE VERSION,0.5221666097640991,APPROVED,74698,
524.5,Dentofacial Functional Abnormalities,1800,439052,ANOMALIAS FUNCIONALES DENTOFACIALES,1.0,APPROVED,439052,
652.20,Buttocks Without Presentation Version-Care Neom,0,74698,PRESENTACION NALGAS SIN VERSION-CUIDADOS NEOM,0.4282960891723633,APPROVED,74698,
307.52,Pica,0,437839,PICA,1.0,APPROVED,437839,
384.22,Drilling Atica Tympani,1800,438167,PERFORACION ATICA DEL TIMPANO,0.39956745505332947,APPROVED,438167,
78.63,,1799,2005318,,0.0,UNCHECKED,0,
652.3,Static And Presentation Situation For Poor Fetal-Transverse Or Oblique,0,81358,ESTATICA Y PRESENTACION DEFECTUOSA DEL FETO-SITUACION TRANSVERSAL U OBLICUA,0.7040551900863647,APPROVED,81358,
362.36,Retinal Vein Occlusion Rama,1799,312622,OCLUSION DE RAMA VENOSA RETINIANA,0.7686200141906738,APPROVED,312622,
B7101.2,"Mobility Of Moderate Deficiency Several Joints (Media, Regular)",1032,,"MOVILIDAD DE VARIAS ARTICULACIONES DEFICIENCIA MODERADA(MEDIA, REGULAR)",0.3964216113090515,UNCHECKED,4083550,
652.30,Transversal / Skew-Care Location Nos,0,81358,SITUACION TRANSVERSAL/OBLICUA-CUIDADOS NEOM,0.2876774072647095,APPROVED,81358,
535.41,Other Specified With Bleeding Gastritis,1798,193250;201340,OTRAS GASTRITIS ESPECIFICADAS CON HEMORRAGIA,0.7490922212600708,AUTO_MAPPED,193250,
V63.1,No Medical Services Available At Home,1797,4082086,SERVICIOS MEDICOS NO DISPONIBLES EN EL DOMICILIO,0.0,UNCHECKED,0,
737.39,Scoliosis Other -Other Uncoded,1796,78529,OTRA ESCOLIOSIS -OTROS NO CODIFICADOS,0.418513685464859,APPROVED,78529,
378.54,Abducens Nerve Palsy Or Vi Par,1794,381572,PARALISIS DEL NERVIO ABDUCENS O DEL VI PAR,0.8434878587722778,APPROVED,381572,
J47.9,,1794,256449,,0.0,AUTO_MAPPED_TO_1,256449,
443.89,Other Peripheral Vascular Disease,1794,321052,OTRA ENFERMEDAD VASCULAR PERIFERICA,1.0,APPROVED,321052,
156.0,N. Malignant Gallbladder,1793,197806,N. MALIGNA DE VESICULA BILIAR,0.6598510146141052,APPROVED,197806,
